context: 2:00 Work response:	2:00 Work
context: This is madness!\We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too. response:	So I take it this means war?
context: We've got our hands full with the Yakuza already,\if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war? response:	Something needs to be done... and fast!
context: if you mix in the police...\What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast! response:	Claude, calm down!
context: What's this? I thought I'd seen you before.\Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast!\Claude, calm down! response:	Stand back, Mistress.
context: Why is society's garbage just sitting around here eating all casual-like?\Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress. response:	The Beehive never backs down from a fight.
context: Ah, I knew this was going to happen!\Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight. response:	Ryu, let's talk about thi
context: Well, well...\Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi response:	Let's do this you bastards!
context: Fancy seeing the commander-in-chief of the riot task force here, too.\So I take it this means war?\Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards! response:	Attack!
context: So I take it this means war?\Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards!\Attack! response:	Oh no! Oh no! What do we do now?!
context: Something needs to be done... and fast!\Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?! response:	They're messing up the restaurant more and more with every passing second!
context: Claude, calm down!\Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second! response:	I wonder what all this is about.
context: Stand back, Mistress.\The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about. response:	How can we run a business like this?!
context: The Beehive never backs down from a fight.\Ryu, let's talk about thi\Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?! response:	Huh?
context: Ryu, let's talk about thi\Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?!\Huh? response:	I said knock it off!
context: Let's do this you bastards!\Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?!\Huh?\I said knock it off! response:	Who... is this girl?
context: Attack!\Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?!\Huh?\I said knock it off!\Who... is this girl? response:	Tachibana?
context: Oh no! Oh no! What do we do now?!\They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?!\Huh?\I said knock it off!\Who... is this girl?\Tachibana? response:	Miss Marika!
context: They're messing up the restaurant more and more with every passing second!\I wonder what all this is about.\How can we run a business like this?!\Huh?\I said knock it off!\Who... is this girl?\Tachibana?\Miss Marika! response:	You're in danger! Get away!
context: I wonder what all this is about.\How can we run a business like this?!\Huh?\I said knock it off!\Who... is this girl?\Tachibana?\Miss Marika!\You're in danger! Get away! response:	We'll handle
context: How can we run a business like this?!\Huh?\I said knock it off!\Who... is this girl?\Tachibana?\Miss Marika!\You're in danger! Get away!\We'll handle response:	What is wrong with you people?!
context: Huh?\I said knock it off!\Who... is this girl?\Tachibana?\Miss Marika!\You're in danger! Get away!\We'll handle\What is wrong with you people?! response:	You're in a family restaurant!
context: I said knock it off!\Who... is this girl?\Tachibana?\Miss Marika!\You're in danger! Get away!\We'll handle\What is wrong with you people?!\You're in a family restaurant! response:	You aren't the only ones in here you know?!
context: Who... is this girl?\Tachibana?\Miss Marika!\You're in danger! Get away!\We'll handle\What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?! response:	If you want to fight... take it outside!
context: Tachibana?\Miss Marika!\You're in danger! Get away!\We'll handle\What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside! response:	Thank you for coming.
context: Miss Marika!\You're in danger! Get away!\We'll handle\What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming. response:	Wha...
context: You're in danger! Get away!\We'll handle\What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming.\Wha... response:	For real?
context: We'll handle\What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming.\Wha...\For real? response:	Yeah, I really didn't expect that out of Marika.
context: What is wrong with you people?!\You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming.\Wha...\For real?\Yeah, I really didn't expect that out of Marika. response:	I never thought you could be so brave.
context: You're in a family restaurant!\You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming.\Wha...\For real?\Yeah, I really didn't expect that out of Marika.\I never thought you could be so brave. response:	But thank god you did it.
context: You aren't the only ones in here you know?!\If you want to fight... take it outside!\Thank you for coming.\Wha...\For real?\Yeah, I really didn't expect that out of Marika.\I never thought you could be so brave.\But thank god you did it. response:	The manager appreciated it, too.
context: If you want to fight... take it outside!\Thank you for coming.\Wha...\For real?\Yeah, I really didn't expect that out of Marika.\I never thought you could be so brave.\But thank god you did it.\The manager appreciated it, too. response:	Tachibana-chwan! Thank you!
context: Thank you for coming.\Wha...\For real?\Yeah, I really didn't expect that out of Marika.\I never thought you could be so brave.\But thank god you did it.\The manager appreciated it, too.\Tachibana-chwan! Thank you! response:	I didn't want you to see such a shameful side of me.
