context: Ashirogi Muto response:	Ashirogi Muto
context: Also, I think if we bet on Takagi-kun's skill,\with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development. response:	If we bet on their skill, like the editor-in-chief said,
context: with which he's able to draw many works in a short period of time, it'll stay interesting...\Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said, response:	I think we should bet on them carrying a series that we don't know how to continue.
context: Please wait a minute.\I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue. response:	They've been able to draw so much up to this point,
context: I think it'd be better to go with the work they submitted for the Monthly Award, Future Watch.\That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point, response:	maybe it would be better to train them a little more first?
context: That one is where Ashirogi-kun is in their element.\That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first? response:	Do we really have the luxury of letting capable authors have time to rest?
context: That one's interesting, but I can't imagine how they could continue it as a series.\With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest? response:	It's here!
context: With TEN, we already have a good setting.\Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here! response:	Yes?!
context: Having ten assassins appear is enough for a ton of development.\If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?! response:	Is this Takagi-kun?
context: If we bet on their skill, like the editor-in-chief said,\I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?!\Is this Takagi-kun? response:	How'd it go?
context: I think we should bet on them carrying a series that we don't know how to continue.\They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?!\Is this Takagi-kun?\How'd it go? response:	The editor-in-chief made an unprecedented special decision.
context: They've been able to draw so much up to this point,\maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?!\Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision. response:	Special decision?
context: maybe it would be better to train them a little more first?\Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?!\Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision? response:	In issue 25, TEN will run as a one-shot.
context: Do we really have the luxury of letting capable authors have time to rest?\It's here!\Yes?!\Is this Takagi-kun?\How'd it go?\The editor-in-chief made an unprecedented special decision.\Special decision?\In issue 25, TEN will run as a one-shot. response:	And in issue 26 Future Watch will run as a one-shot.
