context: But listen to me. response:	Ever since you left Grand Ziming Palace
context: However, my parents made me so ugly.\How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you? response:	It will probably be able to last a few hours.
context: How are you ugly? I don't think so.\But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours. response:	It's just a temporary change?
context: But since you like my face, I'll give it to you.\Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change? response:	Why would you want to look like me all the time?
context: Give to me?\Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time? response:	You are from the Fox Clan and already look similar to me.
context: Zhe Yan has the ability to change appearances.\I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me. response:	You'll look even more like me when you grow up.
context: I'll talk to him for you.\- I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up. response:	Don't take such a minor spell so seriously.
context: - I'll have him teach you. - You mustn't lie to me.\After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously. response:	By the way, you must not use this magic for evil purposes.
context: After I learn it, will I be able to look like you?\It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes. response:	Karma has a cause. Evil actions will be punished.
context: It will probably be able to last a few hours.\It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished. response:	Come with me.
context: It's just a temporary change?\Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished.\Come with me. response:	Why would I do something bad?
context: Why would you want to look like me all the time?\You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished.\Come with me.\Why would I do something bad? response:	Why?
context: You are from the Fox Clan and already look similar to me.\You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished.\Come with me.\Why would I do something bad?\Why? response:	Why is it that we are all the same
context: You'll look even more like me when you grow up.\Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished.\Come with me.\Why would I do something bad?\Why?\Why is it that we are all the same response:	but I have to marry a lowly black bear spirit?
context: Don't take such a minor spell so seriously.\By the way, you must not use this magic for evil purposes.\Karma has a cause. Evil actions will be punished.\Come with me.\Why would I do something bad?\Why?\Why is it that we are all the same\but I have to marry a lowly black bear spirit? response:	A-Yin.
