context: OZ is a virtual world that can be enjoyed response:	by people from all over the world.
context: I'll come visit you in America soon.\You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you.\If you win.\Huh? Come on!\That's more fun, isn't it? response:	Fine...
context: You can take me to the Disney resorts.\First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you.\If you win.\Huh? Come on!\That's more fun, isn't it?\Fine... response:	3 bright! There you go.
context: First California, then Florida.\And then we'll go back to your place.\Give me your phone number so I can call you.\If you win.\Huh? Come on!\That's more fun, isn't it?\Fine...\3 bright! There you go. response:	Want to stop?
context: And then we'll go back to your place.\Give me your phone number so I can call you.\If you win.\Huh? Come on!\That's more fun, isn't it?\Fine...\3 bright! There you go.\Want to stop? response:	Not yet.
context: Give me your phone number so I can call you.\If you win.\Huh? Come on!\That's more fun, isn't it?\Fine...\3 bright! There you go.\Want to stop?\Not yet. response:	Koi koi!
context: If you win.\Huh? Come on!\That's more fun, isn't it?\Fine...\3 bright! There you go.\Want to stop?\Not yet.\Koi koi! response:	I see. Then, my turn.
context: Huh? Come on!\That's more fun, isn't it?\Fine...\3 bright! There you go.\Want to stop?\Not yet.\Koi koi!\I see. Then, my turn. response:	Going for 4 bright, hmm?
context: That's more fun, isn't it?\Fine...\3 bright! There you go.\Want to stop?\Not yet.\Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm? response:	N-not really...
context: Fine...\3 bright! There you go.\Want to stop?\Not yet.\Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm?\N-not really... response:	What a shame!
context: 3 bright! There you go.\Want to stop?\Not yet.\Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm?\N-not really...\What a shame! response:	3 plain.
context: Want to stop?\Not yet.\Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm?\N-not really...\What a shame!\3 plain. response:	Ah, koi koi?
context: Not yet.\Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm?\N-not really...\What a shame!\3 plain.\Ah, koi koi? response:	Nope.
context: Koi koi!\I see. Then, my turn.\Going for 4 bright, hmm?\N-not really...\What a shame!\3 plain.\Ah, koi koi?\Nope. response:	Come on!
context: I see. Then, my turn.\Going for 4 bright, hmm?\N-not really...\What a shame!\3 plain.\Ah, koi koi?\Nope.\Come on! response:	I win.
context: Going for 4 bright, hmm?\N-not really...\What a shame!\3 plain.\Ah, koi koi?\Nope.\Come on!\I win. response:	Now, time for you kids to go to bed.
context: N-not really...\What a shame!\3 plain.\Ah, koi koi?\Nope.\Come on!\I win.\Now, time for you kids to go to bed. response:	I don't wanna. One more?
context: What a shame!\3 plain.\Ah, koi koi?\Nope.\Come on!\I win.\Now, time for you kids to go to bed.\I don't wanna. One more? response:	I like to cut and run.
context: 3 plain.\Ah, koi koi?\Nope.\Come on!\I win.\Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run. response:	Take it from here.
context: Ah, koi koi?\Nope.\Come on!\I win.\Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run.\Take it from here. response:	I haven't figured out the rules yet...
context: Nope.\Come on!\I win.\Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run.\Take it from here.\I haven't figured out the rules yet... response:	Hey, how long are you going to stay?
context: Come on!\I win.\Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run.\Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay? response:	Dunno.
context: I win.\Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run.\Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno. response:	Just don't leave at all!
context: Now, time for you kids to go to bed.\I don't wanna. One more?\I like to cut and run.\Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno.\Just don't leave at all! response:	Right? Got it?
context: I don't wanna. One more?\I like to cut and run.\Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno.\Just don't leave at all!\Right? Got it? response:	What am I doing here?
context: I like to cut and run.\Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno.\Just don't leave at all!\Right? Got it?\What am I doing here? response:	Text message
context: Take it from here.\I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno.\Just don't leave at all!\Right? Got it?\What am I doing here?\Text message response:	What is this?
context: I haven't figured out the rules yet...\Hey, how long are you going to stay?\Dunno.\Just don't leave at all!\Right? Got it?\What am I doing here?\Text message\What is this? response:	Got it!
context: Hey, how long are you going to stay?\Dunno.\Just don't leave at all!\Right? Got it?\What am I doing here?\Text message\What is this?\Got it! response:	Message sent
context: Dunno.\Just don't leave at all!\Right? Got it?\What am I doing here?\Text message\What is this?\Got it!\Message sent response:	What was that?
context: Just don't leave at all!\Right? Got it?\What am I doing here?\Text message\What is this?\Got it!\Message sent\What was that? response:	Let's see how she's doing...
context: Right? Got it?\What am I doing here?\Text message\What is this?\Got it!\Message sent\What was that?\Let's see how she's doing... response:	Blood Pressure Heartbeat
context: What am I doing here?\Text message\What is this?\Got it!\Message sent\What was that?\Let's see how she's doing...\Blood Pressure Heartbeat response:	Wake up already!
context: Text message\What is this?\Got it!\Message sent\What was that?\Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already! response:	Get uuup!
context: What is this?\Got it!\Message sent\What was that?\Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already!\Get uuup! response:	The damage is quite extensive, yes.
context: Got it!\Message sent\What was that?\Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already!\Get uuup!\The damage is quite extensive, yes. response:	What what what what what?
context: Message sent\What was that?\Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already!\Get uuup!\The damage is quite extensive, yes.\What what what what what? response:	Look!
context: What was that?\Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already!\Get uuup!\The damage is quite extensive, yes.\What what what what what?\Look! response:	That's him, isn't it?
context: Let's see how she's doing...\Blood Pressure Heartbeat\Wake up already!\Get uuup!\The damage is quite extensive, yes.\What what what what what?\Look!\That's him, isn't it? response:	Dead certain. He's the culprit!
context: Blood Pressure Heartbeat\Wake up already!\Get uuup!\The damage is quite extensive, yes.\What what what what what?\Look!\That's him, isn't it?\Dead certain. He's the culprit! response:	The culprit is a minor? A student!?
context: Wake up already!\Get uuup!\The damage is quite extensive, yes.\What what what what what?\Look!\That's him, isn't it?\Dead certain. He's the culprit!\The culprit is a minor? A student!? response:	Now, the more I look at him, the younger he seems to be.
context: Get uuup!\The damage is quite extensive, yes.\What what what what what?\Look!\That's him, isn't it?\Dead certain. He's the culprit!\The culprit is a minor? A student!?\Now, the more I look at him, the younger he seems to be. response:	He must be a high schooler, right?
context: The damage is quite extensive, yes.\What what what what what?\Look!\That's him, isn't it?\Dead certain. He's the culprit!\The culprit is a minor? A student!?\Now, the more I look at him, the younger he seems to be.\He must be a high schooler, right? response:	That's...
context: What what what what what?\Look!\That's him, isn't it?\Dead certain. He's the culprit!\The culprit is a minor? A student!?\Now, the more I look at him, the younger he seems to be.\He must be a high schooler, right?\That's... response:	that's me!
