context: Intro response:	Ashiya, you okay?
context: If I had to choose, I'd say I was more interested in Suzuno, though.\Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry. response:	You've had to help us out because I haven't recover
context: Pardon me\Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover response:	H-Hey!
context: Oh, Chiho! I've been waiting for you.\Um, Maou...\What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey! response:	Don't make a mess, dude!
context: Um, Maou...\What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude! response:	I'm so sorry...
context: What's this?\The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude!\I'm so sorry... response:	Are you okay, Ashiya?
context: The landlady sent all this from Hawaii.\She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya? response:	Getting her to help is all well and good,
context: She asked me to put these up for sale in the shopping district's summer festival flea market.\I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good, response:	No need to worry, Sasaki.
context: I'm terribly sorry.\You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki. response:	but this place is too cramped to do it all here, don't you think?
context: You've had to help us out because I haven't recover\H-Hey!\Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think? response:	Be careful, okay?
context: H-Hey!\Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay? response:	Looks like Emilia's here too.
context: Don't make a mess, dude!\I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too. response:	Thank you.
context: I'm so sorry...\Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too.\Thank you. response:	Emi?
context: Are you okay, Ashiya?\Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too.\Thank you.\Emi? response:	How can you tell?
context: Getting her to help is all well and good,\No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too.\Thank you.\Emi?\How can you tell? response:	I snuck one into her bag the other day.
context: No need to worry, Sasaki.\but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too.\Thank you.\Emi?\How can you tell?\I snuck one into her bag the other day. response:	You can't go to sleep now, Ashiya!
context: but this place is too cramped to do it all here, don't you think?\Be careful, okay?\Looks like Emilia's here too.\Thank you.\Emi?\How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya! response:	You can't! You can't! You can't!
context: Be careful, okay?\Looks like Emilia's here too.\Thank you.\Emi?\How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't! response:	A transmitter, that is.
context: Looks like Emilia's here too.\Thank you.\Emi?\How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is. response:	You can't! You can't! You can't!
context: Thank you.\Emi?\How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't! response:	You can't! You can't! You can't!
context: Emi?\How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't! response:	Do you have a death wish?
context: How can you tell?\I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish? response:	You can't! You can't! You can't! You can't!
context: I snuck one into her bag the other day.\You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't! response:	You can't! You can't! You can't! You can't!
context: You can't go to sleep now, Ashiya!\You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't! response:	You can't! You can't! You can't! You can't!
context: You can't! You can't! You can't!\A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't! response:	You can't! You can't! You can't! You can't!
context: A transmitter, that is.\You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't! response:	I'm awake, Sasaki!
context: You can't! You can't! You can't!\You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki! response:	Actually, what does she want now?!
context: You can't! You can't! You can't!\Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?! response:	You can stop now!
context: Do you have a death wish?\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now! response:	We're too damn busy!
context: You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now!\We're too damn busy! response:	Huh?
context: You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now!\We're too damn busy!\Huh? response:	Oh, her?
context: You can't! You can't! You can't! You can't!\You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now!\We're too damn busy!\Huh?\Oh, her? response:	Kamazuki
context: You can't! You can't! You can't! You can't!\I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now!\We're too damn busy!\Huh?\Oh, her?\Kamazuki response:	Why do I need to help you out?
context: I'm awake, Sasaki!\Actually, what does she want now?!\You can stop now!\We're too damn busy!\Huh?\Oh, her?\Kamazuki\Why do I need to help you out? response:	I only dropped by to check on Suzuno!
context: Actually, what does she want now?!\You can stop now!\We're too damn busy!\Huh?\Oh, her?\Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno! response:	And why must I be checked on by you?
context: You can stop now!\We're too damn busy!\Huh?\Oh, her?\Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you? response:	Can I go back?
context: We're too damn busy!\Huh?\Oh, her?\Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back? response:	I'm a bum.
context: Huh?\Oh, her?\Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back?\I'm a bum. response:	I'm trying not to set foot outside.
context: Oh, her?\Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back?\I'm a bum.\I'm trying not to set foot outside. response:	You're helping too.
context: Kamazuki\Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back?\I'm a bum.\I'm trying not to set foot outside.\You're helping too. response:	You'll be fine inside this building.
context: Why do I need to help you out?\I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back?\I'm a bum.\I'm trying not to set foot outside.\You're helping too.\You'll be fine inside this building. response:	Can someone tell me what the deal is with the landlady's tastes?
context: I only dropped by to check on Suzuno!\And why must I be checked on by you?\Can I go back?\I'm a bum.\I'm trying not to set foot outside.\You're helping too.\You'll be fine inside this building.\Can someone tell me what the deal is with the landlady's tastes? response:	Who the hell would wear this swimsuit?
context: And why must I be checked on by you?\Can I go back?\I'm a bum.\I'm trying not to set foot outside.\You're helping too.\You'll be fine inside this building.\Can someone tell me what the deal is with the landlady's tastes?\Who the hell would wear this swimsuit? response:	But this is kinda cute!
