context: Sign: Broadcasting Room response:	Sign: Cool guys only
context: Aisaka!\Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino! response:	Oh, that confirms it.
context: Yes?\Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it. response:	He wasn't late for the date because of his work,
context: Regardless of who it's for, you shouldn't fight anymore.\If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work, response:	but because he was playing slot machines!
context: If you can't forgive someone, you have to talk to me about it first.\So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines! response:	Yeah, so I messaged one of my girlfriends...
context: So yeah, I saw it with my own eyes.\Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends... response:	Because I was being treated badly by him, I asked her what I should do.
context: Yes.\I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do. response:	Oh...
context: I mean, he's an assistant professor,\but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh... response:	Then I found out something else.
context: but I saw him coming out of a casino!\Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else. response:	Such a breathtaking development...
context: Oh, that confirms it.\He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else.\Such a breathtaking development... response:	It seems there's no such occupation as an assistant professor.
context: He wasn't late for the date because of his work,\but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor. response:	There is only assistant teacher.
context: but because he was playing slot machines!\Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher. response:	That means...
context: Yeah, so I messaged one of my girlfriends...\Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means... response:	Ever since then, I haven't heard a thing from him.
context: Because I was being treated badly by him, I asked her what I should do.\Oh...\Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him. response:	What did you do to make our teacher cry, Kitamura?
context: Oh...\Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura? response:	Let's just pretend we don't know it's actually Yuri-chan.
context: Then I found out something else.\Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan. response:	Cheering For Your Love was brought to you by Kitamura Yuusaku,
context: Such a breathtaking development...\It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku, response:	Yeah...
context: It seems there's no such occupation as an assistant professor.\There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah... response:	the God of Broken Hearts.
context: There is only assistant teacher.\That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts. response:	Our guest today goes by the pseudonym of Y-chan.
context: That means...\Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts.\Our guest today goes by the pseudonym of Y-chan. response:	God of Broken Hearts? What's that?
context: Ever since then, I haven't heard a thing from him.\What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts.\Our guest today goes by the pseudonym of Y-chan.\God of Broken Hearts? What's that? response:	Oh, because of that confession,
context: What did you do to make our teacher cry, Kitamura?\Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts.\Our guest today goes by the pseudonym of Y-chan.\God of Broken Hearts? What's that?\Oh, because of that confession, response:	Kitamura has become the school's love saint -
context: Let's just pretend we don't know it's actually Yuri-chan.\Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts.\Our guest today goes by the pseudonym of Y-chan.\God of Broken Hearts? What's that?\Oh, because of that confession,\Kitamura has become the school's love saint - response:	I mean, he became a religious figure for those wanting to confess to someone.
context: Cheering For Your Love was brought to you by Kitamura Yuusaku,\Yeah...\the God of Broken Hearts.\Our guest today goes by the pseudonym of Y-chan.\God of Broken Hearts? What's that?\Oh, because of that confession,\Kitamura has become the school's love saint -\I mean, he became a religious figure for those wanting to confess to someone. response:	Huh?
