context: Your Highness. response:	- Is Fifth Sister here? - Aunt?
context: If you lie to me, nobody would be able to save you.\Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true. response:	- Dijun. - Dijun.
context: Dijun, you're a bully!\truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun. response:	Taichen Palace?
context: truly have never heard of Si Yin.\Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun.\Taichen Palace? response:	Outrageous! You dare trespass into Taichen Palace?
context: Hold it together.\Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace? response:	So there is still a place in this world that I, Bai Feng Jiu, cannot enter.
context: Dijun, do not pressure her.\She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter. response:	How unexpected that there would still be a human
context: She stays in Qing Qiu all year round.\How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human response:	who would dare come to Mount Junji of the Far East.
context: How could she possibly know Si Yin of Kunlun Mountain from 70,000 years ago?\That is true.\- Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East. response:	The Jade Purity Fan of Kunlun?
context: That is true.\- Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun? response:	70,000 years ago... 70,000 years ago...
context: - Dijun. - Dijun.\Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago... response:	I will bury you all with the dead!
context: Taichen Palace?\Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead! response:	Impossible.
context: Outrageous! You dare trespass into Taichen Palace?\So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible. response:	That was clearly a mortal in that hut.
context: So there is still a place in this world that I, Bai Feng Jiu, cannot enter.\How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut. response:	And it was a woman.
context: How unexpected that there would still be a human\who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut.\And it was a woman. response:	But why would she have the Jade Purity Fan of Kunlun?
context: who would dare come to Mount Junji of the Far East.\The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun? response:	Scarlet Flame Golden Lion.
context: The Jade Purity Fan of Kunlun?\70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion. response:	Who are you?
context: 70,000 years ago... 70,000 years ago...\I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you? response:	Crown Prince of the Celestial Tribe, Ye Hua.
context: I will bury you all with the dead!\Impossible.\That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua. response:	Why is there red lightning on this mountain?
context: Impossible.\That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain? response:	Run!
context: That was clearly a mortal in that hut.\And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run! response:	Quick, run!
context: And it was a woman.\But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run!\Quick, run! response:	Run!
context: But why would she have the Jade Purity Fan of Kunlun?\Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run!\Quick, run!\Run! response:	There's a monster!
context: Scarlet Flame Golden Lion.\Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run!\Quick, run!\Run!\There's a monster! response:	Run!
context: Who are you?\Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run!\Quick, run!\Run!\There's a monster!\Run! response:	I have been hiding from the Celestial Tribe for 70,000 years.
context: Crown Prince of the Celestial Tribe, Ye Hua.\Why is there red lightning on this mountain?\Run!\Quick, run!\Run!\There's a monster!\Run!\I have been hiding from the Celestial Tribe for 70,000 years. response:	Why must you be so ruthless?
context: Why is there red lightning on this mountain?\Run!\Quick, run!\Run!\There's a monster!\Run!\I have been hiding from the Celestial Tribe for 70,000 years.\Why must you be so ruthless? response:	As a man sows, so shall he reap.
context: Run!\Quick, run!\Run!\There's a monster!\Run!\I have been hiding from the Celestial Tribe for 70,000 years.\Why must you be so ruthless?\As a man sows, so shall he reap. response:	Mother!
