context: Dang... I finally climbed up the ladder enough to get a TV appearance. response:	These greenrooms sure do make you restless, though.
context: Wha? Of course I'm not. I'm trying to be objective here...\Sent\Return to archive All posts\Criminal Anonymous Table Salt\Okay, Ruppell's fox\Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching response:	I found Reigen's high school graduation photo
context: Sent\Return to archive All posts\Criminal Anonymous Table Salt\Okay, Ruppell's fox\Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo response:	Is that how it's gonna be, you little bastards?
context: Return to archive All posts\Criminal Anonymous Table Salt\Okay, Ruppell's fox\Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards? response:	Like I'd let a bunch of little shits who don't know a thing about hard work beat me!
context: Criminal Anonymous Table Salt\Okay, Ruppell's fox\Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me! response:	But the title and reputation of scam artist psychic
context: Okay, Ruppell's fox\Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic response:	spread like wildfire across media platforms like a game of telephone.
context: Get lost, you fraud Anonymous Table Salt\Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone. response:	And in three days, being the ultimate evil had basically become Reigen's public image.
context: Do you even realize you're a criminal?\Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image. response:	You can't be serious!
context: Reigen's watching\I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious! response:	This isn't true at all!
context: I found Reigen's high school graduation photo\Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all! response:	How dare they spread these lies about me?
context: Is that how it's gonna be, you little bastards?\Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all!\How dare they spread these lies about me? response:	Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!
context: Like I'd let a bunch of little shits who don't know a thing about hard work beat me!\But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!! response:	Happy Trails
context: But the title and reputation of scam artist psychic\spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails response:	So basically,
context: spread like wildfire across media platforms like a game of telephone.\And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically, response:	I need you guys all to be my witnesses to stop these guys from calling me a fraud.
context: And in three days, being the ultimate evil had basically become Reigen's public image.\You can't be serious!\This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud. response:	All you have to do is talk to the media.
context: You can't be serious!\This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media. response:	Huh?
context: This isn't true at all!\How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh? response:	Hey, why aren't you being as annoying as usual?
context: How dare they spread these lies about me?\Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual? response:	Leave, now.
context: Self-Proclaimed New Star of the Psychic World Reigen: The Scam Artist Psychic His Unbelievably Bold Tricks!!!\Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual?\Leave, now. response:	You can't fool us anymore.
context: Happy Trails\So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore. response:	Huh?
context: So basically,\I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore.\Huh? response:	Hey, you can't be serious!
context: I need you guys all to be my witnesses to stop these guys from calling me a fraud.\All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore.\Huh?\Hey, you can't be serious! response:	You probably thought we were prime prey!
context: All you have to do is talk to the media.\Huh?\Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore.\Huh?\Hey, you can't be serious!\You probably thought we were prime prey! response:	We're not falling for that!
context: Huh?\Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore.\Huh?\Hey, you can't be serious!\You probably thought we were prime prey!\We're not falling for that! response:	And here I thought he was a little cute, too!
context: Hey, why aren't you being as annoying as usual?\Leave, now.\You can't fool us anymore.\Huh?\Hey, you can't be serious!\You probably thought we were prime prey!\We're not falling for that!\And here I thought he was a little cute, too! response:	Well, I guess the only thing I can do now is wait until this all blows over.
context: Leave, now.\You can't fool us anymore.\Huh?\Hey, you can't be serious!\You probably thought we were prime prey!\We're not falling for that!\And here I thought he was a little cute, too!\Well, I guess the only thing I can do now is wait until this all blows over. response:	What the heck? Are they actually staking out my place?
