context: Come home soon, Father. response:	Oh, shut up! Stop ringing!
context: That means absolute obedience to everything I say!\Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone? response:	Absolute obedience, my butt...
context: Are you that impulsive, girl?\You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt... response:	They symbolize our power to compel our Servants three times.
context: You would use a Command Seal with so broad an order?\L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times. response:	What about it?
context: L-Let's take this elsewhere.\Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it? response:	Listen...
context: Come with me.\I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it?\Listen... response:	Command Seals compel a Servant to perform an action.
context: I believe I have a fair understanding of your disposition now, Master.\Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it?\Listen...\Command Seals compel a Servant to perform an action. response:	For example, I am incapable of teleporting far from here.
context: Just to be sure, you do realize how precious the Command Seals are, don't you?\What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it?\Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here. response:	However, if you were to use a Command Seal and say, Go,
context: What's with his superior tone?\Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it?\Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go, response:	it would use mana from both of us, to accomplish it.
context: Absolute obedience, my butt...\They symbolize our power to compel our Servants three times.\What about it?\Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it. response:	The three Command Seals are
context: They symbolize our power to compel our Servants three times.\What about it?\Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are response:	the crystallization of high magic and can overcome the limits of flesh and blood.
context: What about it?\Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood. response:	Well, I suppose the number has now been reduced to two.
context: Listen...\Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two. response:	I know all that.
context: Command Seals compel a Servant to perform an action.\For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two.\I know all that. response:	So what? I still have two.
context: For example, I am incapable of teleporting far from here.\However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two.\I know all that.\So what? I still have two. response:	The rule I ordered you to obey wasn't a waste.
context: However, if you were to use a Command Seal and say, Go,\it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two.\I know all that.\So what? I still have two.\The rule I ordered you to obey wasn't a waste. response:	I admit that I miscalculated.
context: it would use mana from both of us, to accomplish it.\The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two.\I know all that.\So what? I still have two.\The rule I ordered you to obey wasn't a waste.\I admit that I miscalculated. response:	When the order is vaguely worded, Command Seals are less effective.
context: The three Command Seals are\the crystallization of high magic and can overcome the limits of flesh and blood.\Well, I suppose the number has now been reduced to two.\I know all that.\So what? I still have two.\The rule I ordered you to obey wasn't a waste.\I admit that I miscalculated.\When the order is vaguely worded, Command Seals are less effective. response:	Which is exactly what happened with your earlier order.
