context: We don't know Eto Sensei, do we? response:	Right, Nodame's Sensei is Tanioka Sensei, you know.
context: Even the timpani isn't used, so bear with it.\Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition. response:	He has high technique,
context: Heh!\Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique, response:	doing it in minute details,
context: Mozart, Oboe Concerto in C Major\The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details, response:	and powerful
context: The piece is Allegro Aperto\Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details,\and powerful response:	unshaking spirit.
context: Amazing..\So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details,\and powerful\unshaking spirit. response:	But..
context: So it must be Kuroki-kun's confidence...\that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details,\and powerful\unshaking spirit.\But.. response:	how can I say it...
context: that has chosen this most famous concerto,\which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details,\and powerful\unshaking spirit.\But..\how can I say it... response:	Samurai...he's like a samurai, Kuroki...
context: which has always be the set-piece for any oboe player competition.\He has high technique,\doing it in minute details,\and powerful\unshaking spirit.\But..\how can I say it...\Samurai...he's like a samurai, Kuroki... response:	As expected, all are excellent players
context: He has high technique,\doing it in minute details,\and powerful\unshaking spirit.\But..\how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players response:	They also have good intuition
context: doing it in minute details,\and powerful\unshaking spirit.\But..\how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition response:	This orchestra is good!
context: and powerful\unshaking spirit.\But..\how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition\This orchestra is good! response:	Ahhh I'm tired!
context: unshaking spirit.\But..\how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition\This orchestra is good!\Ahhh I'm tired! response:	From the first day playing the whole piece too
context: But..\how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition\This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too response:	Also because these days we're just practising for the competition, and always skipped orchestras
context: how can I say it...\Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition\This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras response:	As I thought, everybody remains in that final selection
context: Samurai...he's like a samurai, Kuroki...\As expected, all are excellent players\They also have good intuition\This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection response:	But as expected, Chiaki-kun's really amazing
context: As expected, all are excellent players\They also have good intuition\This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing response:	Chiaki Shinichi...
context: They also have good intuition\This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi... response:	I wondered how good he was
context: This orchestra is good!\Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was response:	but his guidance was precise, and his understanding of the piece is also high
context: Ahhh I'm tired!\From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high response:	He must be studying a lot. As expected, he's Stresemann's pupil!
context: From the first day playing the whole piece too\Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil! response:	Skillful
context: Also because these days we're just practising for the competition, and always skipped orchestras\As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful response:	Huh?
context: As I thought, everybody remains in that final selection\But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh? response:	They're all more skillful than me.. Extremely skillful
context: But as expected, Chiaki-kun's really amazing\Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh?\They're all more skillful than me.. Extremely skillful response:	Of course!
context: Chiaki Shinichi...\I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh?\They're all more skillful than me.. Extremely skillful\Of course! response:	Those people are frequenters of competitions, you know!
context: I wondered how good he was\but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh?\They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know! response:	Well, as to myself...
context: but his guidance was precise, and his understanding of the piece is also high\He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh?\They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know!\Well, as to myself... response:	I can't participate in competitions because my goal is to enter professional Oke...
context: He must be studying a lot. As expected, he's Stresemann's pupil!\Skillful\Huh?\They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke... response:	But I was also chosen as S-Oke's Concert Master
context: Skillful\Huh?\They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master response:	and I also could get into A-Oke!
context: Huh?\They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke! response:	If you have such a leisure time to complain, why don't you use it to practice?
context: They're all more skillful than me.. Extremely skillful\Of course!\Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke!\If you have such a leisure time to complain, why don't you use it to practice? response:	You're a man,
context: Of course!\Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke!\If you have such a leisure time to complain, why don't you use it to practice?\You're a man, response:	but acting like a woman!
context: Those people are frequenters of competitions, you know!\Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke!\If you have such a leisure time to complain, why don't you use it to practice?\You're a man,\but acting like a woman! response:	Oi, Chiaki! Please decide the next piece quickly!!
context: Well, as to myself...\I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke!\If you have such a leisure time to complain, why don't you use it to practice?\You're a man,\but acting like a woman!\Oi, Chiaki! Please decide the next piece quickly!! response:	Of course a piece I can participate in!
context: I can't participate in competitions because my goal is to enter professional Oke...\But I was also chosen as S-Oke's Concert Master\and I also could get into A-Oke!\If you have such a leisure time to complain, why don't you use it to practice?\You're a man,\but acting like a woman!\Oi, Chiaki! Please decide the next piece quickly!!\Of course a piece I can participate in! response:	He said he wanted to prepare it in advance, and make everybody say WOW!
