context: Intro response:	The heck is this?
context: This isn't a joke. I really feel like there's gonna be another earthquake. Um, if it's fine with you, could we meet up and talk about this?\This isn't a joke.\I really feel like there's gonna be another earthquake.\Um, if it's fine with you,\Maou Need some advice\could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right? response:	Gotcha.
context: This isn't a joke.\I really feel like there's gonna be another earthquake.\Um, if it's fine with you,\Maou Need some advice\could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha. response:	Is tomorrow evening okay?
context: I really feel like there's gonna be another earthquake.\Um, if it's fine with you,\Maou Need some advice\could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay? response:	I'm off work tomorrow anyway,
context: Um, if it's fine with you,\Maou Need some advice\could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway, response:	and you don't have a shift either, right?
context: Maou Need some advice\could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right? response:	Do you have work today, Chiho?
context: could we meet up and talk about this?\Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho? response:	Uh, no...
context: Maou Re: Need some advice\Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no... response:	Today, I, uh...
context: Gotcha. Is tomorrow evening okay? I'm off work tomorrow anyway, and you don't have a shift either, right?\Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no...\Today, I, uh... response:	I have plans!
context: Gotcha.\Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no...\Today, I, uh...\I have plans! response:	You should be careful too.
context: Is tomorrow evening okay?\I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no...\Today, I, uh...\I have plans!\You should be careful too. response:	O-O-O-O-O-Of what?
context: I'm off work tomorrow anyway,\and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no...\Today, I, uh...\I have plans!\You should be careful too.\O-O-O-O-O-Of what? response:	What are you talking about?
context: and you don't have a shift either, right?\Do you have work today, Chiho?\Uh, no...\Today, I, uh...\I have plans!\You should be careful too.\O-O-O-O-O-Of what?\What are you talking about? response:	This area's been pretty dangerous lately.
context: Do you have work today, Chiho?\Uh, no...\Today, I, uh...\I have plans!\You should be careful too.\O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately. response:	Oh, that's what you meant.
context: Uh, no...\Today, I, uh...\I have plans!\You should be careful too.\O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant. response:	What else would I be talking about?
context: Today, I, uh...\I have plans!\You should be careful too.\O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about? response:	Nah, never mind.
context: I have plans!\You should be careful too.\O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about?\Nah, never mind. response:	Chiho!
context: You should be careful too.\O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about?\Nah, never mind.\Chiho! response:	Hey, the shooting on the news this morning was pretty close to your place, wasn't it?
context: O-O-O-O-O-Of what?\What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about?\Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it? response:	Nah, it happened three stations away.
context: What are you talking about?\This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about?\Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away. response:	Oh, really?
context: This area's been pretty dangerous lately.\Oh, that's what you meant.\What else would I be talking about?\Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really? response:	Anyway, what's goin' on for lunch?
context: Oh, that's what you meant.\What else would I be talking about?\Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch? response:	Wanna go to that curry place we talked about the other day?
context: What else would I be talking about?\Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day? response:	We might have to line up, though.
context: Nah, never mind.\Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though. response:	Oh, sorry.
context: Chiho!\Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry. response:	I don't have the time to stand in line today.
context: Hey, the shooting on the news this morning was pretty close to your place, wasn't it?\Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today. response:	I lost my purse.
context: Nah, it happened three stations away.\Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today.\I lost my purse. response:	What? Really?
context: Oh, really?\Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today.\I lost my purse.\What? Really? response:	I need to take care of a mountain of paperwork during lunch.
context: Anyway, what's goin' on for lunch?\Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today.\I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch. response:	Thank you for calling.
context: Wanna go to that curry place we talked about the other day?\We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today.\I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling. response:	This is Emi Yusa.
context: We might have to line up, though.\Oh, sorry.\I don't have the time to stand in line today.\I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa. response:	Yusa?
context: Oh, sorry.\I don't have the time to stand in line today.\I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa.\Yusa? response:	Sounds like you've totally gotten used to life in Japan,
context: I don't have the time to stand in line today.\I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan, response:	Hero Emilia.
context: I lost my purse.\What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia. response:	Could you state your name, please?
context: What? Really?\I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please? response:	Someone who knows both the Hero and the Overlord.
context: I need to take care of a mountain of paperwork during lunch.\Thank you for calling.\This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord. response:	And someone who's planning to destroy both of you in one fell swoop.
context: Thank you for calling.\This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord.\And someone who's planning to destroy both of you in one fell swoop. response:	In that case,
context: This is Emi Yusa.\Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord.\And someone who's planning to destroy both of you in one fell swoop.\In that case, response:	were you the one who repeatedly tried to access the servers late last night?
context: Yusa?\Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord.\And someone who's planning to destroy both of you in one fell swoop.\In that case,\were you the one who repeatedly tried to access the servers late last night? response:	I never thought the Hero and the Overlord would team up in a fight.
context: Sounds like you've totally gotten used to life in Japan,\Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord.\And someone who's planning to destroy both of you in one fell swoop.\In that case,\were you the one who repeatedly tried to access the servers late last night?\I never thought the Hero and the Overlord would team up in a fight. response:	We are extremely ashamed of what has happened.
context: Hero Emilia.\Could you state your name, please?\Someone who knows both the Hero and the Overlord.\And someone who's planning to destroy both of you in one fell swoop.\In that case,\were you the one who repeatedly tried to access the servers late last night?\I never thought the Hero and the Overlord would team up in a fight.\We are extremely ashamed of what has happened. response:	I thought as much.
