context: What a weird dream. response:	My name is Iwatani Naofumi.
context: What?\Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them! response:	I'm actually more of a loner.
context: Legend says the heroes come with a firm understanding of our lands.\And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner. response:	If any of you can't cut it, I'll leave you behind.
context: And they seem to think he doesn't meet that criteria.\Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind. response:	What do you make of this, Motoyasu? Don't you think it's unfair?
context: Maybe someone was eavesdropping on our chat last night.\Seriously?\Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair? response:	I'm actually surprised that my party is all girls, too.
context: Seriously?\Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too. response:	It pisses me off that he doesn't seem all that broken up about it.
context: Just for that?\Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it. response:	It would be best to split them three each,
context: Sure, I may not know much, but...\That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each, response:	but if we force it, it could destroy morale.
context: That aside, Ren, you don't need five! Gimme some of them!\I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale. response:	So, what, you're telling me to go it alone?!
context: I'm actually more of a loner.\If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?! response:	I'm a Shielder, you know!
context: If any of you can't cut it, I'll leave you behind.\What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know! response:	The class you guys said was for losers!
context: What do you make of this, Motoyasu? Don't you think it's unfair?\I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers! response:	How am I supposed to grow stronger without a party?
context: I'm actually surprised that my party is all girls, too.\It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party? response:	Sir Hero!
context: It pisses me off that he doesn't seem all that broken up about it.\It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero! response:	It's that girl.
context: It would be best to split them three each,\but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl. response:	Would you allow me to join the Shield Hero?
context: but if we force it, it could destroy morale.\So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl.\Would you allow me to join the Shield Hero? response:	Are you sure?
context: So, what, you're telling me to go it alone?!\I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl.\Would you allow me to join the Shield Hero?\Are you sure? response:	Yes!
context: I'm a Shielder, you know!\The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl.\Would you allow me to join the Shield Hero?\Are you sure?\Yes! response:	F-For real?
context: The class you guys said was for losers!\How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl.\Would you allow me to join the Shield Hero?\Are you sure?\Yes!\F-For real? response:	She'll join my party?
context: How am I supposed to grow stronger without a party?\Sir Hero!\It's that girl.\Would you allow me to join the Shield Hero?\Are you sure?\Yes!\F-For real?\She'll join my party? response:	Are there any others who wouldn't mind joining Naofumi-dono?
