context: ED response:	Hmm?
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	It's just a fake poll put together by voice actress fans for the heck of it.
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it. response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: It's just a fake poll put together by voice actress fans for the heck of it.\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	REVERSI Minadori Naho Voice Actress Poll
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll response:	It's not related to the real poll at all.
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all. response:	Oh, good.
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good. response:	Hey, don't look at such misleading stuff!
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff! response:	Okay. I'm sorry.
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry. response:	If everyone thought and acted the same as I... as Satoru does
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does response:	Hey, wait until I say you can come in.
context: REVERSI Minadori Naho Voice Actress Poll\REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in. response:	Sorry, Sis.
context: REVERSI Minadori Naho Voice Actress Poll\It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis. response:	You don't look sorry at all.
context: It's not related to the real poll at all.\Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis.\You don't look sorry at all. response:	What is it?
context: Oh, good.\Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis.\You don't look sorry at all.\What is it? response:	I was just wondering how many more times I'll be able to come in like this.
context: Hey, don't look at such misleading stuff!\Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis.\You don't look sorry at all.\What is it?\I was just wondering how many more times I'll be able to come in like this. response:	Wh-What are you saying all of a sudden? It's not like I've gotten the role yet.
context: Okay. I'm sorry.\If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis.\You don't look sorry at all.\What is it?\I was just wondering how many more times I'll be able to come in like this.\Wh-What are you saying all of a sudden? It's not like I've gotten the role yet. response:	This is when it counts.
context: If everyone thought and acted the same as I... as Satoru does\Hey, wait until I say you can come in.\Sorry, Sis.\You don't look sorry at all.\What is it?\I was just wondering how many more times I'll be able to come in like this.\Wh-What are you saying all of a sudden? It's not like I've gotten the role yet.\This is when it counts. response:	This is a good luck charm for success in studying, but it'll work for this too, right?
