context: Opening response:	Nibutani
context: Do not utter that name again in my presence.\Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae... response:	May misfortune befall Dekomori Sanae!
context: Maybe then I will spare you from death.\Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae! response:	Um, Nibutani...
context: Dekomori's not kidding.\Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani... response:	I have to repeat this a hundred times or it won't work!
context: Master, I must take my leave.\That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work! response:	I'm okay with it if you are,
context: That troll... She'll pay for this!\O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are, response:	but I think you're reverting to your old self...
context: O spirits of the earth and skies!\I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self... response:	I've still got eighth-grader syndrome deep inside!
context: I call upon your power and beseech your blessing.\May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside! response:	Yeah, back then...
context: May misfortune befall Dekomori Sanae...\May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then... response:	I can hear the spirits whisper to me.
context: May misfortune befall Dekomori Sanae!\Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me. response:	Die! Die! Why won't those memories die?!
context: Um, Nibutani...\I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?! response:	Stop, Nibutani! The ground isn't at fault here!
context: I have to repeat this a hundred times or it won't work!\I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here! response:	But I totally understand how you feel.
context: I'm okay with it if you are,\but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel. response:	I was a pretty serious case myself.
context: but I think you're reverting to your old self...\I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself. response:	I became obsessed with cartoons and video games,
context: I've still got eighth-grader syndrome deep inside!\Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games, response:	and started to believe I had dark powers.
context: Yeah, back then...\I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers. response:	Dark Flame Master!
context: I can hear the spirits whisper to me.\Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master! response:	That kind of thing.
context: Die! Die! Why won't those memories die?!\Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master!\That kind of thing. response:	Really?
context: Stop, Nibutani! The ground isn't at fault here!\But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master!\That kind of thing.\Really? response:	Lame.
context: But I totally understand how you feel.\I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master!\That kind of thing.\Really?\Lame. response:	More to the point, where does that girl live?
context: I was a pretty serious case myself.\I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master!\That kind of thing.\Really?\Lame.\More to the point, where does that girl live? response:	I don't know. Rikka might.
context: I became obsessed with cartoons and video games,\and started to believe I had dark powers.\Dark Flame Master!\That kind of thing.\Really?\Lame.\More to the point, where does that girl live?\I don't know. Rikka might. response:	Did you summon me?
context: and started to believe I had dark powers.\Dark Flame Master!\That kind of thing.\Really?\Lame.\More to the point, where does that girl live?\I don't know. Rikka might.\Did you summon me? response:	Wait, you were here all along?
context: Dark Flame Master!\That kind of thing.\Really?\Lame.\More to the point, where does that girl live?\I don't know. Rikka might.\Did you summon me?\Wait, you were here all along? response:	Even if I told you, it'd be no use.
context: That kind of thing.\Really?\Lame.\More to the point, where does that girl live?\I don't know. Rikka might.\Did you summon me?\Wait, you were here all along?\Even if I told you, it'd be no use. response:	Dekomori swore loyalty to Forest Summer next to me.
context: Really?\Lame.\More to the point, where does that girl live?\I don't know. Rikka might.\Did you summon me?\Wait, you were here all along?\Even if I told you, it'd be no use.\Dekomori swore loyalty to Forest Summer next to me. response:	She probably has countless copies of the Mabinogion.
