context: Over here! response:	Second Disciple!
context: Not at the lotus pond.\- Nor the back of the mountain. - Nor the back hall.\- None of you found him? - No.\Seventeenth loves to drink. He wouldn't let the jugs of wine break.\He must have been taken away in a hurry\causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe? response:	- The Ghost Tribe? - The Ghost Tribe?
context: - Nor the back of the mountain. - Nor the back hall.\- None of you found him? - No.\Seventeenth loves to drink. He wouldn't let the jugs of wine break.\He must have been taken away in a hurry\causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe? response:	No, they wouldn't.
context: - None of you found him? - No.\Seventeenth loves to drink. He wouldn't let the jugs of wine break.\He must have been taken away in a hurry\causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't. response:	Unless it is Ghost Lord Qing Cang.
context: Seventeenth loves to drink. He wouldn't let the jugs of wine break.\He must have been taken away in a hurry\causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang. response:	Aside from him, any other from the Ghost Tribe who dared come to Kunlun
context: He must have been taken away in a hurry\causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun response:	would have had their demon powers suppressed by the divine energy.
context: causing the wine jugs to fall to the ground.\Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy. response:	and would have been no match for Seventeenth.
context: Who would dare kidnap someone from Kunlun Mountain?\Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth. response:	It is definitely not the Ghost Tribe.
context: Could it be the Ghost Tribe?\- The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe. response:	It's someone I couldn't catch up to, who managed to kidnap Seventeenth.
context: - The Ghost Tribe? - The Ghost Tribe?\No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth. response:	They seem to be very familiar with Kunlun Mountain.
context: No, they wouldn't.\Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain. response:	But besides us disciples, who else would be so familiar with Kunlun Mountain?
context: Unless it is Ghost Lord Qing Cang.\Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain? response:	Could it be Yao Guang?
context: Aside from him, any other from the Ghost Tribe who dared come to Kunlun\would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang? response:	Yes! Aside from us, Yao Guang knows this place best.
context: would have had their demon powers suppressed by the divine energy.\and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best. response:	Go search again. Ling Yu and I will go to Master.
context: and would have been no match for Seventeenth.\It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best.\Go search again. Ling Yu and I will go to Master. response:	- Yes. - Yes.
context: It is definitely not the Ghost Tribe.\It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best.\Go search again. Ling Yu and I will go to Master.\- Yes. - Yes. response:	- Master. - Master.
context: It's someone I couldn't catch up to, who managed to kidnap Seventeenth.\They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best.\Go search again. Ling Yu and I will go to Master.\- Yes. - Yes.\- Master. - Master. response:	Seventeenth is missing.
context: They seem to be very familiar with Kunlun Mountain.\But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best.\Go search again. Ling Yu and I will go to Master.\- Yes. - Yes.\- Master. - Master.\Seventeenth is missing. response:	Missing?
context: But besides us disciples, who else would be so familiar with Kunlun Mountain?\Could it be Yao Guang?\Yes! Aside from us, Yao Guang knows this place best.\Go search again. Ling Yu and I will go to Master.\- Yes. - Yes.\- Master. - Master.\Seventeenth is missing.\Missing? response:	- Have you searched the wine cellar? - We have.
