context: Signs response:	OP
context: A train track?\No, a track!\A trick?\No, a track!\Field?\No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa? response:	Yeah.
context: No, a track!\A trick?\No, a track!\Field?\No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah. response:	Ui said that Azu-nyan loves the club and the music we play.
context: A trick?\No, a track!\Field?\No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play. response:	A song for Azusa-chan?
context: No, a track!\Field?\No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan? response:	That sounds great!
context: Field?\No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great! response:	Right? A song for our little Azusa!
context: No! A song! You know, music!\Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa! response:	It's such a cool idea!
context: Why didn't I think of this earlier?\You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa!\It's such a cool idea! response:	Yeah, it's cool!
context: You mean we should write a song for Azusa?\Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool! response:	Wait, Yui, what kind of a song should it be?
context: Yeah.\Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be? response:	It's a song from us to her, so it should be like bang, stomp, and boom!
context: Ui said that Azu-nyan loves the club and the music we play.\A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom! response:	I don't get it.
context: A song for Azusa-chan?\That sounds great!\Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it. response:	It should be a song of a much greater scale compared to anything we've written before!
context: That sounds great!\Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before! response:	So give us an example?
context: Right? A song for our little Azusa!\It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example? response:	I forgot it...
context: It's such a cool idea!\Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it... response:	Good morning! Just kidding...
context: Yeah, it's cool!\Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it...\Good morning! Just kidding... response:	Azu-nyan! How long have you been there?!
context: Wait, Yui, what kind of a song should it be?\It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?! response:	I just arrived...
context: It's a song from us to her, so it should be like bang, stomp, and boom!\I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived... response:	Really?
context: I don't get it.\It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived...\Really? response:	Yes!
context: It should be a song of a much greater scale compared to anything we've written before!\So give us an example?\I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived...\Really?\Yes! response:	That was close.
context: So give us an example?\I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived...\Really?\Yes!\That was close. response:	Oh, right! You forgot Muttan!
context: I forgot it...\Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived...\Really?\Yes!\That was close.\Oh, right! You forgot Muttan! response:	You shouldn't forget him!
context: Good morning! Just kidding...\Azu-nyan! How long have you been there?!\I just arrived...\Really?\Yes!\That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him! response:	Right...
context: Azu-nyan! How long have you been there?!\I just arrived...\Really?\Yes!\That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him!\Right... response:	I'm sorry about that.
context: I just arrived...\Really?\Yes!\That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him!\Right...\I'm sorry about that. response:	Bye-bye!
context: Really?\Yes!\That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him!\Right...\I'm sorry about that.\Bye-bye! response:	Nothing weird.
context: Yes!\That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him!\Right...\I'm sorry about that.\Bye-bye!\Nothing weird. response:	Azu-nyan?
context: That was close.\Oh, right! You forgot Muttan!\You shouldn't forget him!\Right...\I'm sorry about that.\Bye-bye!\Nothing weird.\Azu-nyan? response:	What am I doing? I'm sorry!
context: Oh, right! You forgot Muttan!\You shouldn't forget him!\Right...\I'm sorry about that.\Bye-bye!\Nothing weird.\Azu-nyan?\What am I doing? I'm sorry! response:	It's nothing! Bye!
context: You shouldn't forget him!\Right...\I'm sorry about that.\Bye-bye!\Nothing weird.\Azu-nyan?\What am I doing? I'm sorry!\It's nothing! Bye! response:	I've never seen them so serious before.
context: Right...\I'm sorry about that.\Bye-bye!\Nothing weird.\Azu-nyan?\What am I doing? I'm sorry!\It's nothing! Bye!\I've never seen them so serious before. response:	Fishy...
context: I'm sorry about that.\Bye-bye!\Nothing weird.\Azu-nyan?\What am I doing? I'm sorry!\It's nothing! Bye!\I've never seen them so serious before.\Fishy... response:	It's from Mugi.
context: Bye-bye!\Nothing weird.\Azu-nyan?\What am I doing? I'm sorry!\It's nothing! Bye!\I've never seen them so serious before.\Fishy...\It's from Mugi. response:	She's enjoying it.
context: Nothing weird.\Azu-nyan?\What am I doing? I'm sorry!\It's nothing! Bye!\I've never seen them so serious before.\Fishy...\It's from Mugi.\She's enjoying it. response:	I'm more worried about it...
