context: (THIS IS A BETA VERSION!) Today this person will conduct. response:	Chiaki-Sama!
context: Hai?\At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai!\And next, Kontrabass group!\Hai\You!\Practice before coming here. response:	Hai!
context: At the start of the 89th mark, you may enter suddenly and directly here\sync with each other, the two of you\Hai!\And next, Kontrabass group!\Hai\You!\Practice before coming here.\Hai! response:	Err...excuse me! May I copy the changed written technique?
context: sync with each other, the two of you\Hai!\And next, Kontrabass group!\Hai\You!\Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique? response:	About such a thing, memorize it when we were practising.
context: Hai!\And next, Kontrabass group!\Hai\You!\Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising. response:	I'm sorry...
context: And next, Kontrabass group!\Hai\You!\Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry... response:	It's because of you alone that everybody in the Kontrabass group was reprimanded like that...
context: Hai\You!\Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that... response:	You're late and on top of that you lack practice...
context: You!\Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice... response:	You don't really want to do it, do you?
context: Practice before coming here.\Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you? response:	Let's go home!
context: Hai!\Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home! response:	Chiaki-Senpai!!
context: Err...excuse me! May I copy the changed written technique?\About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!! response:	She came!
context: About such a thing, memorize it when we were practising.\I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!!\She came! response:	You must be tired!
context: I'm sorry...\It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!!\She came!\You must be tired! response:	Here! Towel, and lemon dipped in honey!
context: It's because of you alone that everybody in the Kontrabass group was reprimanded like that...\You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!!\She came!\You must be tired!\Here! Towel, and lemon dipped in honey! response:	And...
context: You're late and on top of that you lack practice...\You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!!\She came!\You must be tired!\Here! Towel, and lemon dipped in honey!\And... response:	I love you!
context: You don't really want to do it, do you?\Let's go home!\Chiaki-Senpai!!\She came!\You must be tired!\Here! Towel, and lemon dipped in honey!\And...\I love you! response:	Wait..wait...what's this?
context: Let's go home!\Chiaki-Senpai!!\She came!\You must be tired!\Here! Towel, and lemon dipped in honey!\And...\I love you!\Wait..wait...what's this? response:	Are you the manager of the baseball club?
context: Chiaki-Senpai!!\She came!\You must be tired!\Here! Towel, and lemon dipped in honey!\And...\I love you!\Wait..wait...what's this?\Are you the manager of the baseball club? response:	No, she's the Mascot Girl!
context: She came!\You must be tired!\Here! Towel, and lemon dipped in honey!\And...\I love you!\Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl! response:	I'm Minami-chan!
context: You must be tired!\Here! Towel, and lemon dipped in honey!\And...\I love you!\Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan! response:	Ouch! What Minami?
context: Here! Towel, and lemon dipped in honey!\And...\I love you!\Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami? response:	Today I'll really kill you!
context: And...\I love you!\Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you! response:	Let me in too!
context: I love you!\Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you!\Let me in too! response:	What's this!
context: Wait..wait...what's this?\Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you!\Let me in too!\What's this! response:	Umm...Chiaki-Sama...
context: Are you the manager of the baseball club?\No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you!\Let me in too!\What's this!\Umm...Chiaki-Sama... response:	Chiaki-kun...
context: No, she's the Mascot Girl!\I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you!\Let me in too!\What's this!\Umm...Chiaki-Sama...\Chiaki-kun... response:	I can't play this phrase well...
context: I'm Minami-chan!\Ouch! What Minami?\Today I'll really kill you!\Let me in too!\What's this!\Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well... response:	Eh?
context: Ouch! What Minami?\Today I'll really kill you!\Let me in too!\What's this!\Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well...\Eh? response:	I asked Stresemann before, but he ignored me, so I asked Vice Conductor...
context: Today I'll really kill you!\Let me in too!\What's this!\Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor... response:	Here it is easy to get confused by the surrounding sounds...
context: Let me in too!\What's this!\Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds... response:	you must get a strong hold of your own...
context: What's this!\Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds...\you must get a strong hold of your own... response:	Chiaki-kun!
context: Umm...Chiaki-Sama...\Chiaki-kun...\I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds...\you must get a strong hold of your own...\Chiaki-kun! response:	I also have something to consult with you...
context: Chiaki-kun...\I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds...\you must get a strong hold of your own...\Chiaki-kun!\I also have something to consult with you... response:	Me too!
context: I can't play this phrase well...\Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds...\you must get a strong hold of your own...\Chiaki-kun!\I also have something to consult with you...\Me too! response:	I have a question!
context: Eh?\I asked Stresemann before, but he ignored me, so I asked Vice Conductor...\Here it is easy to get confused by the surrounding sounds...\you must get a strong hold of your own...\Chiaki-kun!\I also have something to consult with you...\Me too!\I have a question! response:	A question?
