context: Opening response:	Signs
context: Sadly, I have no means to defeat the priestess in this time space.\But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time.\You go on ahead! response:	I must find the Ethereal Horizon.
context: But I will eventually have to confront her.\It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon. response:	No matter what.
context: It's dangerous to go by yourselves. Take this.\Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon.\No matter what. response:	Takanashi...
context: Let's live together once this battle is over.\Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon.\No matter what.\Takanashi... response:	I told you to call me Rikka.
context: Stop tripping death flags!\Yuuta, you must run!\I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon.\No matter what.\Takanashi...\I told you to call me Rikka. response:	The chimera!
context: Yuuta, you must run!\I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon.\No matter what.\Takanashi...\I told you to call me Rikka.\The chimera! response:	So that's where they are.
context: I'll buy us some time.\You go on ahead!\I must find the Ethereal Horizon.\No matter what.\Takanashi...\I told you to call me Rikka.\The chimera!\So that's where they are. response:	I'll stop her!
context: You go on ahead!\I must find the Ethereal Horizon.\No matter what.\Takanashi...\I told you to call me Rikka.\The chimera!\So that's where they are.\I'll stop her! response:	Catch the chimera, Yuuta!
context: I must find the Ethereal Horizon.\No matter what.\Takanashi...\I told you to call me Rikka.\The chimera!\So that's where they are.\I'll stop her!\Catch the chimera, Yuuta! response:	Come forth, Schwarz Sechs Prototype Mark II!
context: No matter what.\Takanashi...\I told you to call me Rikka.\The chimera!\So that's where they are.\I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II! response:	Blast reality!
context: Takanashi...\I told you to call me Rikka.\The chimera!\So that's where they are.\I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality! response:	Burst it into shreds!
context: I told you to call me Rikka.\The chimera!\So that's where they are.\I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds! response:	Banishment... this world!
context: The chimera!\So that's where they are.\I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds!\Banishment... this world! response:	Heed the call of blood.
context: So that's where they are.\I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds!\Banishment... this world!\Heed the call of blood. response:	I summon thee!
context: I'll stop her!\Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds!\Banishment... this world!\Heed the call of blood.\I summon thee! response:	Dark Matter Blaze!
context: Catch the chimera, Yuuta!\Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds!\Banishment... this world!\Heed the call of blood.\I summon thee!\Dark Matter Blaze! response:	Takanashi...
context: Come forth, Schwarz Sechs Prototype Mark II!\Blast reality!\Burst it into shreds!\Banishment... this world!\Heed the call of blood.\I summon thee!\Dark Matter Blaze!\Takanashi... response:	She's... actually holding her ground?
context: Blast reality!\Burst it into shreds!\Banishment... this world!\Heed the call of blood.\I summon thee!\Dark Matter Blaze!\Takanashi...\She's... actually holding her ground? response:	Nergal Blast!
context: Burst it into shreds!\Banishment... this world!\Heed the call of blood.\I summon thee!\Dark Matter Blaze!\Takanashi...\She's... actually holding her ground?\Nergal Blast! response:	Come on, Takanashi!
context: Banishment... this world!\Heed the call of blood.\I summon thee!\Dark Matter Blaze!\Takanashi...\She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi! response:	Wicked Twinkle!
context: Heed the call of blood.\I summon thee!\Dark Matter Blaze!\Takanashi...\She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi!\Wicked Twinkle! response:	Enough is enough!
context: I summon thee!\Dark Matter Blaze!\Takanashi...\She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi!\Wicked Twinkle!\Enough is enough! response:	That's quite enough of your delusions.
context: Dark Matter Blaze!\Takanashi...\She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi!\Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions. response:	Anyway, keep that cat away from me.
context: Takanashi...\She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi!\Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me. response:	That's all I want for now.
context: She's... actually holding her ground?\Nergal Blast!\Come on, Takanashi!\Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now. response:	Ouch.
context: Nergal Blast!\Come on, Takanashi!\Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now.\Ouch. response:	Use these.
context: Come on, Takanashi!\Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now.\Ouch.\Use these. response:	I don't get it.
context: Wicked Twinkle!\Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now.\Ouch.\Use these.\I don't get it. response:	That should have ended with my Wicked Twinkle.
context: Enough is enough!\That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now.\Ouch.\Use these.\I don't get it.\That should have ended with my Wicked Twinkle. response:	How did I lose?
context: That's quite enough of your delusions.\Anyway, keep that cat away from me.\That's all I want for now.\Ouch.\Use these.\I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose? response:	It only works that way in your imagination.
context: Anyway, keep that cat away from me.\That's all I want for now.\Ouch.\Use these.\I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose?\It only works that way in your imagination. response:	It still stings.
context: That's all I want for now.\Ouch.\Use these.\I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose?\It only works that way in your imagination.\It still stings. response:	Dark Matter Blaze.
context: Ouch.\Use these.\I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose?\It only works that way in your imagination.\It still stings.\Dark Matter Blaze. response:	It was like a fighting game.
context: Use these.\I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose?\It only works that way in your imagination.\It still stings.\Dark Matter Blaze.\It was like a fighting game. response:	A model gun should do it.
context: I don't get it.\That should have ended with my Wicked Twinkle.\How did I lose?\It only works that way in your imagination.\It still stings.\Dark Matter Blaze.\It was like a fighting game.\A model gun should do it. response:	Sorry, but I can't let you return to your former home.
