context: Intro response:	Why?
context: and the situation looks very serious right now.\But surprisingly,\despite the scale of the accident,\no deaths have been reported.\I repeat,\we've received information that nobody has been killed in this disaster.\The police\Daddy! response:	Daddy!
context: But surprisingly,\despite the scale of the accident,\no deaths have been reported.\I repeat,\we've received information that nobody has been killed in this disaster.\The police\Daddy!\Daddy! response:	I brought lunch.
context: despite the scale of the accident,\no deaths have been reported.\I repeat,\we've received information that nobody has been killed in this disaster.\The police\Daddy!\Daddy!\I brought lunch. response:	Thanks, Emilia.
context: no deaths have been reported.\I repeat,\we've received information that nobody has been killed in this disaster.\The police\Daddy!\Daddy!\I brought lunch.\Thanks, Emilia. response:	Is it good?
context: I repeat,\we've received information that nobody has been killed in this disaster.\The police\Daddy!\Daddy!\I brought lunch.\Thanks, Emilia.\Is it good? response:	You bet it is.
context: we've received information that nobody has been killed in this disaster.\The police\Daddy!\Daddy!\I brought lunch.\Thanks, Emilia.\Is it good?\You bet it is. response:	Hey there.
context: The police\Daddy!\Daddy!\I brought lunch.\Thanks, Emilia.\Is it good?\You bet it is.\Hey there. response:	Nord. Emilia.
context: Daddy!\Daddy!\I brought lunch.\Thanks, Emilia.\Is it good?\You bet it is.\Hey there.\Nord. Emilia. response:	Oh?
context: Daddy!\I brought lunch.\Thanks, Emilia.\Is it good?\You bet it is.\Hey there.\Nord. Emilia.\Oh? response:	Did you make this, Emilia?
context: I brought lunch.\Thanks, Emilia.\Is it good?\You bet it is.\Hey there.\Nord. Emilia.\Oh?\Did you make this, Emilia? response:	That's right.
context: Thanks, Emilia.\Is it good?\You bet it is.\Hey there.\Nord. Emilia.\Oh?\Did you make this, Emilia?\That's right. response:	Looks great!
context: Is it good?\You bet it is.\Hey there.\Nord. Emilia.\Oh?\Did you make this, Emilia?\That's right.\Looks great! response:	It is!
context: You bet it is.\Hey there.\Nord. Emilia.\Oh?\Did you make this, Emilia?\That's right.\Looks great!\It is! response:	You can have some too!
context: Hey there.\Nord. Emilia.\Oh?\Did you make this, Emilia?\That's right.\Looks great!\It is!\You can have some too! response:	Really?
context: Nord. Emilia.\Oh?\Did you make this, Emilia?\That's right.\Looks great!\It is!\You can have some too!\Really? response:	Well, isn't that nice?
context: Oh?\Did you make this, Emilia?\That's right.\Looks great!\It is!\You can have some too!\Really?\Well, isn't that nice? response:	Did you hear?
context: Did you make this, Emilia?\That's right.\Looks great!\It is!\You can have some too!\Really?\Well, isn't that nice?\Did you hear? response:	Apparently, the Overlord's army has taken over the Eastern and Northern continents.
context: That's right.\Looks great!\It is!\You can have some too!\Really?\Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents. response:	Rumor has it, the West won't last much longer either.
context: Looks great!\It is!\You can have some too!\Really?\Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either. response:	The Western continent is protected by the Church and the Royal Army. It's unassailable.
context: It is!\You can have some too!\Really?\Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable. response:	There's no need to worry.
context: You can have some too!\Really?\Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry. response:	Nah, man.
context: Really?\Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man. response:	They have a snowball's chance in hell against Demon General Lucifer.
context: Well, isn't that nice?\Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer. response:	What's this world coming to?
context: Did you hear?\Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to? response:	Are the demons going to come here?
context: Apparently, the Overlord's army has taken over the Eastern and Northern continents.\Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here? response:	It'll be all right.
context: Rumor has it, the West won't last much longer either.\The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here?\It'll be all right. response:	The Cardinal's prayers will protect us.
context: The Western continent is protected by the Church and the Royal Army. It's unassailable.\There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us. response:	Don't worry.
context: There's no need to worry.\Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us.\Don't worry. response:	Daddy's right!
context: Nah, man.\They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us.\Don't worry.\Daddy's right! response:	He never lies!
context: They have a snowball's chance in hell against Demon General Lucifer.\What's this world coming to?\Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us.\Don't worry.\Daddy's right!\He never lies! response:	Right, Daddy?
context: What's this world coming to?\Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us.\Don't worry.\Daddy's right!\He never lies!\Right, Daddy? response:	Yeah.
context: Are the demons going to come here?\It'll be all right.\The Cardinal's prayers will protect us.\Don't worry.\Daddy's right!\He never lies!\Right, Daddy?\Yeah. response:	You're right.
context: It'll be all right.\The Cardinal's prayers will protect us.\Don't worry.\Daddy's right!\He never lies!\Right, Daddy?\Yeah.\You're right. response:	I agree.
context: The Cardinal's prayers will protect us.\Don't worry.\Daddy's right!\He never lies!\Right, Daddy?\Yeah.\You're right.\I agree. response:	Are you the Cardinal?
context: Don't worry.\Daddy's right!\He never lies!\Right, Daddy?\Yeah.\You're right.\I agree.\Are you the Cardinal? response:	Have you come to save us from the demons?
context: Daddy's right!\He never lies!\Right, Daddy?\Yeah.\You're right.\I agree.\Are you the Cardinal?\Have you come to save us from the demons? response:	Daddy!
context: He never lies!\Right, Daddy?\Yeah.\You're right.\I agree.\Are you the Cardinal?\Have you come to save us from the demons?\Daddy! response:	The Cardinal's come to save our village!
context: Right, Daddy?\Yeah.\You're right.\I agree.\Are you the Cardinal?\Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village! response:	Emilia...
context: Yeah.\You're right.\I agree.\Are you the Cardinal?\Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village!\Emilia... response:	He's come to pick you up.
context: You're right.\I agree.\Are you the Cardinal?\Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village!\Emilia...\He's come to pick you up. response:	Huh? Why?
context: I agree.\Are you the Cardinal?\Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village!\Emilia...\He's come to pick you up.\Huh? Why? response:	I have
context: Are you the Cardinal?\Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village!\Emilia...\He's come to pick you up.\Huh? Why?\I have response:	protected and raised you all for this day.
context: Have you come to save us from the demons?\Daddy!\The Cardinal's come to save our village!\Emilia...\He's come to pick you up.\Huh? Why?\I have\protected and raised you all for this day. response:	Daddy?
context: Daddy!\The Cardinal's come to save our village!\Emilia...\He's come to pick you up.\Huh? Why?\I have\protected and raised you all for this day.\Daddy? response:	You're the daughter of an angel.
context: The Cardinal's come to save our village!\Emilia...\He's come to pick you up.\Huh? Why?\I have\protected and raised you all for this day.\Daddy?\You're the daughter of an angel. response:	You're the only human in all of Ente Isla
context: Emilia...\He's come to pick you up.\Huh? Why?\I have\protected and raised you all for this day.\Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla response:	with the strength to defeat the Overlord.
context: He's come to pick you up.\Huh? Why?\I have\protected and raised you all for this day.\Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord. response:	What? But I can't be.
context: Huh? Why?\I have\protected and raised you all for this day.\Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be. response:	I'm your daughter.
context: I have\protected and raised you all for this day.\Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter. response:	You are,
context: protected and raised you all for this day.\Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter.\You are, response:	but your mother was an angel, and you're her daughter too.
context: Daddy?\You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too. response:	I don't get it.
context: You're the daughter of an angel.\You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too.\I don't get it. response:	You're not making any sense at all.
context: You're the only human in all of Ente Isla\with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all. response:	You'll come to understand someday.
context: with the strength to defeat the Overlord.\What? But I can't be.\I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all.\You'll come to understand someday. response:	What about you, Daddy?
context: What? But I can't be.\I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy? response:	You're coming too, right?
context: I'm your daughter.\You are,\but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy?\You're coming too, right? response:	Forgive me.
context: You are,\but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy?\You're coming too, right?\Forgive me. response:	I hope this world is freed from darkness
context: but your mother was an angel, and you're her daughter too.\I don't get it.\You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy?\You're coming too, right?\Forgive me.\I hope this world is freed from darkness response:	so that you may live a life overflowing with light.
context: I don't get it.\You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy?\You're coming too, right?\Forgive me.\I hope this world is freed from darkness\so that you may live a life overflowing with light. response:	Emilia, my dearest daughter...
context: You're not making any sense at all.\You'll come to understand someday.\What about you, Daddy?\You're coming too, right?\Forgive me.\I hope this world is freed from darkness\so that you may live a life overflowing with light.\Emilia, my dearest daughter... response:	I love you from the bottom of my heart.
context: You'll come to understand someday.\What about you, Daddy?\You're coming too, right?\Forgive me.\I hope this world is freed from darkness\so that you may live a life overflowing with light.\Emilia, my dearest daughter...\I love you from the bottom of my heart. response:	That turned out to be the last time
