context: Gashako? response:	TL note: Japs think you're supposed to eat KFC on Christmas.
context: Perfect Crime Club will be serialized, won't it?\Huh? Of course it will!\Why are you asking again?\But this time, it's not a question of being good or bad.\It's about whether it can compete with CROW and +NATURAL.\Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry. response:	I heard about it from Aoki.
context: Huh? Of course it will!\Why are you asking again?\But this time, it's not a question of being good or bad.\It's about whether it can compete with CROW and +NATURAL.\Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki. response:	You knew all along?
context: Why are you asking again?\But this time, it's not a question of being good or bad.\It's about whether it can compete with CROW and +NATURAL.\Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki.\You knew all along? response:	Yeah.
context: But this time, it's not a question of being good or bad.\It's about whether it can compete with CROW and +NATURAL.\Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki.\You knew all along?\Yeah. response:	I'm sorry for making you worry.
context: It's about whether it can compete with CROW and +NATURAL.\Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki.\You knew all along?\Yeah.\I'm sorry for making you worry. response:	But we'll definitely be serialized in Jack.
context: Well, we knew it wouldn't be easy.\Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki.\You knew all along?\Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack. response:	Right.
context: Well, you know, there are magazines other than Jack.\Oh, sorry.\I heard about it from Aoki.\You knew all along?\Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right. response:	Shujin, if we don't pass, you won't give up on manga, will you?
context: Oh, sorry.\I heard about it from Aoki.\You knew all along?\Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you? response:	What are you talking about, Saiko?!
context: I heard about it from Aoki.\You knew all along?\Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?! response:	I'm just saying, What if?
context: You knew all along?\Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if? response:	In that case, we'll draw for some other magazine and surpass Eiji that way.
context: Yeah.\I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way. response:	That wouldn't be the best option, but there wouldn't be any other choice.
context: I'm sorry for making you worry.\But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice. response:	We won't quit being manga authors.
context: But we'll definitely be serialized in Jack.\Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors. response:	Sorry, but I just wanted to confirm that.
context: Right.\Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors.\Sorry, but I just wanted to confirm that. response:	Of course!
context: Shujin, if we don't pass, you won't give up on manga, will you?\What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors.\Sorry, but I just wanted to confirm that.\Of course! response:	Even if we don't sell, we'll do it for the rest of our lives!
context: What are you talking about, Saiko?!\I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors.\Sorry, but I just wanted to confirm that.\Of course!\Even if we don't sell, we'll do it for the rest of our lives! response:	You two are so cool!
context: I'm just saying, What if?\In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors.\Sorry, but I just wanted to confirm that.\Of course!\Even if we don't sell, we'll do it for the rest of our lives!\You two are so cool! response:	W-Well then, shall we begin discussion on whether Perfect Crime Club h can win against CROWh and +NATURAL?
context: In that case, we'll draw for some other magazine and surpass Eiji that way.\That wouldn't be the best option, but there wouldn't be any other choice.\We won't quit being manga authors.\Sorry, but I just wanted to confirm that.\Of course!\Even if we don't sell, we'll do it for the rest of our lives!\You two are so cool!\W-Well then, shall we begin discussion on whether Perfect Crime Club h can win against CROWh and +NATURAL? response:	Isn't this sort of a strange topic to discuss?
