context: Quit part-time job response:	Thanks for your support so far.
context: Oops! I'm Nagatsuka!\I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun!\Good morning! response:	H-Hi, good morning!
context: I am sitting just behind you in class.\Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun!\Good morning!\H-Hi, good morning! response:	Ishida-kun!
context: Oh, I see.\Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun!\Good morning!\H-Hi, good morning!\Ishida-kun! response:	Why don't we hang out after school?
context: Don't you want to eat some bread?\It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun!\Good morning!\H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school? response:	Since we are friends now.
context: It's so good, Nagatsuka-kun.\Ishida-kun.\Ishida-kun!\Good morning!\H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school?\Since we are friends now. response:	Ishida-kun, come here, come here!
context: Ishida-kun.\Ishida-kun!\Good morning!\H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here! response:	What's wrong with you, Ya-sho?
context: Ishida-kun!\Good morning!\H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho? response:	Well.
context: Good morning!\H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well. response:	Nothing.
context: H-Hi, good morning!\Ishida-kun!\Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well.\Nothing. response:	Ya... Ya-sho?
context: Ishida-kun!\Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well.\Nothing.\Ya... Ya-sho? response:	Sounds like big friend, doesn't it?
context: Why don't we hang out after school?\Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well.\Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it? response:	Anyway, what are you worrying about?
context: Since we are friends now.\Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well.\Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about? response:	You can tell me anything,'cause we are real friends.
context: Ishida-kun, come here, come here!\What's wrong with you, Ya-sho?\Well.\Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends. response:	Nagatsuka-kun.
context: What's wrong with you, Ya-sho?\Well.\Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun. response:	What is the definition of friends?
context: Well.\Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends? response:	Some kind of license,
context: Nothing.\Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends?\Some kind of license, response:	or right or something like that,
context: Ya... Ya-sho?\Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends?\Some kind of license,\or right or something like that, response:	to become friends with someone.
context: Sounds like big friend, doesn't it?\Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends?\Some kind of license,\or right or something like that,\to become friends with someone. response:	Hey, Ya-sho.
context: Anyway, what are you worrying about?\You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends?\Some kind of license,\or right or something like that,\to become friends with someone.\Hey, Ya-sho. response:	Give me your hand.
context: You can tell me anything,'cause we are real friends.\Nagatsuka-kun.\What is the definition of friends?\Some kind of license,\or right or something like that,\to become friends with someone.\Hey, Ya-sho.\Give me your hand. response:	Hey, hey.
context: Nagatsuka-kun.\What is the definition of friends?\Some kind of license,\or right or something like that,\to become friends with someone.\Hey, Ya-sho.\Give me your hand.\Hey, hey. response:	This is friendship.
context: What is the definition of friends?\Some kind of license,\or right or something like that,\to become friends with someone.\Hey, Ya-sho.\Give me your hand.\Hey, hey.\This is friendship. response:	I think, Ishida-kun,
context: Some kind of license,\or right or something like that,\to become friends with someone.\Hey, Ya-sho.\Give me your hand.\Hey, hey.\This is friendship.\I think, Ishida-kun, response:	friendship exists beyond words and logic.
context: or right or something like that,\to become friends with someone.\Hey, Ya-sho.\Give me your hand.\Hey, hey.\This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic. response:	License? No such thing is needed.
context: to become friends with someone.\Hey, Ya-sho.\Give me your hand.\Hey, hey.\This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed. response:	That's a ridiculous idea.
context: Hey, Ya-sho.\Give me your hand.\Hey, hey.\This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea. response:	She is not here.
context: Give me your hand.\Hey, hey.\This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea.\She is not here. response:	She is, isn't she?
context: Hey, hey.\This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea.\She is not here.\She is, isn't she? response:	She isn't
context: This is friendship.\I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea.\She is not here.\She is, isn't she?\She isn't response:	Huh, who are you anyway?
context: I think, Ishida-kun,\friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea.\She is not here.\She is, isn't she?\She isn't\Huh, who are you anyway? response:	I'm Shoko's boyfriend.
context: friendship exists beyond words and logic.\License? No such thing is needed.\That's a ridiculous idea.\She is not here.\She is, isn't she?\She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend. response:	Oops! Dropped it.
context: License? No such thing is needed.\That's a ridiculous idea.\She is not here.\She is, isn't she?\She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it. response:	that's not about me, but the bread.
context: That's a ridiculous idea.\She is not here.\She is, isn't she?\She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread. response:	O-Oh, really?
context: She is not here.\She is, isn't she?\She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really? response:	Nishimiya likes younger guys.
context: She is, isn't she?\She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys. response:	I'm a little surprised about that.
context: She isn't\Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that. response:	Okay, then how about giving her this bread at least?
context: Huh, who are you anyway?\I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least? response:	This is a very good bread.
context: I'm Shoko's boyfriend.\Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread. response:	Hey.
context: Oops! Dropped it.\that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread.\Hey. response:	Don't come here again if you only want to amuse yourself.
context: that's not about me, but the bread.\O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself. response:	Are you happy?
context: O-Oh, really?\Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself.\Are you happy? response:	Then bye.
context: Nishimiya likes younger guys.\I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself.\Are you happy?\Then bye. response:	Hey boy!
context: I'm a little surprised about that.\Okay, then how about giving her this bread at least?\This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself.\Are you happy?\Then bye.\Hey boy! response:	My friend wants to see Nishimiya-san!
context: Okay, then how about giving her this bread at least?\This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself.\Are you happy?\Then bye.\Hey boy!\My friend wants to see Nishimiya-san! response:	Stop complaining and bring her here right now!
context: This is a very good bread.\Hey.\Don't come here again if you only want to amuse yourself.\Are you happy?\Then bye.\Hey boy!\My friend wants to see Nishimiya-san!\Stop complaining and bring her here right now! response:	Nagatsuka-kun, why are you here?
