context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Mikage Shrine
context: Really! Then we can enjoy the hot spring together.\That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner... response:	you'll be together forever.
context: That's good, becuse I can't be in there with Tomoe!\That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever. response:	Kotaro heard of it from the female customers.
context: That's good for you too, Tomoe! You'll have Kotaro-kun to keep you company.\I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers. response:	Kotaro is working part-time at the sweets shop.
context: I'll go by myself.\Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop. response:	Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!
context: Are you guys going to Koiiwa too?\Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever! response:	Be together forever?
context: Koiiwa?\There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever? response:	We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...
context: There's a rock called Koiiwa.\If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for... response:	That's right. I'll tighten my bonds with him.
context: If you touch it with your partner...\you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him. response:	We'll go! Right, Tomoe? Tomoe?
context: you'll be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe? response:	Tomoe!
context: Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe! response:	I'm not going to that superstitious place. You guys go on ahead.
context: Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead. response:	While you're wasting time there, I'll be enjoying the hot springs.
context: Koiiwa, Koiiwa, Koiiwa! Blessing, blessing, blessing! Forever, forever, forever!\Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs. response:	It won't work if we don't touch the rock together, so we're going.
context: Be together forever?\We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going. response:	We came all the way here, so we're going.
context: We'd planned to come this hot springs anyway, and I heard that it was sort of the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going. response:	The hot springs will feel better after some exercise, so we're going.
context: That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going. response:	Okay.
context: We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay. response:	Please keep an eye on our lugggage!
context: Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage! response:	Have fun!
context: I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage!\Have fun! response:	Koiiwa is just a short walk from the hotel.
context: While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel. response:	Oh! I found a sign.
context: It won't work if we don't touch the rock together, so we're going.\We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign. response:	I guess we'll follow it.
context: We came all the way here, so we're going.\The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign.\I guess we'll follow it. response:	The slope isn't that steep, so a mile shouldn't be a lot of work.
context: The hot springs will feel better after some exercise, so we're going.\Okay.\Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be a lot of work. response:	Let's go! Tomoe, Tomoe!
context: Okay.\Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be a lot of work.\Let's go! Tomoe, Tomoe! response:	The weather feels great!
context: Please keep an eye on our lugggage!\Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be a lot of work.\Let's go! Tomoe, Tomoe!\The weather feels great! response:	Tomoe, I wonder what Koiiwa looks like!
context: Have fun!\Koiiwa is just a short walk from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be a lot of work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what Koiiwa looks like! response:	Enough about that. So you ended up bringing that big bag?
