context: Intro response:	Oh man, what have I done?
context: Suzuno and...\D-D-D-D-Dullahan!\What have you done?!\What the hell do you have against Dullahan?!\Do you have any idea how much getting a new bike is gonna cost me?!\I demand compensation!\Wait! Hold on\Quiet! response:	Shut up! Shut up! Shut up! Shut up!
context: D-D-D-D-Dullahan!\What have you done?!\What the hell do you have against Dullahan?!\Do you have any idea how much getting a new bike is gonna cost me?!\I demand compensation!\Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up! response:	Stop!
context: What have you done?!\What the hell do you have against Dullahan?!\Do you have any idea how much getting a new bike is gonna cost me?!\I demand compensation!\Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop! response:	Please, just wait!
context: What the hell do you have against Dullahan?!\Do you have any idea how much getting a new bike is gonna cost me?!\I demand compensation!\Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait! response:	I just need a minute!
context: Do you have any idea how much getting a new bike is gonna cost me?!\I demand compensation!\Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait!\I just need a minute! response:	Huh?!
context: I demand compensation!\Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait!\I just need a minute!\Huh?! response:	Wh-What are you doing?!
context: Wait! Hold on\Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait!\I just need a minute!\Huh?!\Wh-What are you doing?! response:	All right!
context: Quiet!\Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait!\I just need a minute!\Huh?!\Wh-What are you doing?!\All right! response:	Sorry to keep you waiting.
context: Shut up! Shut up! Shut up! Shut up!\Stop!\Please, just wait!\I just need a minute!\Huh?!\Wh-What are you doing?!\All right!\Sorry to keep you waiting. response:	What do you think you're doing?
context: Stop!\Please, just wait!\I just need a minute!\Huh?!\Wh-What are you doing?!\All right!\Sorry to keep you waiting.\What do you think you're doing? response:	You probably don't get it, since you don't work.
context: Please, just wait!\I just need a minute!\Huh?!\Wh-What are you doing?!\All right!\Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work. response:	Listen up.
context: I just need a minute!\Huh?!\Wh-What are you doing?!\All right!\Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work.\Listen up. response:	MgRonald's uniforms are lent to their employees.
context: Huh?!\Wh-What are you doing?!\All right!\Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees. response:	If you damage them for reasons unrelated to work,
context: Wh-What are you doing?!\All right!\Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work, response:	you'll have to pay for them.
context: All right!\Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them. response:	Castle Overlord's treasury can't afford it!
context: Sorry to keep you waiting.\What do you think you're doing?\You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it! response:	Stop fooling around!
context: What do you think you're doing?\You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around! response:	H-Huh?!
context: You probably don't get it, since you don't work.\Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?! response:	What are you doing in public, you deviant?!
context: Listen up.\MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?! response:	You're the one who did this!
context: MgRonald's uniforms are lent to their employees.\If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this! response:	You bravely came all the way to Japan,
context: If you damage them for reasons unrelated to work,\you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan, response:	boldly stayed next door, and treated us to good food,
context: you'll have to pay for them.\Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food, response:	so I figured I'd overlook most things.
context: Castle Overlord's treasury can't afford it!\Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things. response:	However, you're now getting in my way and hurting one of my staff!
context: Stop fooling around!\H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff! response:	As the assistant manager, I can't let you get away with this!
context: H-Huh?!\What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this! response:	You'd realized who I was?
context: What are you doing in public, you deviant?!\You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was? response:	Of course.
context: You're the one who did this!\You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course. response:	In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?
context: You bravely came all the way to Japan,\boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them? response:	Hm...
context: boldly stayed next door, and treated us to good food,\so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm... response:	Oh?
context: so I figured I'd overlook most things.\However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh? response:	There are still some leftovers from what Suzuno cooked.
context: However, you're now getting in my way and hurting one of my staff!\As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh?\There are still some leftovers from what Suzuno cooked. response:	It stinks of sacred powers, but food is food.
context: As the assistant manager, I can't let you get away with this!\You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food. response:	Looks like it affected Ashiya quite a bit, though.
context: You'd realized who I was?\Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though. response:	That's really too bad.
context: Of course.\In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad. response:	I thought you could get along with Emi, and I had high hopes for you,
context: In what universe would a lovely lady suddenly move in next door to a bunch of guys and take care of them?\Hm...\Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad.\I thought you could get along with Emi, and I had high hopes for you, response:	but in the end, you're no different from Olba, huh?
context: Hm...\Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad.\I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh? response:	You may dress it up in pretty words,
context: Oh?\There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad.\I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh?\You may dress it up in pretty words, response:	but you don't care what you have to destroy for power, do you?
context: There are still some leftovers from what Suzuno cooked.\It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad.\I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh?\You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you? response:	No!
context: It stinks of sacred powers, but food is food.\Looks like it affected Ashiya quite a bit, though.\That's really too bad.\I thought you could get along with Emi, and I had high hopes for you,\but in the end, you're no different from Olba, huh?\You may dress it up in pretty words,\but you don't care what you have to destroy for power, do you?\No! response:	If the end justifies any means,
