context: A chronic disease I suffer from. response:	I get sleep attacks.
context: He messed up...\Reached its climax.\Has reached its climax!\He corrected himself...\Idiot.\Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard! response:	Too bad.
context: Reached its climax.\Has reached its climax!\He corrected himself...\Idiot.\Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard!\Too bad. response:	If I can get that toy back, I'll have the last laugh!
context: Has reached its climax!\He corrected himself...\Idiot.\Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh! response:	What the hell, man?!
context: He corrected himself...\Idiot.\Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?! response:	I only have one of those!
context: Idiot.\Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those! response:	Bluebeard!
context: Feel free to do your screaming in ecstasy, then.\Take this!\Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those!\Bluebeard! response:	This is sad...
context: Take this!\Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those!\Bluebeard!\This is sad... response:	Think of all the times we've spent together!
context: Go, Popping Bluebeard!\Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those!\Bluebeard!\This is sad...\Think of all the times we've spent together! response:	Come back!
context: Too bad.\If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those!\Bluebeard!\This is sad...\Think of all the times we've spent together!\Come back! response:	Alright, got ya!
context: If I can get that toy back, I'll have the last laugh!\What the hell, man?!\I only have one of those!\Bluebeard!\This is sad...\Think of all the times we've spent together!\Come back!\Alright, got ya! response:	Well? Not going to surrender?
context: What the hell, man?!\I only have one of those!\Bluebeard!\This is sad...\Think of all the times we've spent together!\Come back!\Alright, got ya!\Well? Not going to surrender? response:	Like hell!
context: I only have one of those!\Bluebeard!\This is sad...\Think of all the times we've spent together!\Come back!\Alright, got ya!\Well? Not going to surrender?\Like hell! response:	I see.
context: Bluebeard!\This is sad...\Think of all the times we've spent together!\Come back!\Alright, got ya!\Well? Not going to surrender?\Like hell!\I see. response:	It's time for some fun punishment, then.
context: This is sad...\Think of all the times we've spent together!\Come back!\Alright, got ya!\Well? Not going to surrender?\Like hell!\I see.\It's time for some fun punishment, then. response:	Spartan Kick Combo!
context: Think of all the times we've spent together!\Come back!\Alright, got ya!\Well? Not going to surrender?\Like hell!\I see.\It's time for some fun punishment, then.\Spartan Kick Combo! response:	Acid Storm!
context: Come back!\Alright, got ya!\Well? Not going to surrender?\Like hell!\I see.\It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm! response:	Dragon Somersault!
context: Alright, got ya!\Well? Not going to surrender?\Like hell!\I see.\It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm!\Dragon Somersault! response:	Shining Wizard!
context: Well? Not going to surrender?\Like hell!\I see.\It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm!\Dragon Somersault!\Shining Wizard! response:	What the hell?!
context: Like hell!\I see.\It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm!\Dragon Somersault!\Shining Wizard!\What the hell?! response:	Oh, sorry.
context: I see.\It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm!\Dragon Somersault!\Shining Wizard!\What the hell?!\Oh, sorry. response:	I forgot that I was only allowed to use my weapon.
context: It's time for some fun punishment, then.\Spartan Kick Combo!\Acid Storm!\Dragon Somersault!\Shining Wizard!\What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon. response:	I got a little carried away.
context: Spartan Kick Combo!\Acid Storm!\Dragon Somersault!\Shining Wizard!\What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away. response:	I lose, Masato-kun.
context: Acid Storm!\Dragon Somersault!\Shining Wizard!\What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun. response:	It's settled, then.
context: Dragon Somersault!\Shining Wizard!\What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun.\It's settled, then. response:	Hey Masato, you won.
context: Shining Wizard!\What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun.\It's settled, then.\Hey Masato, you won. response:	Damn it!
context: What the hell?!\Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun.\It's settled, then.\Hey Masato, you won.\Damn it! response:	I can't accept a victory like this!
context: Oh, sorry.\I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun.\It's settled, then.\Hey Masato, you won.\Damn it!\I can't accept a victory like this! response:	Well, she admitted she broke the rules herself.
context: I forgot that I was only allowed to use my weapon.\I got a little carried away.\I lose, Masato-kun.\It's settled, then.\Hey Masato, you won.\Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself. response:	Training!
context: I got a little carried away.\I lose, Masato-kun.\It's settled, then.\Hey Masato, you won.\Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training! response:	Training?
context: I lose, Masato-kun.\It's settled, then.\Hey Masato, you won.\Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training!\Training? response:	Training in the mountains!
context: It's settled, then.\Hey Masato, you won.\Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training!\Training?\Training in the mountains! response:	Right now?
context: Hey Masato, you won.\Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training!\Training?\Training in the mountains!\Right now? response:	Yeah. I'll see you later.
context: Damn it!\I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training!\Training?\Training in the mountains!\Right now?\Yeah. I'll see you later. response:	I haven't had that much fun in a while.
context: I can't accept a victory like this!\Well, she admitted she broke the rules herself.\Training!\Training?\Training in the mountains!\Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while. response:	I quite like that idea of Kyousuke's.
context: Well, she admitted she broke the rules herself.\Training!\Training?\Training in the mountains!\Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while.\I quite like that idea of Kyousuke's. response:	What's wrong, boy?
context: Training!\Training?\Training in the mountains!\Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while.\I quite like that idea of Kyousuke's.\What's wrong, boy? response:	Do you object to running errands?
context: Training?\Training in the mountains!\Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while.\I quite like that idea of Kyousuke's.\What's wrong, boy?\Do you object to running errands? response:	No, I just couldn't take my eyes off you.
context: Training in the mountains!\Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while.\I quite like that idea of Kyousuke's.\What's wrong, boy?\Do you object to running errands?\No, I just couldn't take my eyes off you. response:	Off my boobs?
context: Right now?\Yeah. I'll see you later.\I haven't had that much fun in a while.\I quite like that idea of Kyousuke's.\What's wrong, boy?\Do you object to running errands?\No, I just couldn't take my eyes off you.\Off my boobs? response:	No!
