context: This is a BETA version response:	Enjoy watching! I love you all!
context: The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm? response:	Sakuma-san, I understand how you feel, but please hurry-up with your own draft.
context: The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft. response:	Oh the stars that keep shining in the stark stark darkness,
context: I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness, response:	You are now...
context: He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now... response:	personally sending forth your light, that even the Dawn has come out to meet you!
context: asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you! response:	Aaa, in the light of the ever-glaring sun, you're sending even more shining light!
context: Wow!\As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light! response:	Hirano-san, there's a call for you on phone 2!
context: As I thought, I had not made a wrong judgement!\Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2! response:	Hai!
context: Sakuma-san? Hm?\Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai! response:	It's from someone called Elise-san.
context: Sakuma-san, I understand how you feel, but please hurry-up with your own draft.\Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san. response:	Eh??
context: Oh the stars that keep shining in the stark stark darkness,\You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san.\Eh?? response:	Don't make your own music!!
context: You are now...\personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san.\Eh??\Don't make your own music!! response:	Play it according to the score! Play each note one by one accurately!
context: personally sending forth your light, that even the Dawn has come out to meet you!\Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san.\Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately! response:	Hai
context: Aaa, in the light of the ever-glaring sun, you're sending even more shining light!\Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san.\Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai response:	Listen to this... Hai
context: Hirano-san, there's a call for you on phone 2!\Hai!\It's from someone called Elise-san.\Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai response:	Listen to this...
context: Hai!\It's from someone called Elise-san.\Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai\Listen to this... response:	In a competition, you must NEVER do such things as increasing the sounds or composing your own music,
context: It's from someone called Elise-san.\Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music, response:	because it will mean that you do not understand neither the piece nor the composer
context: Eh??\Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer response:	Especially this piece for the first stage is
context: Don't make your own music!!\Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is response:	merely used for dropping off the participants after obeserving how they play the basic technique.
context: Play it according to the score! Play each note one by one accurately!\Hai\Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique. response:	Don't do unnecessary things,
context: Hai\Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things, response:	because we have no time left anymore
context: Listen to this... Hai\Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore response:	Sensei...
context: Listen to this...\In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore\Sensei... response:	Is it true that there is dirty money in competitions?
context: In a competition, you must NEVER do such things as increasing the sounds or composing your own music,\because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore\Sensei...\Is it true that there is dirty money in competitions? response:	Dirty money?
context: because it will mean that you do not understand neither the piece nor the composer\Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore\Sensei...\Is it true that there is dirty money in competitions?\Dirty money? response:	Like for example, the pupils of the Juries are favored to win,
context: Especially this piece for the first stage is\merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore\Sensei...\Is it true that there is dirty money in competitions?\Dirty money?\Like for example, the pupils of the Juries are favored to win, response:	or sending oseibo to the Juries... (=year-end gift)
context: merely used for dropping off the participants after obeserving how they play the basic technique.\Don't do unnecessary things,\because we have no time left anymore\Sensei...\Is it true that there is dirty money in competitions?\Dirty money?\Like for example, the pupils of the Juries are favored to win,\or sending oseibo to the Juries... (=year-end gift) response:	and inside the oseibo box, there is some money hidden at the side...is it true?
context: Don't do unnecessary things,\because we have no time left anymore\Sensei...\Is it true that there is dirty money in competitions?\Dirty money?\Like for example, the pupils of the Juries are favored to win,\or sending oseibo to the Juries... (=year-end gift)\and inside the oseibo box, there is some money hidden at the side...is it true? response:	Don't you have kone, Eto Sensei? (=connection to bribe or ask favor)
