context: <sign: Incinerator > response:	So what are we going to start with?
context: What a pathetic dribble.\Youre full of openings!\Take this!\Alright, one down!\What the hell was that?\What are you doing, Noda?!\Number two!\Ref, thats a red card right there! response:	Safe!
context: Youre full of openings!\Take this!\Alright, one down!\What the hell was that?\What are you doing, Noda?!\Number two!\Ref, thats a red card right there!\Safe! response:	Whos that supposed to be?
context: Take this!\Alright, one down!\What the hell was that?\What are you doing, Noda?!\Number two!\Ref, thats a red card right there!\Safe!\Whos that supposed to be? response:	Im still going, bitches!
context: Alright, one down!\What the hell was that?\What are you doing, Noda?!\Number two!\Ref, thats a red card right there!\Safe!\Whos that supposed to be?\Im still going, bitches! response:	Get her, TK! Otonashi!
context: What the hell was that?\What are you doing, Noda?!\Number two!\Ref, thats a red card right there!\Safe!\Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi! response:	Easy come, easy go!
context: What are you doing, Noda?!\Number two!\Ref, thats a red card right there!\Safe!\Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go! response:	Leave it to us!
context: Number two!\Ref, thats a red card right there!\Safe!\Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us! response:	Number three!
context: Ref, thats a red card right there!\Safe!\Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us!\Number three! response:	Alright!
context: Safe!\Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us!\Number three!\Alright! response:	Woo! Here we
context: Whos that supposed to be?\Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us!\Number three!\Alright!\Woo! Here we response:	Whose side are you on?!
context: Im still going, bitches!\Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us!\Number three!\Alright!\Woo! Here we\Whose side are you on?! response:	Looks like youre the last one!
context: Get her, TK! Otonashi!\Easy come, easy go!\Leave it to us!\Number three!\Alright!\Woo! Here we\Whose side are you on?!\Looks like youre the last one! response:	Youll have to kill me to take this ball!
context: Easy come, easy go!\Leave it to us!\Number three!\Alright!\Woo! Here we\Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball! response:	What kind of sportsmanship is that?!
context: Leave it to us!\Number three!\Alright!\Woo! Here we\Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?! response:	Like I care!
context: Number three!\Alright!\Woo! Here we\Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care! response:	Here I come!
context: Alright!\Woo! Here we\Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care!\Here I come! response:	Ultimate Killer Shot!!
context: Woo! Here we\Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care!\Here I come!\Ultimate Killer Shot!! response:	I can't tell whether she wants to kill me or score a goal with this shot!
context: Whose side are you on?!\Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care!\Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot! response:	Its a miracle!
context: Looks like youre the last one!\Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care!\Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle! response:	Hinata!!
context: Youll have to kill me to take this ball!\What kind of sportsmanship is that?!\Like I care!\Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!! response:	It went in?
context: What kind of sportsmanship is that?!\Like I care!\Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!!\It went in? response:	Yay!
context: Like I care!\Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!!\It went in?\Yay! response:	I did it!
context: Here I come!\Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!!\It went in?\Yay!\I did it! response:	I scored a goal!
context: Ultimate Killer Shot!!\I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!!\It went in?\Yay!\I did it!\I scored a goal! response:	No way...
context: I can't tell whether she wants to kill me or score a goal with this shot!\Its a miracle!\Hinata!!\It went in?\Yay!\I did it!\I scored a goal!\No way... response:	We lost?
context: Its a miracle!\Hinata!!\It went in?\Yay!\I did it!\I scored a goal!\No way...\We lost? response:	To Yui, by herself...
context: Hinata!!\It went in?\Yay!\I did it!\I scored a goal!\No way...\We lost?\To Yui, by herself... response:	Scrambled it trouble down.
context: It went in?\Yay!\I did it!\I scored a goal!\No way...\We lost?\To Yui, by herself...\Scrambled it trouble down. response:	That was bad...
context: Yay!\I did it!\I scored a goal!\No way...\We lost?\To Yui, by herself...\Scrambled it trouble down.\That was bad... response:	Lets keep this a secret.
context: I did it!\I scored a goal!\No way...\We lost?\To Yui, by herself...\Scrambled it trouble down.\That was bad...\Lets keep this a secret. response:	Yeah...
context: I scored a goal!\No way...\We lost?\To Yui, by herself...\Scrambled it trouble down.\That was bad...\Lets keep this a secret.\Yeah... response:	Though, she lost the ball, didnt pass the goalie and went all over the place...
context: No way...\We lost?\To Yui, by herself...\Scrambled it trouble down.\That was bad...\Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place... response:	Well, whatever.
context: We lost?\To Yui, by herself...\Scrambled it trouble down.\That was bad...\Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever. response:	Alright...
context: To Yui, by herself...\Scrambled it trouble down.\That was bad...\Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright... response:	Lets move on to the next one!
context: Scrambled it trouble down.\That was bad...\Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright...\Lets move on to the next one! response:	<Sign: Baseball field >
context: That was bad...\Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright...\Lets move on to the next one!\<Sign: Baseball field > response:	Before that, how far are you trying to hit this home run?
context: Lets keep this a secret.\Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright...\Lets move on to the next one!\<Sign: Baseball field >\Before that, how far are you trying to hit this home run? response:	Beyond the fence, of course!
context: Yeah...\Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright...\Lets move on to the next one!\<Sign: Baseball field >\Before that, how far are you trying to hit this home run?\Beyond the fence, of course! response:	Seriously?
context: Though, she lost the ball, didnt pass the goalie and went all over the place...\Well, whatever.\Alright...\Lets move on to the next one!\<Sign: Baseball field >\Before that, how far are you trying to hit this home run?\Beyond the fence, of course!\Seriously? response:	Well for now, hit it as hard as you can.
context: Well, whatever.\Alright...\Lets move on to the next one!\<Sign: Baseball field >\Before that, how far are you trying to hit this home run?\Beyond the fence, of course!\Seriously?\Well for now, hit it as hard as you can. response:	I hit it!
context: Alright...\Lets move on to the next one!\<Sign: Baseball field >\Before that, how far are you trying to hit this home run?\Beyond the fence, of course!\Seriously?\Well for now, hit it as hard as you can.\I hit it! response:	Just hitting the ball doesnt mean much...
