context: What should I do? response:	Oh, you don't have to do anything.
context: but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous. response:	At this rate, we'll never be able to get a Golden Globe!
context: Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe! response:	Weren't we trying to get best of the festival for the school festival?
context: A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival? response:	Oh, yeah, Yuki!
context: Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki! response:	Take this!
context: B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this! response:	I've changed your role, so now you're an evil alien witch!
context: Yup, that's right.\C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch! response:	And she's already screwing with the script!
context: C-Could I at least wear a jacket over this?\No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script! response:	Well, it is true that Nagato's powers seem like magic.
context: No! It's because you think you're embarrassed that you get all nervous.\At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic. response:	Come on, Kyon, get the camera ready!
context: At this rate, we'll never be able to get a Golden Globe!\Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready! response:	Okay, let's get going!
context: Weren't we trying to get best of the festival for the school festival?\Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going! response:	All together!
context: Oh, yeah, Yuki!\Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going!\All together! response:	It looks like she's serious.
context: Take this!\I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going!\All together!\It looks like she's serious. response:	What the?
context: I've changed your role, so now you're an evil alien witch!\And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going!\All together!\It looks like she's serious.\What the? response:	Hey, Haruhi.
context: And she's already screwing with the script!\Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going!\All together!\It looks like she's serious.\What the?\Hey, Haruhi. response:	You don't intend to make these two get on the train in these outfits, do you?
context: Well, it is true that Nagato's powers seem like magic.\Come on, Kyon, get the camera ready!\Okay, let's get going!\All together!\It looks like she's serious.\What the?\Hey, Haruhi.\You don't intend to make these two get on the train in these outfits, do you? response:	- Is there a problem with that? - Of course there is!
context: Come on, Kyon, get the camera ready!\Okay, let's get going!\All together!\It looks like she's serious.\What the?\Hey, Haruhi.\You don't intend to make these two get on the train in these outfits, do you?\- Is there a problem with that? - Of course there is! response:	Why? They might get arrested if they were buck naked,
context: Okay, let's get going!\All together!\It looks like she's serious.\What the?\Hey, Haruhi.\You don't intend to make these two get on the train in these outfits, do you?\- Is there a problem with that? - Of course there is!\Why? They might get arrested if they were buck naked, response:	but they're wearing clothes, right?
context: All together!\It looks like she's serious.\What the?\Hey, Haruhi.\You don't intend to make these two get on the train in these outfits, do you?\- Is there a problem with that? - Of course there is!\Why? They might get arrested if they were buck naked,\but they're wearing clothes, right? response:	Oh, would the bunny girl outfit have been better?
