context: Something seems off. response:	It just somehow felt that way.
context: It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato, response:	and then headed straight for the changing rooms.
context: Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms. response:	After making us wait about an hour or so...
context: So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so... response:	(That'd make anyone yawn.)
context: I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.) response:	The three of them finally came out at once.
context: and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once. response:	Excellent!
context: You're coming too!\Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once.\Excellent! response:	You all look wonderful.
context: Haruhi entered a women's clothing outlet store.\She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once.\Excellent!\You all look wonderful. response:	Of course! I chose these yukata, after all.
context: She just went and chose yukata for Miss Asahina and Nagato,\and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once.\Excellent!\You all look wonderful.\Of course! I chose these yukata, after all. response:	Especially Mikuru!
context: and then headed straight for the changing rooms.\After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once.\Excellent!\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru! response:	It's so cute on you! Just what you would expect from my choice!
context: After making us wait about an hour or so...\(That'd make anyone yawn.)\The three of them finally came out at once.\Excellent!\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice! response:	Yes...
context: (That'd make anyone yawn.)\The three of them finally came out at once.\Excellent!\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes... response:	Miss Asahina... it's so good, Miss Asahina!
context: The three of them finally came out at once.\Excellent!\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina! response:	I guess it makes sense for there to be this many people.
context: Excellent!\You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people. response:	Hmm? There it is again...
context: You all look wonderful.\Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again... response:	This feeling...
context: Of course! I chose these yukata, after all.\Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling... response:	It's been a while since I've come to a Bon festival,
context: Especially Mikuru!\It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival, response:	but it feels like I went to one recently.
context: It's so cute on you! Just what you would expect from my choice!\Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently. response:	That tower,
context: Yes...\Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower, response:	those vendors...
context: Miss Asahina... it's so good, Miss Asahina!\I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower,\those vendors... response:	This is...
context: I guess it makes sense for there to be this many people.\Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower,\those vendors...\This is... response:	Mikuru!
context: Hmm? There it is again...\This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower,\those vendors...\This is...\Mikuru! response:	They have goldfish scooping, just like you wanted!
context: This feeling...\It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower,\those vendors...\This is...\Mikuru!\They have goldfish scooping, just like you wanted! response:	This way!
context: It's been a while since I've come to a Bon festival,\but it feels like I went to one recently.\That tower,\those vendors...\This is...\Mikuru!\They have goldfish scooping, just like you wanted!\This way! response:	Okay!
context: but it feels like I went to one recently.\That tower,\those vendors...\This is...\Mikuru!\They have goldfish scooping, just like you wanted!\This way!\Okay! response:	Shall we play, too?
context: That tower,\those vendors...\This is...\Mikuru!\They have goldfish scooping, just like you wanted!\This way!\Okay!\Shall we play, too? response:	I'll pass.
context: those vendors...\This is...\Mikuru!\They have goldfish scooping, just like you wanted!\This way!\Okay!\Shall we play, too?\I'll pass. response:	You're interested in that stuff?
context: This is...\Mikuru!\They have goldfish scooping, just like you wanted!\This way!\Okay!\Shall we play, too?\I'll pass.\You're interested in that stuff? response:	Which one? I'll buy it...
context: Mikuru!\They have goldfish scooping, just like you wanted!\This way!\Okay!\Shall we play, too?\I'll pass.\You're interested in that stuff?\Which one? I'll buy it... response:	It's all right.
context: They have goldfish scooping, just like you wanted!\This way!\Okay!\Shall we play, too?\I'll pass.\You're interested in that stuff?\Which one? I'll buy it...\It's all right. response:	- This one. - Right-o.
context: This way!\Okay!\Shall we play, too?\I'll pass.\You're interested in that stuff?\Which one? I'll buy it...\It's all right.\- This one. - Right-o. response:	I kind of got the feeling that Nagato had been helping us out,
context: Okay!\Shall we play, too?\I'll pass.\You're interested in that stuff?\Which one? I'll buy it...\It's all right.\- This one. - Right-o.\I kind of got the feeling that Nagato had been helping us out, response:	so I thought buying it for her would be appropriate, but...
context: Shall we play, too?\I'll pass.\You're interested in that stuff?\Which one? I'll buy it...\It's all right.\- This one. - Right-o.\I kind of got the feeling that Nagato had been helping us out,\so I thought buying it for her would be appropriate, but... response:	Wow, what a haul!
context: I'll pass.\You're interested in that stuff?\Which one? I'll buy it...\It's all right.\- This one. - Right-o.\I kind of got the feeling that Nagato had been helping us out,\so I thought buying it for her would be appropriate, but...\Wow, what a haul! response:	Thirteen!
