context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Anime-Koi Fansubs
context: We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar...\I don't want to disappoint him.\Nanami. response:	Here, grab my hand,
context: There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar...\I don't want to disappoint him.\Nanami.\Here, grab my hand, response:	Nanami.
context: Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar...\I don't want to disappoint him.\Nanami.\Here, grab my hand,\Nanami. response:	It's fine.
context: No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar...\I don't want to disappoint him.\Nanami.\Here, grab my hand,\Nanami.\It's fine. response:	Here, Nanami.
context: I can do this...\As long as I am her familiar...\I don't want to disappoint him.\Nanami.\Here, grab my hand,\Nanami.\It's fine.\Here, Nanami. response:	I want to take his hand, but...
context: As long as I am her familiar...\I don't want to disappoint him.\Nanami.\Here, grab my hand,\Nanami.\It's fine.\Here, Nanami.\I want to take his hand, but... response:	I wanted to walk with Tomoe while holding hands, but...
context: I don't want to disappoint him.\Nanami.\Here, grab my hand,\Nanami.\It's fine.\Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but... response:	I'm fine. Where did this go wrong?
context: Nanami.\Here, grab my hand,\Nanami.\It's fine.\Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong? response:	Why?
context: Here, grab my hand,\Nanami.\It's fine.\Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why? response:	You're finally holding my hand.
context: Nanami.\It's fine.\Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why?\You're finally holding my hand. response:	Even if we don't touch a stupid rock, I will be next to you forevermore.
context: It's fine.\Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore. response:	If you could do everything by yourself, I wouldn't have a reason to exist.
context: Here, Nanami.\I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist. response:	Nanami, depend on me more.
context: I want to take his hand, but...\I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more. response:	Okay.
context: I wanted to walk with Tomoe while holding hands, but...\I'm fine. Where did this go wrong?\Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay. response:	On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.
context: I'm fine. Where did this go wrong?\Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster. response:	Nanami!
context: Why?\You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami! response:	There are stairs!
context: You're finally holding my hand.\Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs! response:	What?!
context: Even if we don't touch a stupid rock, I will be next to you forevermore.\If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?! response:	Right here!
context: If you could do everything by yourself, I wouldn't have a reason to exist.\Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here! response:	There are stairs.
context: Nanami, depend on me more.\Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs. response:	Koiiwa it's written on there.
context: Okay.\On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa it's written on there. response:	It looks completely fake.
context: On my own, I'm useless. But when I'm with Tomoe, the world is my oyster.\Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa it's written on there.\It looks completely fake. response:	This feels so good!
context: Nanami!\There are stairs!\What?!\Right here!\There are stairs.\Koiiwa it's written on there.\It looks completely fake.\This feels so good! response:	I'm happy for you.
context: There are stairs!\What?!\Right here!\There are stairs.\Koiiwa it's written on there.\It looks completely fake.\This feels so good!\I'm happy for you. response:	Huh?
context: What?!\Right here!\There are stairs.\Koiiwa it's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh? response:	You were fighting with your familiar earlier, but you made peace, right?
context: Right here!\There are stairs.\Koiiwa it's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right? response:	It wasn't that big a deal. I was just being stubborn.
context: There are stairs.\Koiiwa it's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn. response:	He feels strongly about you, you know.
context: Koiiwa it's written on there.\It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know. response:	You guys knocked us out.
context: It looks completely fake.\This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out. response:	We are human and ayakashi,
context: This feels so good!\I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi, response:	and we are Deity and familiar.
context: I'm happy for you.\Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are Deity and familiar. response:	I hope I can be with Tomoe forever and ever.
context: Huh?\You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are Deity and familiar.\I hope I can be with Tomoe forever and ever. response:	No conversation in the men's hot spring.
context: You were fighting with your familiar earlier, but you made peace, right?\It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are Deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring. response:	So good! Local specialty: hot springs and sake!
context: It wasn't that big a deal. I was just being stubborn.\He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are Deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake! response:	It's fabulous!
context: He feels strongly about you, you know.\You guys knocked us out.\We are human and ayakashi,\and we are Deity and familiar.\I hope I can be with Tomoe forever and ever.\No conversation in the men's hot spring.\So good! Local specialty: hot springs and sake!\It's fabulous! response:	Otohiko, I can't see the moon at all.
