context: Byousoku 5 Centimeters response:	Chapter 1
context: We sincerely apologize for the trouble. In a moment, this train will start moving towards Utsunomiya.\Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble. response:	Until such time when the train arrives, please wait.
context: Koyama, Koyama...\Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait. response:	In any case,
context: Passengers using the Touho bullet train, please transfer here.\Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case, response:	I have no choice but to forge forward to the station where Akari is waiting.
context: Passengers getting on the Touho bullet train outgoing from Morioka, please go to the first platform...\Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting. response:	The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.
context: Passengers boarding the train headed towards Tokyo, please go to platform 5.\Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki. response:	Please stand behind the white line.
context: Attention please, passengers,\due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.\Please stand behind the white line. response:	Attention please, passengers,
context: due to the snow, the Ryoumo line is currently suffering a major operational delay.\We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.\Please stand behind the white line.\Attention please, passengers, response:	Due to the current snowstorm, this train will be temporarily stopping.
context: We are terribly sorry for the trouble.\Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.\Please stand behind the white line.\Attention please, passengers,\Due to the current snowstorm, this train will be temporarily stopping. response:	We apologize for the inconvenience caused.
context: Until such time when the train arrives, please wait.\In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.\Please stand behind the white line.\Attention please, passengers,\Due to the current snowstorm, this train will be temporarily stopping.\We apologize for the inconvenience caused. response:	We are currently unable to provide a time for the resumption of service.
context: In any case,\I have no choice but to forge forward to the station where Akari is waiting.\The train arriving on track number 8 heading towards Ashikaga-Maebashi, will be going to Takasaki.\Please stand behind the white line.\Attention please, passengers,\Due to the current snowstorm, this train will be temporarily stopping.\We apologize for the inconvenience caused.\We are currently unable to provide a time for the resumption of service. response:	Due to the current snowstorm, this train will be temporarily stopping.
