context: akirame wa shinai dare ni mo watasenai response:	kono yume dake wa kakegaenai mono
context: Fukuda's on a roll.\Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right? response:	Yes, it is.
context: Making a manga about your hobby sure has a big effect.\But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is. response:	Then...
context: But if it comes down to a new serialization and a one-shot, people are more likely to vote for the new serialization, right?\That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is.\Then... response:	That is, if they understand what's going on.
context: That trend does exist, but it's not a sure thing.\Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is.\Then...\That is, if they understand what's going on. response:	The majority of the readers are in their teens.
context: Buchigiri has a clear goal of becoming the number one racer.\The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is.\Then...\That is, if they understand what's going on.\The majority of the readers are in their teens. response:	Buchigiri is easier for them to understand.
context: The race scenes are showy and intense.\PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is.\Then...\That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand. response:	Aida, what ranking do you think PCP will get?
context: PCP has a lot of exposition and will look plain in comparison.\But the content is good, right?\Yes, it is.\Then...\That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get? response:	If it splits votes with Buchigiri,
context: But the content is good, right?\Yes, it is.\Then...\That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri, response:	then it may be hard for it to get ahead of the other popular manga.
context: Yes, it is.\Then...\That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga. response:	It's all up to the readers.
context: Then...\That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga.\It's all up to the readers. response:	Hey, the early results are in tomorrow, right?
context: That is, if they understand what's going on.\The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga.\It's all up to the readers.\Hey, the early results are in tomorrow, right? response:	I've told him to only let us know the final results.
context: The majority of the readers are in their teens.\Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga.\It's all up to the readers.\Hey, the early results are in tomorrow, right?\I've told him to only let us know the final results. response:	What? But I really want to know!
context: Buchigiri is easier for them to understand.\Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga.\It's all up to the readers.\Hey, the early results are in tomorrow, right?\I've told him to only let us know the final results.\What? But I really want to know! response:	Rankings, huh?
context: Aida, what ranking do you think PCP will get?\If it splits votes with Buchigiri,\then it may be hard for it to get ahead of the other popular manga.\It's all up to the readers.\Hey, the early results are in tomorrow, right?\I've told him to only let us know the final results.\What? But I really want to know!\Rankings, huh? response:	Moriya, not again
