context: Wise Woman Beatrix. response:	Shibiladula Reladibula.
context: Hey.\Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us.\Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back! response:	Isn't that...
context: Why are you and your dad going to Diana's house?\We were invited.\It seems they have something to show us.\Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that... response:	Thank you for honoring us with your visit!
context: We were invited.\It seems they have something to show us.\Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit! response:	We have been awaiting you, Lord Hanbridge.
context: It seems they have something to show us.\Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge. response:	You must be exhausted after your long journey.
context: Oh yeah, you two are related.\That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey. response:	Please, come inside.
context: That we are.\Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside. response:	I am so truly grateful that you've come.
context: Anyway, what brings you all the way out to the Cavendish estate?\I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come. response:	Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!
context: I came to bring Diana back!\Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew! response:	Who might this be?
context: Isn't that...\Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be? response:	U-Um, my name is Kagari Atsuko.
context: Thank you for honoring us with your visit!\We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko. response:	Akko!
context: We have been awaiting you, Lord Hanbridge.\You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko.\Akko! response:	Diana!
context: You must be exhausted after your long journey.\Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko.\Akko!\Diana! response:	My, is she a friend of yours?
context: Please, come inside.\I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko.\Akko!\Diana!\My, is she a friend of yours? response:	Why are you here?!
context: I am so truly grateful that you've come.\Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko.\Akko!\Diana!\My, is she a friend of yours?\Why are you here?! response:	I still haven't accepted it!
context: Minister of State Paul Hanbridge, as well as the ever-handsome Andrew!\Who might this be?\U-Um, my name is Kagari Atsuko.\Akko!\Diana!\My, is she a friend of yours?\Why are you here?!\I still haven't accepted it! response:	And what does it matter whether you have or not?!
context: Who might this be?\U-Um, my name is Kagari Atsuko.\Akko!\Diana!\My, is she a friend of yours?\Why are you here?!\I still haven't accepted it!\And what does it matter whether you have or not?! response:	Honestly, you must be touched in the head.
context: U-Um, my name is Kagari Atsuko.\Akko!\Diana!\My, is she a friend of yours?\Why are you here?!\I still haven't accepted it!\And what does it matter whether you have or not?!\Honestly, you must be touched in the head. response:	And would you care to explain why you've arrived together?
context: Akko!\Diana!\My, is she a friend of yours?\Why are you here?!\I still haven't accepted it!\And what does it matter whether you have or not?!\Honestly, you must be touched in the head.\And would you care to explain why you've arrived together? response:	Why hello, Diana. We just happened to pick her up off the side of the road.
