context: Editorial Department response:	Shounen Jack
context: the 50th chapter of PCP will be getting a front-page color spread to commemorate its one-year anniversary.\I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here! response:	No, you're pros. You should be happy.
context: I see. A year, huh?\We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy. response:	Also, the second drama CD has been confirmed.
context: We knew that, of course. But it's still great to hear!\Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed. response:	This Azuki Miho that you recommended is now pretty popular.
context: Yeah!\Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular. response:	She's gotten a lot of work since then.
context: Your contract price and the per-manuscript payments will also be raised come February.\All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then. response:	Your first anniversary will also be celebrated at the serialization awards ceremony.
context: All right!\Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony. response:	We really made it to a year.
context: Let's see. Payment is per page, so 19 pages, four times a month, would equal...\Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year. response:	Yeah!
context: Don't calculate that here!\No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah! response:	Everything's going well.
context: No, you're pros. You should be happy.\Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah!\Everything's going well. response:	But...
context: Also, the second drama CD has been confirmed.\This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah!\Everything's going well.\But... response:	Eiji Ltd.
context: This Azuki Miho that you recommended is now pretty popular.\She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah!\Everything's going well.\But...\Eiji Ltd. response:	I'm amazed at how you can write three works simultaneously.
context: She's gotten a lot of work since then.\Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah!\Everything's going well.\But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously. response:	Doing a bunch of stuff at once is fun!
context: Your first anniversary will also be celebrated at the serialization awards ceremony.\We really made it to a year.\Yeah!\Everything's going well.\But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun! response:	A bunch of stuff?
context: We really made it to a year.\Yeah!\Everything's going well.\But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff? response:	Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?
context: Yeah!\Everything's going well.\But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace? response:	Huh?
context: Everything's going well.\But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh? response:	I'm talking about what you said before!
context: But...\Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before! response:	Rabuta isn't by Ashirogi.
context: Eiji Ltd.\I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi. response:	It's true that Takagi only wrote the story.
context: I'm amazed at how you can write three works simultaneously.\Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story. response:	That's not what I mean.
context: Doing a bunch of stuff at once is fun!\A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story.\That's not what I mean. response:	Huh?
context: A bunch of stuff?\Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story.\That's not what I mean.\Huh? response:	Rabuta Peace is by Shiratori Shun.
context: Why is it okay for you to do that, but not okay for Takagi to write the story for Rabuta Peace?\Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story.\That's not what I mean.\Huh?\Rabuta Peace is by Shiratori Shun. response:	I have no time!
context: Huh?\I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story.\That's not what I mean.\Huh?\Rabuta Peace is by Shiratori Shun.\I have no time! response:	You don't necessarily have to make the February serialization committee, right?
context: I'm talking about what you said before!\Rabuta isn't by Ashirogi.\It's true that Takagi only wrote the story.\That's not what I mean.\Huh?\Rabuta Peace is by Shiratori Shun.\I have no time!\You don't necessarily have to make the February serialization committee, right? response:	Shuujin, let's both do our best!
