context: I wonder what's happening on this world response:	I wonder what's happening on this world
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	Boof
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\Boof response:	What?
context: Boof\Boof\Boof\Boof\Boof\Boof\Boof\What? response:	When I used to serve Lady Yonomori, she always let me sleep by her side.
context: Boof\Boof\Boof\Boof\Boof\Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side. response:	Sure.
context: Boof\Boof\Boof\Boof\Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure. response:	No.
context: Boof\Boof\Boof\Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No. response:	I wasn't asking you.
context: Boof\Boof\Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No.\I wasn't asking you. response:	What's the problem? It's a big room anyway.
context: Boof\Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No.\I wasn't asking you.\What's the problem? It's a big room anyway. response:	Familiars have their own sleeping chamber.
context: Boof\What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No.\I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber. response:	Observe the rules.
context: What?\When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No.\I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules. response:	Then you could just sleep with us too, Tomoe.
context: When I used to serve Lady Yonomori, she always let me sleep by her side.\Sure.\No.\I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe. response:	The three of us together.
context: Sure.\No.\I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together. response:	I said no, and that is the end of it.
context: No.\I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it. response:	Tomoe's kind of in a bad mood today.
context: I wasn't asking you.\What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today. response:	I wonder if he didn't really want to become a familiar.
context: What's the problem? It's a big room anyway.\Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar. response:	Are you all right?!
context: Familiars have their own sleeping chamber.\Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?! response:	I have not slept much in the past few days thanks to my matchmaking work.
context: Observe the rules.\Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work. response:	That's a lie!
context: Then you could just sleep with us too, Tomoe.\The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie! response:	There are so many of them!
context: The three of us together.\I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them! response:	If you'll let me, I can help you out.
context: I said no, and that is the end of it.\Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them!\If you'll let me, I can help you out. response:	But don't you have your own work to do?
context: Tomoe's kind of in a bad mood today.\I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do? response:	Not a problem.
context: I wonder if he didn't really want to become a familiar.\Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem. response:	I have thirty parishioners, so...
context: Are you all right?!\I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so... response:	Oh... Oh...
context: I have not slept much in the past few days thanks to my matchmaking work.\That's a lie!\There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so...\Oh... Oh... response:	Inaho...
context: That's a lie!\There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so...\Oh... Oh...\Inaho... response:	Why do you sleep every year, knowing that this will happen?
context: There are so many of them!\If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so...\Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen? response:	This incident...
context: If you'll let me, I can help you out.\But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so...\Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen?\This incident... response:	Charging you to feed the carp and calling it water under the bridge...
context: But don't you have your own work to do?\Not a problem.\I have thirty parishioners, so...\Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge... response:	The Lord Ookuninushi is most magnanimous.
context: Not a problem.\I have thirty parishioners, so...\Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous. response:	Tomoe!
context: I have thirty parishioners, so...\Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe! response:	I've been allowed a little break!
context: Oh... Oh...\Inaho...\Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break! response:	Let's go shopping in the mundane world.
context: Inaho...\Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world. response:	I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.
context: Why do you sleep every year, knowing that this will happen?\This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo. response:	Wow! The Grand Shrine in the mundane world is super busy too!
context: This incident...\Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too! response:	The Gods in Residence Festival is right now.
context: Charging you to feed the carp and calling it water under the bridge...\The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now. response:	Greeting of the Gods Festival
context: The Lord Ookuninushi is most magnanimous.\Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival response:	Gods in Residence Festival
context: Tomoe!\I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival response:	Izumo Grand Shrine
context: I've been allowed a little break!\Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine response:	Paying Respect
context: Let's go shopping in the mundane world.\I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine\Paying Respect response:	It's the same place, and yet...
context: I've been in the world of the gods ever since I got here, so I haven't done any sightseeing in Izumo.\Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine\Paying Respect\It's the same place, and yet... response:	It's different.
context: Wow! The Grand Shrine in the mundane world is super busy too!\The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine\Paying Respect\It's the same place, and yet...\It's different. response:	It's kind of magical.
context: The Gods in Residence Festival is right now.\Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine\Paying Respect\It's the same place, and yet...\It's different.\It's kind of magical. response:	It doesn't say stuff like Great Luck.
context: Greeting of the Gods Festival\Gods in Residence Festival\Izumo Grand Shrine\Paying Respect\It's the same place, and yet...\It's different.\It's kind of magical.\It doesn't say stuff like Great Luck. response:	Izumo Soba Noodles
context: Gods in Residence Festival\Izumo Grand Shrine\Paying Respect\It's the same place, and yet...\It's different.\It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles response:	The mundane world is great!
context: Izumo Grand Shrine\Paying Respect\It's the same place, and yet...\It's different.\It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great! response:	The two of us, visiting a matchmaking a shrine, having soba noodles...
context: Paying Respect\It's the same place, and yet...\It's different.\It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles... response:	This almost feels like a date, doesn't it?
context: It's the same place, and yet...\It's different.\It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it? response:	Nanami...
context: It's different.\It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami... response:	Do you still care for me?
context: It's kind of magical.\It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami...\Do you still care for me? response:	What?
context: It doesn't say stuff like Great Luck.\Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami...\Do you still care for me?\What? response:	Oh...
context: Izumo Soba Noodles\The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami...\Do you still care for me?\What?\Oh... response:	It's different from before.
context: The mundane world is great!\The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami...\Do you still care for me?\What?\Oh...\It's different from before. response:	I see.
context: The two of us, visiting a matchmaking a shrine, having soba noodles...\This almost feels like a date, doesn't it?\Nanami...\Do you still care for me?\What?\Oh...\It's different from before.\I see. response:	Oh, but...
context: This almost feels like a date, doesn't it?\Nanami...\Do you still care for me?\What?\Oh...\It's different from before.\I see.\Oh, but... response:	I get it, okay?
context: Nanami...\Do you still care for me?\What?\Oh...\It's different from before.\I see.\Oh, but...\I get it, okay? response:	You don't have any feelings for me.
context: Do you still care for me?\What?\Oh...\It's different from before.\I see.\Oh, but...\I get it, okay?\You don't have any feelings for me. response:	I don't have the wrong idea about it or anything,
context: What?\Oh...\It's different from before.\I see.\Oh, but...\I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything, response:	so don't worry, okay?
context: Oh...\It's different from before.\I see.\Oh, but...\I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay? response:	It's okay to pour the broth into the next...
context: It's different from before.\I see.\Oh, but...\I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next... response:	Oh, pardon me, miss.
context: I see.\Oh, but...\I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss. response:	Ugh! I stink of soba broth!
context: Oh, but...\I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth! response:	I should've washed my other shirt!
context: I get it, okay?\You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt! response:	Would it be bad to attend the Divine Assembly in a t-shirt?
context: You don't have any feelings for me.\I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt? response:	Hell if I know.
context: I don't have the wrong idea about it or anything,\so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know. response:	This is what you get for not always being fully prepared.
context: so don't worry, okay?\It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared. response:	Panicking in such situations...
context: It's okay to pour the broth into the next...\Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations... response:	Are you taking that off?!
context: Oh, pardon me, miss.\Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?! response:	Huh?
context: Ugh! I stink of soba broth!\I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?!\Huh? response:	What's wrong?
context: I should've washed my other shirt!\Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?!\Huh?\What's wrong? response:	I'm wearing a camisole underneath.
context: Would it be bad to attend the Divine Assembly in a t-shirt?\Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?!\Huh?\What's wrong?\I'm wearing a camisole underneath. response:	It's the kind you can go out in.
context: Hell if I know.\This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?!\Huh?\What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in. response:	Who the hell just starts stripping in front of a man?!
context: This is what you get for not always being fully prepared.\Panicking in such situations...\Are you taking that off?!\Huh?\What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?! response:	Do it privately in the back!
context: Panicking in such situations...\Are you taking that off?!\Huh?\What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back! response:	Huh?
context: Are you taking that off?!\Huh?\What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh? response:	Y-You don't have to yell at me like that.
context: Huh?\What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh?\Y-You don't have to yell at me like that. response:	You've seen me in camis all the time around the shrine!
context: What's wrong?\I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine! response:	You've been acting like a jerk all day!
context: I'm wearing a camisole underneath.\It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day! response:	And that is completely your doing!
context: It's the kind you can go out in.\Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing! response:	Even this morning, you spoke of sleeping with the snake. You lack discretion!
context: Who the hell just starts stripping in front of a man?!\Do it privately in the back!\Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing!\Even this morning, you spoke of sleeping with the snake. You lack discretion! response:	What if he were to jump you again as he did before?
context: Do it privately in the back!\Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing!\Even this morning, you spoke of sleeping with the snake. You lack discretion!\What if he were to jump you again as he did before? response:	What the heck? You worry too much.
context: Huh?\Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing!\Even this morning, you spoke of sleeping with the snake. You lack discretion!\What if he were to jump you again as he did before?\What the heck? You worry too much. response:	If that's the case, you could just come sleep with us too.
context: Y-You don't have to yell at me like that.\You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing!\Even this morning, you spoke of sleeping with the snake. You lack discretion!\What if he were to jump you again as he did before?\What the heck? You worry too much.\If that's the case, you could just come sleep with us too. response:	Enough already!
context: You've seen me in camis all the time around the shrine!\You've been acting like a jerk all day!\And that is completely your doing!\Even this morning, you spoke of sleeping with the snake. You lack discretion!\What if he were to jump you again as he did before?\What the heck? You worry too much.\If that's the case, you could just come sleep with us too.\Enough already! response:	Do you really have feelings for me?!
