context: Yuuichi! response:	Sorry! Were you waiting long?
context: Fashion Index 12 Points\Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see... response:	Ack!
context: Bear Preference Index 45 Points\Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see...\Ack! response:	Yuuichi?
context: Cost Index 73 Points\This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see...\Ack!\Yuuichi? response:	Who is that woman?
context: This is very similar to the famous deviation value thing, bear.\There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see...\Ack!\Yuuichi?\Who is that woman? response:	What?
context: There are a bunch of different ways to normalize, bear.\If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see...\Ack!\Yuuichi?\Who is that woman?\What? response:	Uh... Well... It's, um...
context: If you want to know more, go study, bear.\Hey, where should we go next?\Hmm... Let's see...\Ack!\Yuuichi?\Who is that woman?\What?\Uh... Well... It's, um... response:	Science Fell in Love, So I Tried to Prove It
context: Hey, where should we go next?\Hmm... Let's see...\Ack!\Yuuichi?\Who is that woman?\What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It response:	The female tells the male to say ah hand proceeds to feed him.
context: Hmm... Let's see...\Ack!\Yuuichi?\Who is that woman?\What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him. response:	The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.
context: Ack!\Yuuichi?\Who is that woman?\What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands. response:	Yukimura-kun, say ah.
context: Yuuichi?\Who is that woman?\What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah. response:	How is it? Good?
context: Who is that woman?\What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good? response:	Yes. I have no issues with it.
context: What?\Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it. response:	11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.
context: Uh... Well... It's, um...\Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing. response:	A smartphone app's fine,
context: Science Fell in Love, So I Tried to Prove It\The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.\A smartphone app's fine, response:	but what're you going do about recording the details of the events?
context: The female tells the male to say ah hand proceeds to feed him.\The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.\A smartphone app's fine,\but what're you going do about recording the details of the events? response:	Since I'm the one who proposed it, I'll take responsibility and do it myself.
context: The male says let's go, takes the female's hand smartly, hhand they continue walking in that manner, hhhhholding hands.\Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.\A smartphone app's fine,\but what're you going do about recording the details of the events?\Since I'm the one who proposed it, I'll take responsibility and do it myself. response:	Kanade, doing it alone's going to be a lot of work, you know.
context: Yukimura-kun, say ah.\How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.\A smartphone app's fine,\but what're you going do about recording the details of the events?\Since I'm the one who proposed it, I'll take responsibility and do it myself.\Kanade, doing it alone's going to be a lot of work, you know. response:	Torasuke. You're going, too.
context: How is it? Good?\Yes. I have no issues with it.\11:13 AM. After the ah, Yukimura begins to sweat a little while chewing.\A smartphone app's fine,\but what're you going do about recording the details of the events?\Since I'm the one who proposed it, I'll take responsibility and do it myself.\Kanade, doing it alone's going to be a lot of work, you know.\Torasuke. You're going, too. response:	You know, I'd really love to go,
