context: I thought the way she talked was like the way she sang. response:	That unique and annoying way Takumi stretches the last word when he speaks
context: I dunno.\Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain. response:	RECREATION ROOM
context: Are you really serious about getting married?!\Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM response:	RECREATION ROOM The two bands in the tabloids met face to face,
context: Huh? Then you'll marry me?\I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face, response:	The two bands in the tabloids met face to face,
context: I'll discuss it with the agency.\You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face, response:	yet they didn't touch on the subject one bit.
context: You can't just do whatever you want either, right?\Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit. response:	How boring!
context: Why should we need the consent of those around us\and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring! response:	Of course not. This isn't one of those talk shows.
context: and a certificate for two people to love each other?\The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows. response:	I wonder if the BLAST members will be coming home late tonight.
context: The human society is such a pain.\RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight. response:	Well, in particular, Nobu.
context: RECREATION ROOM\RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu. response:	He did say this was all they had today.
context: RECREATION ROOM The two bands in the tabloids met face to face,\The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today. response:	Really? Then let's invite them and play some mahjongg here!
context: The two bands in the tabloids met face to face,\yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here! response:	Mahjongg?
context: yet they didn't touch on the subject one bit.\How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg? response:	I hear they all love it!
context: How boring!\Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it! response:	They said so in a magazine interview.
context: Of course not. This isn't one of those talk shows.\I wonder if the BLAST members will be coming home late tonight.\Well, in particular, Nobu.\He did say this was all they had today.\Really? Then let's invite them and play some mahjongg here!\Mahjongg?\I hear they all love it!\They said so in a magazine interview. response:	I love mahjongg!
