context: You're Lilah? response:	Arnold?
context: Let's see, we just got these X-rays back from the lab.\Let's take a...\Taxi!\Taxi!\Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey. response:	And I've got your name and identification number, Mr. Hadji Gonzales.
context: Let's take a...\Taxi!\Taxi!\Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales. response:	Take me where I want to go or your job goes right in the crapper.
context: Taxi!\Taxi!\Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper. response:	Oh, lady.
context: Taxi!\Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady. response:	I say my prayers each night
context: Roll down the window.\I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night response:	To make my soul a little cleaner
context: I'm going to the garage. How far are you going?\- Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night\To make my soul a little cleaner response:	Then I get up in the morning
context: - Just a couple of blocks down the street. - All right, get in. Come on.\I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning response:	Try to catch me a novena
context: I lied. I'm going to Jersey.\And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena response:	I'm the envy of everyone
context: And I've got your name and identification number, Mr. Hadji Gonzales.\Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone response:	Especially the Catholics
context: Take me where I want to go or your job goes right in the crapper.\Oh, lady.\I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone\Especially the Catholics response:	Eat your heart out, Nell Carter
context: Oh, lady.\I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter response:	'Cause I'm married to the fella
context: I say my prayers each night\To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella response:	who's on the crucifix
context: To make my soul a little cleaner\Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix response:	I think this is the perfect way to get back at this tight-assed bitch.
context: Then I get up in the morning\Try to catch me a novena\I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch. response:	She'll come in, see this amputated member from the male cadaver...
context: Try to catch me a novena\I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver... response:	I don't care. She comes in the next day and looks at it.
context: I'm the envy of everyone\Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver...\I don't care. She comes in the next day and looks at it. response:	She says, One of you gentlemen left in a hurry last night.
context: Especially the Catholics\Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver...\I don't care. She comes in the next day and looks at it.\She says, One of you gentlemen left in a hurry last night. response:	I'm dead. I'm gone. I'm laughing.
context: Eat your heart out, Nell Carter\'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver...\I don't care. She comes in the next day and looks at it.\She says, One of you gentlemen left in a hurry last night.\I'm dead. I'm gone. I'm laughing. response:	This is the highlight of my semester.
context: 'Cause I'm married to the fella\who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver...\I don't care. She comes in the next day and looks at it.\She says, One of you gentlemen left in a hurry last night.\I'm dead. I'm gone. I'm laughing.\This is the highlight of my semester. response:	You really did go to medical school.
context: who's on the crucifix\I think this is the perfect way to get back at this tight-assed bitch.\She'll come in, see this amputated member from the male cadaver...\I don't care. She comes in the next day and looks at it.\She says, One of you gentlemen left in a hurry last night.\I'm dead. I'm gone. I'm laughing.\This is the highlight of my semester.\You really did go to medical school. response:	Yes. In fact, my father thinks I'm still there.
