context: - Your Highness. - Your Highness. response:	You may all go.
context: Impudence.\Do you dare block my way?\Step aside.\Step aside!\Your Highness, please control yourself.\You...\Second Brother.\Second Brother! response:	Those are Father's orders. Do not make their jobs difficult.
context: Do you dare block my way?\Step aside.\Step aside!\Your Highness, please control yourself.\You...\Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult. response:	I don't even know if Shao Xing is still alive inside.
context: Step aside.\Step aside!\Your Highness, please control yourself.\You...\Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside. response:	How can I be at ease?
context: Step aside!\Your Highness, please control yourself.\You...\Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease? response:	Let me try.
context: Your Highness, please control yourself.\You...\Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try. response:	Heavenly Lord's orders are to not allow anyone to come near
context: You...\Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near response:	for fear someone will take the snake away.
context: Second Brother.\Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away. response:	However, he did not say nobody is to speak with her.
context: Second Brother!\Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her. response:	Is that correct?
context: Those are Father's orders. Do not make their jobs difficult.\I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct? response:	Second Brother, go talk to Miss Shao Xing and see how she is doing first.
context: I don't even know if Shao Xing is still alive inside.\How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first. response:	Then plan accordingly.
context: How can I be at ease?\Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly. response:	Do not behave recklessly.
context: Let me try.\Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly. response:	Shao Xing, can you hear me?
context: Heavenly Lord's orders are to not allow anyone to come near\for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me? response:	Shao Xing!
context: for fear someone will take the snake away.\However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing! response:	Shao Xing!
context: However, he did not say nobody is to speak with her.\Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing!\Shao Xing! response:	Your Highness!
context: Is that correct?\Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing!\Shao Xing!\Your Highness! response:	Shao Xing, have the evil creatures inside injured you?
context: Second Brother, go talk to Miss Shao Xing and see how she is doing first.\Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing!\Shao Xing!\Your Highness!\Shao Xing, have the evil creatures inside injured you? response:	Your Highness!
context: Then plan accordingly.\Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing!\Shao Xing!\Your Highness!\Shao Xing, have the evil creatures inside injured you?\Your Highness! response:	Aside from Aunt, only you have been good to me.
context: Do not behave recklessly.\Shao Xing, can you hear me?\Shao Xing!\Shao Xing!\Your Highness!\Shao Xing, have the evil creatures inside injured you?\Your Highness!\Aside from Aunt, only you have been good to me. response:	I have lived for over 70,000 years.
