context: The first time I met her, I knew instantly... response:	She must've been Kuro-kun's first love.
context: you're someone who decided to live your life seeing only the real world.\What will you do now that you know what lies in the shadows?\Kuro-senpai probably\didn't tell you because he didn't want to further involve you in this.\I see.\Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly. response:	That's very likely.
context: What will you do now that you know what lies in the shadows?\Kuro-senpai probably\didn't tell you because he didn't want to further involve you in this.\I see.\Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely. response:	Rikka-san probably died over and over to get the future where
context: Kuro-senpai probably\didn't tell you because he didn't want to further involve you in this.\I see.\Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where response:	people on the Internet wouldn't stop talking about Steel Lady Nanase,
context: didn't tell you because he didn't want to further involve you in this.\I see.\Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase, response:	and came back to life.
context: I see.\Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life. response:	But why would she do that?
context: Because Rikka-san, who has the same kudan ability to control\the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that? response:	What good comes out of creating a monster that will kill indiscriminately?
context: the future that Kuro-kun does, was pulling the strings,\Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately? response:	She has the power to determine the future,
context: Steel Lady Nanase was able to mature this quickly.\That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future, response:	but it's actually not all that impressive.
context: That's very likely.\Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive. response:	Kuro-senpai says that, too.
context: Rikka-san probably died over and over to get the future where\people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive.\Kuro-senpai says that, too. response:	He can only choose a future that's within the scope of his own talents,
context: people on the Internet wouldn't stop talking about Steel Lady Nanase,\and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive.\Kuro-senpai says that, too.\He can only choose a future that's within the scope of his own talents, response:	potential, and effort.
context: and came back to life.\But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive.\Kuro-senpai says that, too.\He can only choose a future that's within the scope of his own talents,\potential, and effort. response:	Meaning he's not that different from a normal person.
context: But why would she do that?\What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive.\Kuro-senpai says that, too.\He can only choose a future that's within the scope of his own talents,\potential, and effort.\Meaning he's not that different from a normal person. response:	But she successfully created a monster.
context: What good comes out of creating a monster that will kill indiscriminately?\She has the power to determine the future,\but it's actually not all that impressive.\Kuro-senpai says that, too.\He can only choose a future that's within the scope of his own talents,\potential, and effort.\Meaning he's not that different from a normal person.\But she successfully created a monster. response:	She's probably trying to find out
