context: High God. response:	We're going to the West Sea.
context: Heavenly Lord, Zhe Yan is currently at my Crystal Palace.\You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet? response:	Heavenly Lord, by Dijun's orders
context: You are very fortunate.\When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders response:	he is to live 60 years in the Mortal Realm
context: When Ye Hua was severely ill\it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm response:	to experience all the hardships of the Mortal Realm.
context: it was thanks to Zhe Yan's medical expertise\that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm. response:	It has only been 40 days. He still has 20 days left.
context: that Ye Hua's life was saved.\It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left. response:	Is he satisfied with what is written in your Book of Destiny?
context: It seems your eldest son will recover soon.\Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny? response:	I can't say if he is satisfied, but there are enough setbacks in store.
context: Thank you for Your Majesty's auspicious words.\Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store. response:	All the difficulties Dijun wants to experience must be provided to him.
context: Where is Dijun? How come he isnt back yet?\Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him. response:	Is that so?
context: Heavenly Lord, by Dijun's orders\he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so? response:	At this moment in the Mortal Realm
context: he is to live 60 years in the Mortal Realm\to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm response:	Dijun is traveling in disguise
context: to experience all the hardships of the Mortal Realm.\It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise response:	meets with misfortune, and is attacked by assassins.
context: It has only been 40 days. He still has 20 days left.\Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins. response:	Attacked by assassins?
context: Is he satisfied with what is written in your Book of Destiny?\I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins? response:	That one is good.
context: I can't say if he is satisfied, but there are enough setbacks in store.\All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good. response:	When Dijun was God of Heaven and Earth, he was never defeated.
context: All the difficulties Dijun wants to experience must be provided to him.\Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good.\When Dijun was God of Heaven and Earth, he was never defeated. response:	Nobody would dare offend him.
context: Is that so?\At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good.\When Dijun was God of Heaven and Earth, he was never defeated.\Nobody would dare offend him. response:	Now that he is in the Mortal Realm
context: At this moment in the Mortal Realm\Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good.\When Dijun was God of Heaven and Earth, he was never defeated.\Nobody would dare offend him.\Now that he is in the Mortal Realm response:	let him have a taste of misfortune
context: Dijun is traveling in disguise\meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good.\When Dijun was God of Heaven and Earth, he was never defeated.\Nobody would dare offend him.\Now that he is in the Mortal Realm\let him have a taste of misfortune response:	and being attacked by assassins.
context: meets with misfortune, and is attacked by assassins.\Attacked by assassins?\That one is good.\When Dijun was God of Heaven and Earth, he was never defeated.\Nobody would dare offend him.\Now that he is in the Mortal Realm\let him have a taste of misfortune\and being attacked by assassins. response:	Feng Jiu, take care.
