context: I'm going to win. response:	Name: kuebiko 09/04 22:50 ID Steel Lady Nanase isn't made up. She's a real ghost.
context: If that's the case, Steel Lady Nanase doesn't seem to be getting much weaker.\If he's that serious about her, she probably won't be able to run away\Name: Anonymous 09/05 00:09 ID.uhjllr01 The suspect needs to be arrested immediately\Name: Anonymous 09/05 00:09 ID.6glpoqa There's a huge hole in that last explanation.\Anon\You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense. response:	Hatsumi was afraid her sister would want revenge.
context: If he's that serious about her, she probably won't be able to run away\Name: Anonymous 09/05 00:09 ID.uhjllr01 The suspect needs to be arrested immediately\Name: Anonymous 09/05 00:09 ID.6glpoqa There's a huge hole in that last explanation.\Anon\You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge. response:	In order to calm her down, Steel Lady Nanase's persona would have to be milder.
context: Name: Anonymous 09/05 00:09 ID.uhjllr01 The suspect needs to be arrested immediately\Name: Anonymous 09/05 00:09 ID.6glpoqa There's a huge hole in that last explanation.\Anon\You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder. response:	And yet, if Steel Lady Nanase has a tendency
context: Name: Anonymous 09/05 00:09 ID.6glpoqa There's a huge hole in that last explanation.\Anon\You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency response:	to swing around a steel beam and assault people...
context: Anon\You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people... response:	Even if her living sister didn't come back to get revenge,
context: You said that the suspect made up Steel Lady Nanase\in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge, response:	wouldn't she think that her sister's ghost was going to attack her?
context: in order to calm Hatsumi's heart,\but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her? response:	Not to mention, now that he's committed a murder,
context: but that doesn't make sense.\Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder, response:	her fear would be at its max.
context: Hatsumi was afraid her sister would want revenge.\In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max. response:	He'd be tearing Hatsumi's psyche apart.
context: In order to calm her down, Steel Lady Nanase's persona would have to be milder.\And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart. response:	Therefore...
context: And yet, if Steel Lady Nanase has a tendency\to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore... response:	The suspect's motive doesn't match up.
context: to swing around a steel beam and assault people...\Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up. response:	If the motive falls apart, that means the solution also falls apart.
context: Even if her living sister didn't come back to get revenge,\wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart. response:	Totally. That solution doesn't work.
context: wouldn't she think that her sister's ghost was going to attack her?\Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work. response:	Really?
context: Not to mention, now that he's committed a murder,\her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really? response:	There's no guarantee that the suspect wouldn't do anything contradictory.
context: her fear would be at its max.\He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory. response:	I mean, it's possible,
context: He'd be tearing Hatsumi's psyche apart.\Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible, response:	but if that solution's possible, that means any other solution is possible, too.
context: Therefore...\The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too. response:	The suspect's a bit messed up in the head, and they're somewhat extreme, right?
context: The suspect's motive doesn't match up.\If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right? response:	Maybe they thought about creating this ghost hoax, but it just backfired?
context: If the motive falls apart, that means the solution also falls apart.\Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right?\Maybe they thought about creating this ghost hoax, but it just backfired? response:	Actually, if the suspect just did things that made no sense,
context: Totally. That solution doesn't work.\Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right?\Maybe they thought about creating this ghost hoax, but it just backfired?\Actually, if the suspect just did things that made no sense, response:	we wouldn't be able to deduce their actions.
context: Really?\There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right?\Maybe they thought about creating this ghost hoax, but it just backfired?\Actually, if the suspect just did things that made no sense,\we wouldn't be able to deduce their actions. response:	To Be Continued
context: There's no guarantee that the suspect wouldn't do anything contradictory.\I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right?\Maybe they thought about creating this ghost hoax, but it just backfired?\Actually, if the suspect just did things that made no sense,\we wouldn't be able to deduce their actions.\To Be Continued response:	Preview
context: I mean, it's possible,\but if that solution's possible, that means any other solution is possible, too.\The suspect's a bit messed up in the head, and they're somewhat extreme, right?\Maybe they thought about creating this ghost hoax, but it just backfired?\Actually, if the suspect just did things that made no sense,\we wouldn't be able to deduce their actions.\To Be Continued\Preview response:	Steel Lady Nanase is not a ghost.
