context: I realized that the time had come to face the problem I had been ignoring response:	by not thinking too deeply about it.
context: THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. Thinking back, that's probably why I was able to come this far\THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already?\We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great. response:	What's that supposed to mean?
context: THINKING BACK, THAT'S PROBABLY WHY I WAS ABLE TO COME THIS FAR WITH MY SINGING NO MATTER HOW TOUGH THINGS GOT. with my singing no matter how tough things got.\All right, okay. We're done.\Done already?\We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean? response:	We can artificially adjust the high notes you have trouble reaching.
context: All right, okay. We're done.\Done already?\We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching. response:	Do some voice training before the live performance,
context: Done already?\We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance, response:	so you don't embarrass yourself.
context: We've done enough.\At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself. response:	Otherwise, even the music magazines will start writing nasty things about you.
context: At your current level as a singer,\it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you. response:	Shut up! Stop laughing! Let me sing it again!
context: it'll be the same, no matter how many times we record.\In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again! response:	Well then, now that we're done with the recording,
context: In other words, you've given it all you've got for now and it was great.\What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording, response:	what do you say we go fishing?
context: What's that supposed to mean?\We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing? response:	Yeah, that sounds like fun.
context: We can artificially adjust the high notes you have trouble reaching.\Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun. response:	All right!
context: Do some voice training before the live performance,\so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun.\All right! response:	That's the one thing I've been looking forward to doing here.
context: so you don't embarrass yourself.\Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here. response:	The one thing?!
context: Otherwise, even the music magazines will start writing nasty things about you.\Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here.\The one thing?! response:	Matsuo!
context: Shut up! Stop laughing! Let me sing it again!\Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo! response:	Let me sing some more!
context: Well then, now that we're done with the recording,\what do you say we go fishing?\Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo!\Let me sing some more! response:	Keep it down! You'll scare off all the fish!
context: what do you say we go fishing?\Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish! response:	Say, why did your wife leave you?
context: Yeah, that sounds like fun.\All right!\That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you? response:	I think the number one reason Gaia decided to record at that training camp
context: All right!\That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp response:	I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp
context: That's the one thing I've been looking forward to doing here.\The one thing?!\Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp response:	I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.
context: The one thing?!\Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff. response:	I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.
context: Matsuo!\Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on
context: Let me sing some more!\Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.
context: Keep it down! You'll scare off all the fish!\Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band. response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.
context: Say, why did your wife leave you?\I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it.
context: I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it. response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.
context: I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. I think the number one reason Gaia decided to record at that training camp\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. response:	THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. Let's both do our best.
context: I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF. is to strengthen the bonds between the band members and the staff.\I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. Let's both do our best. response:	Mr. Ichinose. What about your family?
context: I THINK THE NUMBER ONE REASON GAIA DECIDED TO RECORD AT THAT TRAINING CAMP IS TO STRENGTHEN THE BONDS BETWEEN THE BAND MEMBERS AND THE STAFF.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. Let's both do our best.\Mr. Ichinose. What about your family? response:	How many siblings do you have?
context: THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. The staff you'll be working with from now on\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. will be like your family, there to support the band.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. I think participating in that camp has great meaning to it.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST.\THE STAFF YOU'LL BE WORKING WITH FROM NOW ON WILL BE LIKE YOUR FAMILY, THERE TO SUPPORT THE BAND. I THINK PARTICIPATING IN THAT CAMP HAS GREAT MEANING TO IT. LET'S BOTH DO OUR BEST. Let's both do our best.\Mr. Ichinose. What about your family?\How many siblings do you have? response:	You have a big sister, right?!
