context: Why the hell are you empty?! response:	Taking it out on the shampoo won't get you anywhere.
context: Same Day: Sunday\I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right? response:	Correct. The stench will disappear if you defeat the demon,
context: I see.\So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon, response:	but that's the only way to get rid of it.
context: So the liquid it hit Mitsuki with is from what it's previously used.\Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it. response:	I'm sorry about this.
context: Right! Put simply, it's like how pollen gets shot toward a pistil.\It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this. response:	I think I finally understand why that demon is worth so much.
context: It marked her with a unique scent so that it wouldn't lose track of where she is.\The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much. response:	Same here.
context: The person who has been marked is oblivious to the smell!\No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here. response:	Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?
context: No matter many times I bathe or change my clothes,\I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs? response:	Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.
context: I'm going to smell awful to everyone around me, right?\Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too. response:	Stop right there!
context: Correct. The stench will disappear if you defeat the demon,\but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there! response:	Why do I get the feeling that you're backing out?
context: but that's the only way to get rid of it.\I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out? response:	Can you blame us?
context: I'm sorry about this.\I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us? response:	That demon is way stronger than it
context: I think I finally understand why that demon is worth so much.\Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it response:	You dragged me into this.
context: Same here.\Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it\You dragged me into this. response:	Stop! Are you trying to kill me?
context: Wouldn't it be better if you earned your income gradually instead of all at once with large, risky jobs?\Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me? response:	What will happen to me? I've got school tomorrow.
context: Yeah. I think the landlord would give me some extra time to come up with the rent if I asked, too.\Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow. response:	Mitsuki!
context: Stop right there!\Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki! response:	Are you all right?
context: Why do I get the feeling that you're backing out?\Can you blame us?\That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right? response:	Big Brother!
context: Can you blame us?\That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right?\Big Brother! response:	You okay?
context: That demon is way stronger than it\You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right?\Big Brother!\You okay? response:	That was the first text my little sister has sent me in roughly a year.
context: You dragged me into this.\Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right?\Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year. response:	This is horrible!
context: Stop! Are you trying to kill me?\What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right?\Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible! response:	She's your precious little sister, isn't she? Could you help her out?
context: What will happen to me? I've got school tomorrow.\Mitsuki!\Are you all right?\Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out? response:	That stench...
context: Mitsuki!\Are you all right?\Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench... response:	Was the demon that attacked Mitsuki shaped like a fruit?
context: Are you all right?\Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit? response:	You've heard of it?
context: Big Brother!\You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit?\You've heard of it? response:	Yeah. Izumi told me about it.
context: You okay?\That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit?\You've heard of it?\Yeah. Izumi told me about it. response:	Exodus!
context: That was the first text my little sister has sent me in roughly a year.\This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit?\You've heard of it?\Yeah. Izumi told me about it.\Exodus! response:	The fresh air is so nice!
context: This is horrible!\She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit?\You've heard of it?\Yeah. Izumi told me about it.\Exodus!\The fresh air is so nice! response:	We should have done this from the start!
context: She's your precious little sister, isn't she? Could you help her out?\That stench...\Was the demon that attacked Mitsuki shaped like a fruit?\You've heard of it?\Yeah. Izumi told me about it.\Exodus!\The fresh air is so nice!\We should have done this from the start! response:	Ai-chan, where did that come from?
