context: My beloved Vieira Sensei... response:	The city where Sensei conducted, Prague...
context: WHAT'S THIS?\Chiaki-senpai!\Do people normally open the door in one swing like that?\What's wrong?\Ah! The belt, right?\Get off my way!\Senpai, if you came for the belt, here it is...\Clean up! response:	Take out all your cleaning tools!
context: Chiaki-senpai!\Do people normally open the door in one swing like that?\What's wrong?\Ah! The belt, right?\Get off my way!\Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools! response:	Cleaning tools?
context: Do people normally open the door in one swing like that?\What's wrong?\Ah! The belt, right?\Get off my way!\Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools!\Cleaning tools? response:	If vacum cleaner, it's always kept outside in the room.
context: What's wrong?\Ah! The belt, right?\Get off my way!\Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room. response:	Where is it?
context: Ah! The belt, right?\Get off my way!\Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it? response:	It's on top of the bed
context: Get off my way!\Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed response:	Where's the bed?
context: Senpai, if you came for the belt, here it is...\Clean up!\Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed\Where's the bed? response:	Over there!
context: Clean up!\Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed\Where's the bed?\Over there! response:	It stinks! It stinks!
context: Take out all your cleaning tools!\Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed\Where's the bed?\Over there!\It stinks! It stinks! response:	What is with this mountain of garbage?
context: Cleaning tools?\If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed\Where's the bed?\Over there!\It stinks! It stinks!\What is with this mountain of garbage? response:	I will throw them all away!
context: If vacum cleaner, it's always kept outside in the room.\Where is it?\It's on top of the bed\Where's the bed?\Over there!\It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away! response:	Nooo! Don't!
context: Where is it?\It's on top of the bed\Where's the bed?\Over there!\It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't! response:	This box contains many necessary stuff like school stuff...
context: It's on top of the bed\Where's the bed?\Over there!\It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff... response:	Oh! Don't!
context: Where's the bed?\Over there!\It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't! response:	The box contains sweets sent from my hometown, I can't survive without these...
context: Over there!\It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these... response:	Nooo! Not that! Not that!
context: It stinks! It stinks!\What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that! response:	It is my treasure... yes...
context: What is with this mountain of garbage?\I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes... response:	See?
context: I will throw them all away!\Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes...\See? response:	Cut it out!
context: Nooo! Don't!\This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes...\See?\Cut it out! response:	Gyabo!
context: This box contains many necessary stuff like school stuff...\Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes...\See?\Cut it out!\Gyabo! response:	Look, what's this?
context: Oh! Don't!\The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes...\See?\Cut it out!\Gyabo!\Look, what's this? response:	It's probably cream stew...
context: The box contains sweets sent from my hometown, I can't survive without these...\Nooo! Not that! Not that!\It is my treasure... yes...\See?\Cut it out!\Gyabo!\Look, what's this?\It's probably cream stew... response:	Is cream stew black? And coiling like this?
context: Nooo! Not that! Not that!\It is my treasure... yes...\See?\Cut it out!\Gyabo!\Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this? response:	Yes it was there since a year ago...
context: It is my treasure... yes...\See?\Cut it out!\Gyabo!\Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago... response:	What're these fish roes?
context: See?\Cut it out!\Gyabo!\Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes? response:	That was my meal...
context: Cut it out!\Gyabo!\Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes?\That was my meal... response:	Oi!... What's this... this mushroom?
context: Gyabo!\Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom? response:	That's my laundry...
context: Look, what's this?\It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom?\That's my laundry... response:	Ayaaa! Brassierre!
context: It's probably cream stew...\Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre! response:	Aiyaaa!! Panties!
context: Is cream stew black? And coiling like this?\Yes it was there since a year ago...\What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre!\Aiyaaa!! Panties! response:	Be quiet!
context: Yes it was there since a year ago...\What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre!\Aiyaaa!! Panties!\Be quiet! response:	What am I doing?
context: What're these fish roes?\That was my meal...\Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre!\Aiyaaa!! Panties!\Be quiet!\What am I doing? response:	With no garbage, the sound of piano is completely different!
context: That was my meal...\Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre!\Aiyaaa!! Panties!\Be quiet!\What am I doing?\With no garbage, the sound of piano is completely different! response:	What's this smell?
context: Oi!... What's this... this mushroom?\That's my laundry...\Ayaaa! Brassierre!\Aiyaaa!! Panties!\Be quiet!\What am I doing?\With no garbage, the sound of piano is completely different!\What's this smell? response:	Ah Senpai, as a sign of my gratitude, I cooked something for you! Please sit down.
