context: 4:51 response:	11:40
context: I'll do my best too!\The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm?\No, I'll make us happy.\Okay! response:	All right! The first chapter's done!
context: The two of us will live here from now on.\I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm?\No, I'll make us happy.\Okay!\All right! The first chapter's done! response:	Good work, everybody.
context: I'm so happy!\Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm?\No, I'll make us happy.\Okay!\All right! The first chapter's done!\Good work, everybody. response:	I brought the publishing sample of +NATURAL.
context: Your dad's giving us the realtor hookup, huh?\Let's be happy.\Hm?\No, I'll make us happy.\Okay!\All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL. response:	An opening color page? And CROW's got one in the middle?
context: Let's be happy.\Hm?\No, I'll make us happy.\Okay!\All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle? response:	It's already a Niiuzma Eiji issue.
context: Hm?\No, I'll make us happy.\Okay!\All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue. response:	Well, he's drawing both of them.
context: No, I'll make us happy.\Okay!\All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them. response:	They don't want people to overlook either of them.
context: Okay!\All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them. response:	Anyway, let's check out Natural.
context: All right! The first chapter's done!\Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural. response:	Yeah.
context: Good work, everybody.\I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah. response:	This is good!
context: I brought the publishing sample of +NATURAL.\An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah.\This is good! response:	It's not just good!
context: An opening color page? And CROW's got one in the middle?\It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah.\This is good!\It's not just good! response:	It's got an indie vibe.
context: It's already a Niiuzma Eiji issue.\Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah.\This is good!\It's not just good!\It's got an indie vibe. response:	But even though all the conventions of a first chapter are being broken, it still feels mainstream!
context: Well, he's drawing both of them.\They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah.\This is good!\It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream! response:	Indie? Mainstream? I don't get it.
context: They don't want people to overlook either of them.\Anyway, let's check out Natural.\Yeah.\This is good!\It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it. response:	It's not about defeating some enemy
context: Anyway, let's check out Natural.\Yeah.\This is good!\It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy response:	and wrapping things up in one chapter,
context: Yeah.\This is good!\It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter, response:	but you can definitely tell it's a shounen manga.
context: This is good!\It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga. response:	Yeah.
context: It's not just good!\It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah. response:	He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.
context: It's got an indie vibe.\But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters. response:	Oh, that I can understand.
context: But even though all the conventions of a first chapter are being broken, it still feels mainstream!\Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand. response:	That's super mainstream!
context: Indie? Mainstream? I don't get it.\It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream! response:	As for franchise opportunities, if it were turned into a card game, kids would probably love it.
context: It's not about defeating some enemy\and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream!\As for franchise opportunities, if it were turned into a card game, kids would probably love it. response:	And an anime, too.
context: and wrapping things up in one chapter,\but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream!\As for franchise opportunities, if it were turned into a card game, kids would probably love it.\And an anime, too. response:	Speaking of anime adaptations...
context: but you can definitely tell it's a shounen manga.\Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream!\As for franchise opportunities, if it were turned into a card game, kids would probably love it.\And an anime, too.\Speaking of anime adaptations... response:	Otters 11 will be turned into a late-night anime!
context: Yeah.\He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream!\As for franchise opportunities, if it were turned into a card game, kids would probably love it.\And an anime, too.\Speaking of anime adaptations...\Otters 11 will be turned into a late-night anime! response:	No way!
context: He's following the pattern of stuff like Pokemon by hatching the egg into various monsters.\Oh, that I can understand.\That's super mainstream!\As for franchise opportunities, if it were turned into a card game, kids would probably love it.\And an anime, too.\Speaking of anime adaptations...\Otters 11 will be turned into a late-night anime!\No way! response:	Not even I could lie about that.
