context: Senpai? response:	Senpai, are you awake?
context: I hear he plans to do something to Tohsaka, to get even.\No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop. response:	Hey, you!
context: No, I doubt even Shinji would try to get anywhere near someone who'd rejected him.\But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you! response:	Matou Shinji, I hate to break it to you,
context: But if she comes to where he is, he can't avoid her.\I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you, response:	but no matter how long you wait, Tohsaka Rin isn't coming!
context: I don't know why, but recently, Tohsaka's been coming to watch at the dojo a lot.\You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming! response:	Maki, this guy doesn't match Mitsuzuri's description.
context: You probably don't know, since you quit and all!\That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description. response:	He doesn't have wavy hair, either.
context: That was hilarious earlier!\He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either. response:	The way I see it, he just wet his naturally curly hair down today.
context: He practically peed his pants!\When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today. response:	A face this stupid-looking could only belong to Matou Shinji!
context: When Shinji gets mad, he doesn't know when to stop.\Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji! response:	No, I'm not Shinji.
context: Hey, you!\Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji. response:	See what I mean? That's what the bad guys all say.
context: Matou Shinji, I hate to break it to you,\but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say. response:	Wait.
context: but no matter how long you wait, Tohsaka Rin isn't coming!\Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait. response:	Sorry, but would you mind showing us your student ID?
context: Maki, this guy doesn't match Mitsuzuri's description.\He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID? response:	S-Sure.
context: He doesn't have wavy hair, either.\The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID?\S-Sure. response:	NAME Emiya Shirou CLASS 2 C
context: The way I see it, he just wet his naturally curly hair down today.\A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C response:	Maki-chan, we have the wrong man.
context: A face this stupid-looking could only belong to Matou Shinji!\No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man. response:	Emiya? That Emiya?
context: No, I'm not Shinji.\See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya? response:	That guy who fixes our gear whenever he has a spare moment?
context: See what I mean? That's what the bad guys all say.\Wait.\Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment? response:	The one they call Homurahara's Brownie?
context: Wait.\Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment?\The one they call Homurahara's Brownie? response:	I don't know that nickname, but I do know the track club president when I see her.
context: Sorry, but would you mind showing us your student ID?\S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment?\The one they call Homurahara's Brownie?\I don't know that nickname, but I do know the track club president when I see her. response:	We're sorry. You seemed to be looking for someone, so we just assumed...
context: S-Sure.\NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment?\The one they call Homurahara's Brownie?\I don't know that nickname, but I do know the track club president when I see her.\We're sorry. You seemed to be looking for someone, so we just assumed... response:	That's okay. What was that about Tohsaka not coming?
context: NAME Emiya Shirou CLASS 2 C\Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment?\The one they call Homurahara's Brownie?\I don't know that nickname, but I do know the track club president when I see her.\We're sorry. You seemed to be looking for someone, so we just assumed...\That's okay. What was that about Tohsaka not coming? response:	Has something happened?
context: Maki-chan, we have the wrong man.\Emiya? That Emiya?\That guy who fixes our gear whenever he has a spare moment?\The one they call Homurahara's Brownie?\I don't know that nickname, but I do know the track club president when I see her.\We're sorry. You seemed to be looking for someone, so we just assumed...\That's okay. What was that about Tohsaka not coming?\Has something happened? response:	She stayed home today.
