context: I can't let Croix do as she pleases any longer. response:	I can't let Croix do as she pleases any longer.
context: Y-You mean I should do it?\Do you disagree?\No, you've got it right.\Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing! response:	I saw it before!
context: Do you disagree?\No, you've got it right.\Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing!\I saw it before! response:	Sorry, Andrew! I've gotta go!
context: No, you've got it right.\Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing!\I saw it before!\Sorry, Andrew! I've gotta go! response:	See you later!
context: Fine, I'll do it!\Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing!\I saw it before!\Sorry, Andrew! I've gotta go!\See you later! response:	Sure
context: Oh?\What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing!\I saw it before!\Sorry, Andrew! I've gotta go!\See you later!\Sure response:	What's the point if you don't do it yourself?
context: What's with that look? You can bet I'll do it!\Just watch me, Andrew!\That thing!\I saw it before!\Sorry, Andrew! I've gotta go!\See you later!\Sure\What's the point if you don't do it yourself? response:	That's right...
context: Just watch me, Andrew!\That thing!\I saw it before!\Sorry, Andrew! I've gotta go!\See you later!\Sure\What's the point if you don't do it yourself?\That's right... response:	Little Witch Academia
context: That thing!\I saw it before!\Sorry, Andrew! I've gotta go!\See you later!\Sure\What's the point if you don't do it yourself?\That's right...\Little Witch Academia response:	Little Witch Academia
context: I saw it before!\Sorry, Andrew! I've gotta go!\See you later!\Sure\What's the point if you don't do it yourself?\That's right...\Little Witch Academia\Little Witch Academia response:	I wonder if things are going well with Akko and Andrew.
context: Sorry, Andrew! I've gotta go!\See you later!\Sure\What's the point if you don't do it yourself?\That's right...\Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew. response:	Come back!
context: See you later!\Sure\What's the point if you don't do it yourself?\That's right...\Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back! response:	Wait!
context: Sure\What's the point if you don't do it yourself?\That's right...\Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back!\Wait! response:	Guess not.
context: What's the point if you don't do it yourself?\That's right...\Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back!\Wait!\Guess not. response:	Akko?
context: That's right...\Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back!\Wait!\Guess not.\Akko? response:	You should really try to limit your foolishness to the school grounds.
context: Little Witch Academia\Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back!\Wait!\Guess not.\Akko?\You should really try to limit your foolishness to the school grounds. response:	Look!
context: Little Witch Academia\I wonder if things are going well with Akko and Andrew.\Come back!\Wait!\Guess not.\Akko?\You should really try to limit your foolishness to the school grounds.\Look! response:	That looks like the things that were flying around during the strike.
context: I wonder if things are going well with Akko and Andrew.\Come back!\Wait!\Guess not.\Akko?\You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike. response:	I remember seeing them at the Wild Hunt too.
context: Come back!\Wait!\Guess not.\Akko?\You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike.\I remember seeing them at the Wild Hunt too. response:	Bad stuff happens whenever these things are around.
context: Wait!\Guess not.\Akko?\You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike.\I remember seeing them at the Wild Hunt too.\Bad stuff happens whenever these things are around. response:	There too...
context: Guess not.\Akko?\You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike.\I remember seeing them at the Wild Hunt too.\Bad stuff happens whenever these things are around.\There too... response:	I've got a bad feeling about this.
context: Akko?\You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike.\I remember seeing them at the Wild Hunt too.\Bad stuff happens whenever these things are around.\There too...\I've got a bad feeling about this. response:	Hey!
context: You should really try to limit your foolishness to the school grounds.\Look!\That looks like the things that were flying around during the strike.\I remember seeing them at the Wild Hunt too.\Bad stuff happens whenever these things are around.\There too...\I've got a bad feeling about this.\Hey! response:	Look at that!
