context: 0:00 response:	6.05 August 23rd Thursday
context: Oh, that.\That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me response:	Shut up!
context: That ?!\You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up! response:	Be quiet for a minute!
context: You're so obviously prattling away with both Iwase and that female manga author!\Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute! response:	Just come back already.
context: Are the two of you going on group dates with both of them every day, or something?\Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute!\Just come back already. response:	I can't stand that Azuki and Mashiro ended up like this because of us.
context: Sounds like fun!\Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us. response:	I feel the same way, but...
context: Even though you never take me out on a proper date,\you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but... response:	It's because of you, not because of us.
context: you're really chummy with pretty girls!\You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us. response:	All right, I get it.
context: You should only do stuff like that after you break up with me\Shut up!\Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us.\All right, I get it. response:	Anyways, I'm going to explain it to you, so just calm down and listen.
context: Shut up!\Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen. response:	I can't get Nakai to do the art now.
context: Be quiet for a minute!\Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now. response:	What should I do?
context: Just come back already.\I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do? response:	I'm telling you, it was a misunderstanding!
context: I can't stand that Azuki and Mashiro ended up like this because of us.\I feel the same way, but...\It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding! response:	I told Iwase I liked you 1,000 times more than her.
context: I feel the same way, but...\It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her. response:	I really did!
context: It's because of you, not because of us.\All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did! response:	And how much more do you like me than Aoki?
context: All right, I get it.\Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did!\And how much more do you like me than Aoki? response:	Three times?
context: Anyways, I'm going to explain it to you, so just calm down and listen.\I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did!\And how much more do you like me than Aoki?\Three times? response:	Why are you being realistic there?
context: I can't get Nakai to do the art now.\What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did!\And how much more do you like me than Aoki?\Three times?\Why are you being realistic there? response:	That's so stupid.
context: What should I do?\I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did!\And how much more do you like me than Aoki?\Three times?\Why are you being realistic there?\That's so stupid. response:	But since it's realistic, I'll believe you when you say you like me.
context: I'm telling you, it was a misunderstanding!\I told Iwase I liked you 1,000 times more than her.\I really did!\And how much more do you like me than Aoki?\Three times?\Why are you being realistic there?\That's so stupid.\But since it's realistic, I'll believe you when you say you like me. response:	Yeah, I like you more than anyone.
