context: The report says the Scarlet Flame Golden Lion response:	appeared in the Far North rebel army camp.
context: Your Highness, His Majesty left an hour ago.\- You may go. - Yes.\As long as you protect this child\I certainly will not forget your devotion.\I absolutely cannot lie to His Majesty.\Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature. response:	You must not do it!
context: - You may go. - Yes.\As long as you protect this child\I certainly will not forget your devotion.\I absolutely cannot lie to His Majesty.\Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it! response:	When I was in Qing Qiu
context: As long as you protect this child\I certainly will not forget your devotion.\I absolutely cannot lie to His Majesty.\Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu response:	I heard about a medicinal herb that exists in the Ghost Realm
context: I certainly will not forget your devotion.\I absolutely cannot lie to His Majesty.\Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm response:	that can induce labor for a diseased child
context: I absolutely cannot lie to His Majesty.\Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child response:	and a spell to heal the diseased child.
context: Please... Please forgive me, Your Highness.\You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child. response:	You have served three generations of Ghost Lords.
context: You must allow me to be able to give birth to this child.\Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords. response:	Don't tell me you don't know this spell.
context: Your Highness, that is an act that defies nature.\You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell. response:	There is such a spell, but it is extremely dangerous.
context: You must not do it!\When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous. response:	Those who have used this spell in the Ghost Realm
context: When I was in Qing Qiu\I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm response:	have all received retribution due to defying nature.
context: I heard about a medicinal herb that exists in the Ghost Realm\that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm\have all received retribution due to defying nature. response:	Your Highness, you must consider this carefully.
context: that can induce labor for a diseased child\and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm\have all received retribution due to defying nature.\Your Highness, you must consider this carefully. response:	I don't believe in retribution.
context: and a spell to heal the diseased child.\You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm\have all received retribution due to defying nature.\Your Highness, you must consider this carefully.\I don't believe in retribution. response:	I only believe in myself.
context: You have served three generations of Ghost Lords.\Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm\have all received retribution due to defying nature.\Your Highness, you must consider this carefully.\I don't believe in retribution.\I only believe in myself. response:	Please listen to my advice, Your Highness.
context: Don't tell me you don't know this spell.\There is such a spell, but it is extremely dangerous.\Those who have used this spell in the Ghost Realm\have all received retribution due to defying nature.\Your Highness, you must consider this carefully.\I don't believe in retribution.\I only believe in myself.\Please listen to my advice, Your Highness. response:	Even if this child is born, it will be an unhealthy child.
