context: OP response:	TS
context: Aren't you contradicting yourself by telling him to get better, then not picking the serialization back up?\The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter! response:	You're irresponsible for starting this policy now!
context: The genius high schooler Niizuma Eiji.\We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now! response:	Then I'll quit school!
context: We were impressed with his performance in serialization, so the editorial board approved serializing authors in high school.\But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school! response:	Me too!
context: But a weekly serialization isn't that easy.\It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school!\Me too! response:	There shouldn't be a problem then!
context: It was our mistake.\We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school!\Me too!\There shouldn't be a problem then! response:	Even if you do that, I won't lift the hiatus until April!
context: We regret it, and will refrain from approving such serializations in the future.\Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school!\Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April! response:	What Ashirogi's saying makes more sense!
context: Refrain?!\But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school!\Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense! response:	Put yourself in their parents' positions!
context: But serializations that have already started should be another matter!\You're irresponsible for starting this policy now!\Then I'll quit school!\Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions! response:	Dropping out of high school to draw manga.
context: You're irresponsible for starting this policy now!\Then I'll quit school!\Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga. response:	Will your parents be happy with that?
context: Then I'll quit school!\Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that? response:	I don't live for my parents!
context: Me too!\There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents! response:	That's right! Our lives are our own!
context: There shouldn't be a problem then!\Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own! response:	Until April?!
context: Even if you do that, I won't lift the hiatus until April!\What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own!\Until April?! response:	A special Sunday meeting was held yesterday, and that's what was decided upon.
context: What Ashirogi's saying makes more sense!\Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon. response:	Why until April?
context: Put yourself in their parents' positions!\Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon.\Why until April? response:	Isn't that strange?
context: Dropping out of high school to draw manga.\Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon.\Why until April?\Isn't that strange? response:	I was interested as well, so I asked the vice-editor, but all he said was It'll be a problem if he dies on us.
context: Will your parents be happy with that?\I don't live for my parents!\That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon.\Why until April?\Isn't that strange?\I was interested as well, so I asked the vice-editor, but all he said was It'll be a problem if he dies on us. response:	Aida, do you know who Kawaguchi Tarou was?
context: I don't live for my parents!\That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon.\Why until April?\Isn't that strange?\I was interested as well, so I asked the vice-editor, but all he said was It'll be a problem if he dies on us.\Aida, do you know who Kawaguchi Tarou was? response:	Of course.
context: That's right! Our lives are our own!\Until April?!\A special Sunday meeting was held yesterday, and that's what was decided upon.\Why until April?\Isn't that strange?\I was interested as well, so I asked the vice-editor, but all he said was It'll be a problem if he dies on us.\Aida, do you know who Kawaguchi Tarou was?\Of course. response:	He was the one-hit-wonder who made Super Hero Legend.
