context: Wah! I'm late! I'm late! response:	Oh, honestly! Over-sleeping because my alarm clock broke!
context: Times you thought senpai's really got this down +1\This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1 response:	Times you sweat bullets +1
context: This is rough for me, too.\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1 response:	It's rough on me, too. But it was worth seeing, just to try it.
context: Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it. response:	Watching the two of you paired up... It was funny, but that's all.
context: Times you thought senpai's really got this down +1\Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all. response:	You little...
context: Times you felt like dying +1\Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little... response:	You!
context: Times you thought his eyelashes are surprisingly long +1\Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little...\You! response:	Fig. 2.1: Wall Slam Experiment
context: Times you thought a whole new doorway was about to open +1\Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little...\You!\Fig. 2.1: Wall Slam Experiment response:	So?
context: Times you thought senpai's really got this down +1\Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little...\You!\Fig. 2.1: Wall Slam Experiment\So? response:	What're we supposed to figure out from this experiment data?
context: Times you sweat bullets +1\It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little...\You!\Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data? response:	That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.
context: It's rough on me, too. But it was worth seeing, just to try it.\Watching the two of you paired up... It was funny, but that's all.\You little...\You!\Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura. response:	Stop making it sound weird! You crazy BL-loving woman!
context: Watching the two of you paired up... It was funny, but that's all.\You little...\You!\Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman! response:	Seriously. It's not like my heart rate is...
context: You little...\You!\Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is... response:	Well, I guess it's a little higher than my resting rate.
context: You!\Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate. response:	But there's no change in my temperature or blood pressure!
context: Fig. 2.1: Wall Slam Experiment\So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure! response:	That part is a little weird.
context: So?\What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure!\That part is a little weird. response:	For blood pressure, when you use something simple like this,
context: What're we supposed to figure out from this experiment data?\That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure!\That part is a little weird.\For blood pressure, when you use something simple like this, response:	as opposed to medical equipment, the accuracy is reduced.
context: That we are unable to deny the possibility that you, Torasuke, are in love with Yukimura.\Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure!\That part is a little weird.\For blood pressure, when you use something simple like this,\as opposed to medical equipment, the accuracy is reduced. response:	Well, it works at a reference level.
context: Stop making it sound weird! You crazy BL-loving woman!\Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure!\That part is a little weird.\For blood pressure, when you use something simple like this,\as opposed to medical equipment, the accuracy is reduced.\Well, it works at a reference level. response:	Also, for this experiment, you put the thermometer under your arm, right?
context: Seriously. It's not like my heart rate is...\Well, I guess it's a little higher than my resting rate.\But there's no change in my temperature or blood pressure!\That part is a little weird.\For blood pressure, when you use something simple like this,\as opposed to medical equipment, the accuracy is reduced.\Well, it works at a reference level.\Also, for this experiment, you put the thermometer under your arm, right? response:	When you take a temperature under the arm, it's an axillary temperature.
