context: Father! response:	Where were you? Why didn't you bring Jia Yun with you?
context: Mi Gu.\Is there any way I can avoid going to the banquet at the Eastern Sea?\You can't. A debt must be repaid.\A favor must of course be returned with a favor.\No matter how capable you are, the debt still needs to be repaid.\You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this. response:	So can you tell Aunt only after I have been gone for a few days?
context: Is there any way I can avoid going to the banquet at the Eastern Sea?\You can't. A debt must be repaid.\A favor must of course be returned with a favor.\No matter how capable you are, the debt still needs to be repaid.\You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days? response:	Oh, yes.
context: You can't. A debt must be repaid.\A favor must of course be returned with a favor.\No matter how capable you are, the debt still needs to be repaid.\You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes. response:	Where is my luminous pearl?
context: A favor must of course be returned with a favor.\No matter how capable you are, the debt still needs to be repaid.\You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl? response:	Right! The luminous pearl.
context: No matter how capable you are, the debt still needs to be repaid.\You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl. response:	Aunt, this is the largest pearl in the pond.
context: You're acting weird today. Who has provoked you?\It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond. response:	By the way, Mi Gu, I'd like something of yours.
context: It's nothing.\I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours. response:	What is it?
context: I'm afraid Aunt won't let me leave if she learns of this.\So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it? response:	I want a branch from your tree.
context: So can you tell Aunt only after I have been gone for a few days?\Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree. response:	It's a long journey to the Eastern Sea.
context: Oh, yes.\Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea. response:	Yes, my tree branch can give directions.
context: Where is my luminous pearl?\Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions. response:	It is perfect for a high goddess like Aunt who likes to get lost.
context: Right! The luminous pearl.\Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost. response:	You're acting very odd today.
context: Aunt, this is the largest pearl in the pond.\By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today. response:	No, I'm odd every day.
context: By the way, Mi Gu, I'd like something of yours.\What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day. response:	Aunt, are you setting out for the Eastern Sea now?
context: What is it?\I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now? response:	By the way, on my way back
context: I want a branch from your tree.\It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back response:	I'll be stopping by to see Fourth Brother in the north.
context: It's a long journey to the Eastern Sea.\Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north. response:	Keep watch of the Fox Den with Feng Jiu while I'm away.
context: Yes, my tree branch can give directions.\It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away. response:	Don't get into arguments.
context: It is perfect for a high goddess like Aunt who likes to get lost.\You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments. response:	Fourth Uncle has indeed been in the north lately.
context: You're acting very odd today.\No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments.\Fourth Uncle has indeed been in the north lately. response:	He said the bird, Bi Fang, was angry and returned there
context: No, I'm odd every day.\Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments.\Fourth Uncle has indeed been in the north lately.\He said the bird, Bi Fang, was angry and returned there response:	so he has gone looking for Bi Fang.
context: Aunt, are you setting out for the Eastern Sea now?\By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments.\Fourth Uncle has indeed been in the north lately.\He said the bird, Bi Fang, was angry and returned there\so he has gone looking for Bi Fang. response:	You believe that?
context: By the way, on my way back\I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments.\Fourth Uncle has indeed been in the north lately.\He said the bird, Bi Fang, was angry and returned there\so he has gone looking for Bi Fang.\You believe that? response:	Every time Fourth Brother is angry at Zhe Yan, he uses that excuse.
context: I'll be stopping by to see Fourth Brother in the north.\Keep watch of the Fox Den with Feng Jiu while I'm away.\Don't get into arguments.\Fourth Uncle has indeed been in the north lately.\He said the bird, Bi Fang, was angry and returned there\so he has gone looking for Bi Fang.\You believe that?\Every time Fourth Brother is angry at Zhe Yan, he uses that excuse. response:	In these 300 years since I've woken up
