context: Crown Prince! response:	Crown Prince, I had a hard time finding you!
context: I accept the decree.\Congratulations, Crown Prince!\Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her response:	I still feel that you've suffered many grievances.
context: Congratulations, Crown Prince!\Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances. response:	What do you have in mind about the wedding date?
context: Ye Hua.\What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date? response:	The second of September.
context: What is it, Mother?\I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September. response:	What?
context: I never would have thought that Bai Qian of Qing Qiu\could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September.\What? response:	Qian Qian said that the second of September is a good day for everything.
context: could be that mortal, Su Su from 300 years ago.\Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September.\What?\Qian Qian said that the second of September is a good day for everything. response:	She wishes to hold our wedding on that day.
context: Although it is for the friendship between Qing Qiu\and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September.\What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day. response:	Mother, rest assured.
context: and the Celestial Tribe that you have to marry her\I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September.\What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured. response:	Despite everything that happened
context: I still feel that you've suffered many grievances.\What do you have in mind about the wedding date?\The second of September.\What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened response:	she's still the one I have been waiting for.
context: What do you have in mind about the wedding date?\The second of September.\What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for. response:	I don't want anyone else but her.
context: The second of September.\What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her. response:	All right.
context: What?\Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her.\All right. response:	I'll make the arrangements.
context: Qian Qian said that the second of September is a good day for everything.\She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her.\All right.\I'll make the arrangements. response:	What is it?
context: She wishes to hold our wedding on that day.\Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her.\All right.\I'll make the arrangements.\What is it? response:	Is there some other matter?
context: Mother, rest assured.\Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her.\All right.\I'll make the arrangements.\What is it?\Is there some other matter? response:	I have a question for you.
context: Despite everything that happened\she's still the one I have been waiting for.\I don't want anyone else but her.\All right.\I'll make the arrangements.\What is it?\Is there some other matter?\I have a question for you. response:	Ask away.
context: she's still the one I have been waiting for.\I don't want anyone else but her.\All right.\I'll make the arrangements.\What is it?\Is there some other matter?\I have a question for you.\Ask away. response:	If...
context: I don't want anyone else but her.\All right.\I'll make the arrangements.\What is it?\Is there some other matter?\I have a question for you.\Ask away.\If... response:	I said if.
context: All right.\I'll make the arrangements.\What is it?\Is there some other matter?\I have a question for you.\Ask away.\If...\I said if. response:	If you didn't remove your name from the Rock of Three Incarnations
context: I'll make the arrangements.\What is it?\Is there some other matter?\I have a question for you.\Ask away.\If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations response:	would you have fallen for me?
context: What is it?\Is there some other matter?\I have a question for you.\Ask away.\If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me? response:	You haven't answered me yet!
context: Is there some other matter?\I have a question for you.\Ask away.\If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet! response:	I told you to ask the question, but I didn't say that I'll answer you.
context: I have a question for you.\Ask away.\If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you. response:	Why are you following me around?
context: Ask away.\If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around? response:	If you don't answer me I'll keep following you around.
context: If...\I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around. response:	By all means, do so.
context: I said if.\If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around.\By all means, do so. response:	Is Your Lordship still going to Ruoshui?
context: If you didn't remove your name from the Rock of Three Incarnations\would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around.\By all means, do so.\Is Your Lordship still going to Ruoshui? response:	Head back to my study first.
context: would you have fallen for me?\You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around.\By all means, do so.\Is Your Lordship still going to Ruoshui?\Head back to my study first. response:	Yes.
context: You haven't answered me yet!\I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around.\By all means, do so.\Is Your Lordship still going to Ruoshui?\Head back to my study first.\Yes. response:	From this day forth Qing Qiu is closed to all.
context: I told you to ask the question, but I didn't say that I'll answer you.\Why are you following me around?\If you don't answer me I'll keep following you around.\By all means, do so.\Is Your Lordship still going to Ruoshui?\Head back to my study first.\Yes.\From this day forth Qing Qiu is closed to all. response:	I will see no one.
