context: The serialization meeting starts at 2 PM. response:	It's starting soon.
context: I'll call you again another day.\Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much!\All right!\This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning. response:	Saikou.
context: Excuse me.\Yes. Then we'll see you tomorrow.\Thank you very much!\All right!\This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou. response:	Thanks. This is because of you.
context: Yes. Then we'll see you tomorrow.\Thank you very much!\All right!\This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou.\Thanks. This is because of you. response:	Shuujin.
context: Thank you very much!\All right!\This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou.\Thanks. This is because of you.\Shuujin. response:	I should say the same thing.
context: All right!\This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou.\Thanks. This is because of you.\Shuujin.\I should say the same thing. response:	Without you, Shuujin...
context: This isn't a dream, right?\Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou.\Thanks. This is because of you.\Shuujin.\I should say the same thing.\Without you, Shuujin... response:	I'm looking forward to continuing to work with you, partner!
context: Yeah. Stop that, it hurts.\My face won't stop grinning.\Saikou.\Thanks. This is because of you.\Shuujin.\I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner! response:	Yeah!
context: My face won't stop grinning.\Saikou.\Thanks. This is because of you.\Shuujin.\I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah! response:	That's so nice.
context: Saikou.\Thanks. This is because of you.\Shuujin.\I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice. response:	Friendship between two boys.
context: Thanks. This is because of you.\Shuujin.\I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice.\Friendship between two boys. response:	Ah, Mashiro, you need to tell Miho!
context: Shuujin.\I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho! response:	Right!
context: I should say the same thing.\Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right! response:	I'm looking forward to Miho's instant response!
context: Without you, Shuujin...\I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response! response:	Serialization...
context: I'm looking forward to continuing to work with you, partner!\Yeah!\That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response!\Serialization... response:	They did it!
context: Yeah!\That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response!\Serialization...\They did it! response:	Why don't you talk with Mashiro?
context: That's so nice.\Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response!\Serialization...\They did it!\Why don't you talk with Mashiro? response:	Eh? I can't...
context: Friendship between two boys.\Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response!\Serialization...\They did it!\Why don't you talk with Mashiro?\Eh? I can't... response:	Yes you can.
context: Ah, Mashiro, you need to tell Miho!\Right!\I'm looking forward to Miho's instant response!\Serialization...\They did it!\Why don't you talk with Mashiro?\Eh? I can't...\Yes you can. response:	You should at least give him a proper and direct Congratulations! for an occasion like this.
context: Right!\I'm looking forward to Miho's instant response!\Serialization...\They did it!\Why don't you talk with Mashiro?\Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this. response:	There it is!
context: I'm looking forward to Miho's instant response!\Serialization...\They did it!\Why don't you talk with Mashiro?\Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is! response:	No, it's from Fukuda-san.
context: Serialization...\They did it!\Why don't you talk with Mashiro?\Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san. response:	Huh? Why's he calling?
context: They did it!\Why don't you talk with Mashiro?\Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san.\Huh? Why's he calling? response:	Ashirogi-kun, congratulations!
context: Why don't you talk with Mashiro?\Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san.\Huh? Why's he calling?\Ashirogi-kun, congratulations! response:	I lost to you again! It's frustrating as hell!
context: Eh? I can't...\Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san.\Huh? Why's he calling?\Ashirogi-kun, congratulations!\I lost to you again! It's frustrating as hell! response:	So then...
context: Yes you can.\You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san.\Huh? Why's he calling?\Ashirogi-kun, congratulations!\I lost to you again! It's frustrating as hell!\So then... response:	Both me and Nakai-san got overlooked this time.
context: You should at least give him a proper and direct Congratulations! for an occasion like this.\There it is!\No, it's from Fukuda-san.\Huh? Why's he calling?\Ashirogi-kun, congratulations!\I lost to you again! It's frustrating as hell!\So then...\Both me and Nakai-san got overlooked this time. response:	But listen good! At the next serialization meeting, I'm definitely getting through!
context: There it is!\No, it's from Fukuda-san.\Huh? Why's he calling?\Ashirogi-kun, congratulations!\I lost to you again! It's frustrating as hell!\So then...\Both me and Nakai-san got overlooked this time.\But listen good! At the next serialization meeting, I'm definitely getting through! response:	So don't get canceled or anything before then.
