context: If you keep adding all that extra stuff, you'll never get it right. response:	Jasminka, can't you take this more seriously?
context: Luna Nova has an enormous amount of debt, and it's owed to yours truly.\But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted. response:	Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.
context: But I haven't received a single interest payment on it over the last year.\Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe. response:	How the heck much did we borrow?!
context: Not one penny!\No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?! response:	Lord Fafnir, we beg your understanding.
context: No matter how many times I call, all I get are excuses.\I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding. response:	Luna Nova is losing more students each year.
context: I warned you that I'd take your Sorcerer's Stone the next time you ignore me!\W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year. response:	We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.
context: W-We never thought you would make good on your threat...\So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic. response:	You have only yourselves to blame for pushing magic while it's falling out of favor.
context: So basically, the Sorcerer's Stone...\Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor. response:	Look at me!
context: Was repossessed because the school defaulted.\Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me! response:	My online investments are netting me immense profits.
context: Consider it a warning. Even selling it wouldn't cover a fraction of the debt you owe.\How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits. response:	Wh-What is this?
context: How the heck much did we borrow?!\Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits.\Wh-What is this? response:	I-If you are so well off, then please have mercy!
context: Lord Fafnir, we beg your understanding.\Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy! response:	I don't want to wait another second!
context: Luna Nova is losing more students each year.\We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy!\I don't want to wait another second! response:	I will repossess Luna Nova and sell it off myself!
context: We are barely receiving one-tenth the number of applicants as we were during the golden age of magic.\You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy!\I don't want to wait another second!\I will repossess Luna Nova and sell it off myself! response:	Luna Nova has finally reached its end...
context: You have only yourselves to blame for pushing magic while it's falling out of favor.\Look at me!\My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy!\I don't want to wait another second!\I will repossess Luna Nova and sell it off myself!\Luna Nova has finally reached its end... response:	Hey, you grumpy old dragon!
context: Look at me!\My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy!\I don't want to wait another second!\I will repossess Luna Nova and sell it off myself!\Luna Nova has finally reached its end...\Hey, you grumpy old dragon! response:	O-Old?
context: My online investments are netting me immense profits.\Wh-What is this?\I-If you are so well off, then please have mercy!\I don't want to wait another second!\I will repossess Luna Nova and sell it off myself!\Luna Nova has finally reached its end...\Hey, you grumpy old dragon!\O-Old? response:	Is that giant heart you have just for show?
