context: Translation: MoeJoTranslation check: WinterreiseEditing: Minami_Typsetting: LaytonEncoding: Layton response:	Anime-Koi Fansubs
context: Eh?\Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans. response:	A temple of water getting flooded? How ironic.
context: Wait, no! Don't touch Yonomori-sama!\As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic. response:	Tomoe-dono, is Nanami-sama down there?
context: As I thought, this shrine has no deity.\Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there? response:	Though there are many white snakes,
context: Mind telling me what's going on?\Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes, response:	I know of only one who has absolutely no common sense,
context: Tomoe-sama, we've located her.\The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense, response:	who was raised in a freaking box, and is stupid enough
context: The snake resides down there.\In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough response:	to try and marry a deity.
context: In a dam, huh?\As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity. response:	The river nearby has been there for eons.
context: As expected, there are no signs of humans.\A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons. response:	Kids would sometimes drown in it.
context: A temple of water getting flooded? How ironic.\Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it. response:	The townspeople thought it had to be a curse, so they built this shrine.
context: Tomoe-dono, is Nanami-sama down there?\Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine. response:	That's where our story began.
context: Though there are many white snakes,\I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began. response:	A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.
context: I know of only one who has absolutely no common sense,\who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers. response:	When the people abandoned this shrine, Yonomori-sama had to go into hiding.
context: who was raised in a freaking box, and is stupid enough\to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding. response:	But I won't abandon it.
context: to try and marry a deity.\The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it. response:	I'll stay here and protect this shrine with Yonomori-sama.
context: The river nearby has been there for eons.\Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama. response:	Because that's my duty.
context: Kids would sometimes drown in it.\The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty. response:	He's been here the whole time in this husk of a shrine, even though its deity is gone.
context: The townspeople thought it had to be a curse, so they built this shrine.\That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty.\He's been here the whole time in this husk of a shrine, even though its deity is gone. response:	I can't imagine how...
context: That's where our story began.\A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty.\He's been here the whole time in this husk of a shrine, even though its deity is gone.\I can't imagine how... response:	It must have been hard on you, Mizuki.
context: A deity like Yonomori-sama, born out of necessity, cannot survive without worshipers.\When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty.\He's been here the whole time in this husk of a shrine, even though its deity is gone.\I can't imagine how...\It must have been hard on you, Mizuki. response:	You see, I recently became a deity,
context: When the people abandoned this shrine, Yonomori-sama had to go into hiding.\But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty.\He's been here the whole time in this husk of a shrine, even though its deity is gone.\I can't imagine how...\It must have been hard on you, Mizuki.\You see, I recently became a deity, response:	and I also have a familiar, Tomoe.
context: But I won't abandon it.\I'll stay here and protect this shrine with Yonomori-sama.\Because that's my duty.\He's been here the whole time in this husk of a shrine, even though its deity is gone.\I can't imagine how...\It must have been hard on you, Mizuki.\You see, I recently became a deity,\and I also have a familiar, Tomoe. response:	I can't stand the thought of Tomoe being sad, the way you are now.
