context: Intro response:	So you're not confident, huh?
context: but in truth, all I'm doing is getting them to help me finish off my food reserves.\I got these in order to minimize food expenditures until I got a job,\Huh? I thought I saw some fried chicken earlier.\but this is entirely too much to finish off in one summer.\Wasn't there chicken?\Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey! response:	I'm not going to be as extravagant as to expect a full-time job.
context: I got these in order to minimize food expenditures until I got a job,\Huh? I thought I saw some fried chicken earlier.\but this is entirely too much to finish off in one summer.\Wasn't there chicken?\Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job. response:	Gimme some fried chicken.
context: Huh? I thought I saw some fried chicken earlier.\but this is entirely too much to finish off in one summer.\Wasn't there chicken?\Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken. response:	I'd be satisfied if I found a service that at least covered my living expenses.
context: but this is entirely too much to finish off in one summer.\Wasn't there chicken?\Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses. response:	I'm positive I saw some earlier!
context: Wasn't there chicken?\Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier! response:	Where's the fried chicken?
context: Hey, where'd it go?\By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken? response:	Service? Who says that these days?
context: By the way, what kind of job do you have in mind?\Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days? response:	Huh?
context: Did you finish it all off? Hey!\I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days?\Huh? response:	Then why don't you come work with us?
context: I'm not going to be as extravagant as to expect a full-time job.\Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days?\Huh?\Then why don't you come work with us? response:	We've got Chiho, so you can get your training done without any tension.
context: Gimme some fried chicken.\I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days?\Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension. response:	Oh, come on.
context: I'd be satisfied if I found a service that at least covered my living expenses.\I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days?\Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on. response:	Aren't you forgetting that there'd be a different kind of tension in the air?
context: I'm positive I saw some earlier!\Where's the fried chicken?\Service? Who says that these days?\Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air? response:	Plus, we could use a couple more hands since we often don't have enough people on shifts lately.
context: Where's the fried chicken?\Service? Who says that these days?\Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately. response:	Normally, you'd notice how a high school girl feels!
context: Service? Who says that these days?\Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels! response:	Don't you agree, Chiho?
context: Huh?\Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho? response:	Huh?
context: Then why don't you come work with us?\We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh? response:	Uh...
context: We've got Chiho, so you can get your training done without any tension.\Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh?\Uh... response:	Y-Yeah...
context: Oh, come on.\Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh?\Uh...\Y-Yeah... response:	He's useless.
context: Aren't you forgetting that there'd be a different kind of tension in the air?\Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh?\Uh...\Y-Yeah...\He's useless. response:	Well, you don't have to be so hasty and decide right now.
context: Plus, we could use a couple more hands since we often don't have enough people on shifts lately.\Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh?\Uh...\Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now. response:	Working with people you know has its pros and cons.
context: Normally, you'd notice how a high school girl feels!\Don't you agree, Chiho?\Huh?\Uh...\Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons. response:	Thank you, Sadao.
context: Don't you agree, Chiho?\Huh?\Uh...\Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao. response:	I'll consider it as one of my options
context: Huh?\Uh...\Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options response:	and might end up deciding on it.
context: Uh...\Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it. response:	Sure.
context: Y-Yeah...\He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it.\Sure. response:	I'll be in your care if it does come down to that, Chiho.
context: He's useless.\Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho. response:	O-Okay.
context: Well, you don't have to be so hasty and decide right now.\Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay. response:	A job is good and all,
context: Working with people you know has its pros and cons.\Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all, response:	but for the time being, why don't we help her out with shopping for clothes and personal effects?
context: Thank you, Sadao.\I'll consider it as one of my options\and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects? response:	The contents of my dresser are indeed meager.
context: I'll consider it as one of my options\and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager. response:	And I don't possess any bags or much footwear either.
context: and might end up deciding on it.\Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either. response:	Don't tell me you've only got Japanese-style clothes on you.
context: Sure.\I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you. response:	I haven't any western clothes, no.
context: I'll be in your care if it does come down to that, Chiho.\O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you.\I haven't any western clothes, no. response:	Is it odd?
context: O-Okay.\A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you.\I haven't any western clothes, no.\Is it odd? response:	No...
context: A job is good and all,\but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you.\I haven't any western clothes, no.\Is it odd?\No... response:	It's not really odd, per se...
context: but for the time being, why don't we help her out with shopping for clothes and personal effects?\The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you.\I haven't any western clothes, no.\Is it odd?\No...\It's not really odd, per se... response:	You know where they sell this kinda stuff, don't you, Yusa?
context: The contents of my dresser are indeed meager.\And I don't possess any bags or much footwear either.\Don't tell me you've only got Japanese-style clothes on you.\I haven't any western clothes, no.\Is it odd?\No...\It's not really odd, per se...\You know where they sell this kinda stuff, don't you, Yusa? response:	Hey!
