context: Qian Qian, I haven't seen you in days. I missed you terribly. response:	Have you missed me?
context: I couldn't say any affectionate words when I saw Dijun.\Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time. response:	Look at you.
context: Dying embers are not easily rekindled. Don't brood over it.\That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you. response:	Everyday, you make yourself love him so desperately.
context: That's why I could only use the Two Lives Curse on myself.\During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately. response:	Why are you doing this?
context: During the day, I am able to adore Dijun very much.\When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this? response:	I just think loving someone is an act that requires dedication.
context: When the sun sets, I can be free of such a task.\Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication. response:	It is pretending not to be in love when others are looking
context: Were you taken advantage of by Dijun?\Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking response:	but being in love when others aren't looking.
context: Dong Hua Dijun only visited Handan Quarters once\but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking. response:	Never mind. You should just go.
context: but he left after some time.\Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go. response:	You can continue offering your heart to him.
context: Look at you.\Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him. response:	When you were in Qing Qiu, you lived such a free and unrestrained life.
context: Everyday, you make yourself love him so desperately.\Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life. response:	Look, now you're feeding fish in this place, all for Dong Hua Dijun.
context: Why are you doing this?\I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun. response:	What can you say?
context: I just think loving someone is an act that requires dedication.\It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say? response:	It seems Zizhu Quarters is a place for immortals.
context: It is pretending not to be in love when others are looking\but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals. response:	You came back?
context: but being in love when others aren't looking.\Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back? response:	There's something I forgot to tell you.
context: Never mind. You should just go.\You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you. response:	The day after you left for the Eastern Sea banquet
context: You can continue offering your heart to him.\When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet response:	Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods
context: When you were in Qing Qiu, you lived such a free and unrestrained life.\Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods response:	and asked me things about you from 300 years ago.
context: Look, now you're feeding fish in this place, all for Dong Hua Dijun.\What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago. response:	I told him that after your battle with Qing Cang
context: What can you say?\It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago.\I told him that after your battle with Qing Cang response:	you slept for a long time before waking up.
context: It seems Zizhu Quarters is a place for immortals.\You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago.\I told him that after your battle with Qing Cang\you slept for a long time before waking up. response:	He left and didn't ask anything else.
context: You came back?\There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago.\I told him that after your battle with Qing Cang\you slept for a long time before waking up.\He left and didn't ask anything else. response:	Bai Qian, your engagement with Ye Hua won't fall through again, will it?
context: There's something I forgot to tell you.\The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago.\I told him that after your battle with Qing Cang\you slept for a long time before waking up.\He left and didn't ask anything else.\Bai Qian, your engagement with Ye Hua won't fall through again, will it? response:	Probably not.
context: The day after you left for the Eastern Sea banquet\Heavenly Lord's grandson, Ye Hua, came to see me in the Peach Tree Woods\and asked me things about you from 300 years ago.\I told him that after your battle with Qing Cang\you slept for a long time before waking up.\He left and didn't ask anything else.\Bai Qian, your engagement with Ye Hua won't fall through again, will it?\Probably not. response:	That's good.
