context: BETA release of Ep 5 response:	It's done!
context: I want to participate too!!\Me too!\Maki-chan!\Let's do it, let's do it!\Everybody, the new score is ready!!\Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!! response:	Sieg Zion!
context: Me too!\Maki-chan!\Let's do it, let's do it!\Everybody, the new score is ready!!\Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!!\Sieg Zion! response:	Until very late? What should I do?..
context: Maki-chan!\Let's do it, let's do it!\Everybody, the new score is ready!!\Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!!\Sieg Zion!\Until very late? What should I do?.. response:	What about dinner...? Will Senpai be alright?
context: Let's do it, let's do it!\Everybody, the new score is ready!!\Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!!\Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright? response:	Dammit! What Master is he? Stop joking!!
context: Everybody, the new score is ready!!\Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!!\Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!! response:	Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)
context: Ooo, so we're going to play this piece!\Everybody!!\Let's practice from today!!\Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?) response:	Huh?
context: Everybody!!\Let's practice from today!!\Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh? response:	It's you, isn't it? Stresemann's pupil...Chiaki.
context: Let's practice from today!!\Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki. response:	Ah! Milch!!
context: Sieg Zion!\Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!! response:	Is A-Oke's practice over yet?
context: Until very late? What should I do?..\What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet? response:	Where's Chiaki-Senpai?
context: What about dinner...? Will Senpai be alright?\Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai? response:	Chiaki?
context: Dammit! What Master is he? Stop joking!!\Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki? response:	Yes! Nodame is going to participate in the School Festival too!
context: Wouber bist du bose? Was ist los, Chiaki? (Why are you angry? What's up, Chiaki?)\Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too! response:	I want to inform Senpai about this...
context: Huh?\It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this... response:	Well.. I don't know where he is
context: It's you, isn't it? Stresemann's pupil...Chiaki.\Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is response:	I see...
context: Ah! Milch!!\Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is\I see... response:	Thank you
context: Is A-Oke's practice over yet?\Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is\I see...\Thank you response:	About Franz..
context: Where's Chiaki-Senpai?\Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is\I see...\Thank you\About Franz.. response:	When he was a student, he played the piano
context: Chiaki?\Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is\I see...\Thank you\About Franz..\When he was a student, he played the piano response:	But at that time he always played truant
context: Yes! Nodame is going to participate in the School Festival too!\I want to inform Senpai about this...\Well.. I don't know where he is\I see...\Thank you\About Franz..\When he was a student, he played the piano\But at that time he always played truant response:	He was also involved in affairs of the heart
context: I want to inform Senpai about this...\Well.. I don't know where he is\I see...\Thank you\About Franz..\When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart response:	It seemed that the situation was pretty bad
context: Well.. I don't know where he is\I see...\Thank you\About Franz..\When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad response:	not that he's changed now
context: I see...\Thank you\About Franz..\When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now response:	But one day...
context: Thank you\About Franz..\When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now\But one day... response:	Franz..
context: About Franz..\When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now\But one day...\Franz.. response:	You really have an amazing talent!
context: When he was a student, he played the piano\But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now\But one day...\Franz..\You really have an amazing talent! response:	Yes, conducting...
context: But at that time he always played truant\He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now\But one day...\Franz..\You really have an amazing talent!\Yes, conducting... response:	You'd better be a Conductor!
context: He was also involved in affairs of the heart\It seemed that the situation was pretty bad\not that he's changed now\But one day...\Franz..\You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor! response:	She was the Madonna of the Academy at that time, Minako Momodaira
context: It seemed that the situation was pretty bad\not that he's changed now\But one day...\Franz..\You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira response:	Franz instantly fell in love with her
context: not that he's changed now\But one day...\Franz..\You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her response:	But at that time her talent in playing the piano was already acknowledged
context: But one day...\Franz..\You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her\But at that time her talent in playing the piano was already acknowledged response:	together with her beauty, she became famous in society.
context: Franz..\You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her\But at that time her talent in playing the piano was already acknowledged\together with her beauty, she became famous in society. response:	Chasing her presense high on the clouds,
context: You really have an amazing talent!\Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her\But at that time her talent in playing the piano was already acknowledged\together with her beauty, she became famous in society.\Chasing her presense high on the clouds, response:	Franz began to study conducting very hard
context: Yes, conducting...\You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her\But at that time her talent in playing the piano was already acknowledged\together with her beauty, she became famous in society.\Chasing her presense high on the clouds,\Franz began to study conducting very hard response:	However, she was striked by an illness of the fingers
context: You'd better be a Conductor!\She was the Madonna of the Academy at that time, Minako Momodaira\Franz instantly fell in love with her\But at that time her talent in playing the piano was already acknowledged\together with her beauty, she became famous in society.\Chasing her presense high on the clouds,\Franz began to study conducting very hard\However, she was striked by an illness of the fingers response:	she quit piano, and returned to Japan
