context: The Nine Olde Witches sealed the Grand Triskelion within Arcturus Forest. response:	Only the seven Words and the staff of seven stars can break the seal.
context: You ladies shall do the decorations.\That's okay, I guess.\Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once! response:	We need to pick something.
context: That's okay, I guess.\Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something. response:	Go do it, Akko.
context: Your team is assigned to summoning.\Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko. response:	There's no way!
context: Summoning?!\That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko.\There's no way! response:	Representative of that team, get up here now.
context: That's the showpiece of the Festival!\Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko.\There's no way!\Representative of that team, get up here now. response:	Sucy! No, Lotte!
context: Hmph. You maggots get cleaning duty.\Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko.\There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte! response:	Hurry!
context: Cleaning duty?\The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko.\There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry! response:	Akko!
context: The remaining teams should send their representatives at once!\We need to pick something.\Go do it, Akko.\There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry!\Akko! response:	Akko!
context: We need to pick something.\Go do it, Akko.\There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry!\Akko!\Akko! response:	Um... this one?
context: Go do it, Akko.\There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry!\Akko!\Akko!\Um... this one? response:	No, I've got a bad feeling. Maybe...
context: There's no way!\Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry!\Akko!\Akko!\Um... this one?\No, I've got a bad feeling. Maybe... response:	Choose now, or I'll be choosing which of your nails to tear out!
context: Representative of that team, get up here now.\Sucy! No, Lotte!\Hurry!\Akko!\Akko!\Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out! response:	Oh, fine!
context: Sucy! No, Lotte!\Hurry!\Akko!\Akko!\Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine! response:	You can be the sacrifices.
context: Hurry!\Akko!\Akko!\Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices. response:	Sacrifices?
context: Akko!\Akko!\Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices.\Sacrifices? response:	What kind of duty is that?
context: Akko!\Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices.\Sacrifices?\What kind of duty is that? response:	You want to know what the sacrifices do?
context: Um... this one?\No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices.\Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do? response:	This pot contains an age-old ghost, Bachoalawy the Bewailing.
context: No, I've got a bad feeling. Maybe...\Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices.\Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing. response:	Bachoalawy the Bewailing?
context: Choose now, or I'll be choosing which of your nails to tear out!\Oh, fine!\You can be the sacrifices.\Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing? response:	Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.
context: Oh, fine!\You can be the sacrifices.\Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about. response:	That is when the sacrifices are offered.
context: You can be the sacrifices.\Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered. response:	After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.
context: Sacrifices?\What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival. response:	The people on sacrifice duty die?!
context: What kind of duty is that?\You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?! response:	There is no danger to your lives.
context: You want to know what the sacrifices do?\This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?!\There is no danger to your lives. response:	The sacrifices pass through the ghost's bowels and are safely excreted.
context: This pot contains an age-old ghost, Bachoalawy the Bewailing.\Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?!\There is no danger to your lives.\The sacrifices pass through the ghost's bowels and are safely excreted. response:	That's gross!
context: Bachoalawy the Bewailing?\Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?!\There is no danger to your lives.\The sacrifices pass through the ghost's bowels and are safely excreted.\That's gross! response:	Sacrifice duty! It's like poetry!
context: Bachoalawy wakes with the midnight toll at the close of the Festival, wailing and flailing about.\That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?!\There is no danger to your lives.\The sacrifices pass through the ghost's bowels and are safely excreted.\That's gross!\Sacrifice duty! It's like poetry! response:	You couldn't pick a more fitting role for Akko if you tried!
context: That is when the sacrifices are offered.\After consuming them, Bachoalawy rests once more until the dawn of the next Samhain Festival.\The people on sacrifice duty die?!\There is no danger to your lives.\The sacrifices pass through the ghost's bowels and are safely excreted.\That's gross!\Sacrifice duty! It's like poetry!\You couldn't pick a more fitting role for Akko if you tried! response:	Silence!
