context: Are you really okay with making such a discussion just like that? response:	Are you really okay with deciding this so easily?
context: Diana, what about the ritual?!\Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was... response:	Sorry, this is all my fault.
context: Even if I left for the shrine now, the Venusian eclipse would be long over.\What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault. response:	You hold no responsibility in this matter.
context: What? No, it can't be...\Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter. response:	I was simply not adequate.
context: Why didn't you leave me behind?\Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate. response:	Um, Diana, where are we?
context: Isn't this the whole reason you're here? So why?!\I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we? response:	This room was once used as a secret hospital.
context: I couldn't possibly leave you to deal with your injuries.\Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital. response:	It began in the Middle Ages and lasted through the previous war.
context: Besides, weren't you attempting to persuade me to not perform the ritual?\I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war. response:	Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.
context: I mean, I was...\Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic. response:	Without discriminating between citizen and soldier, nor discriminating between ally or foe.
context: Sorry, this is all my fault.\You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe. response:	Even their enemies?
context: You hold no responsibility in this matter.\I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies? response:	No matter who they were.
context: I was simply not adequate.\Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies?\No matter who they were. response:	Because there were some who did not agree with us, we created this hidden location.
context: Um, Diana, where are we?\This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies?\No matter who they were.\Because there were some who did not agree with us, we created this hidden location. response:	It's all so much...
context: This room was once used as a secret hospital.\It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies?\No matter who they were.\Because there were some who did not agree with us, we created this hidden location.\It's all so much... response:	What's this?
context: It began in the Middle Ages and lasted through the previous war.\Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies?\No matter who they were.\Because there were some who did not agree with us, we created this hidden location.\It's all so much...\What's this? response:	All 1,500 years of the history of the Cavendish line.
context: Whenever wars occurred in the vicinity, my ancestors would treat the wounded with their magic.\Without discriminating between citizen and soldier, nor discriminating between ally or foe.\Even their enemies?\No matter who they were.\Because there were some who did not agree with us, we created this hidden location.\It's all so much...\What's this?\All 1,500 years of the history of the Cavendish line. response:	These books represent the culmination of my predecessors' research
