context: This is LAN Xi. response:	The big city where I grew up.
context: Goodbye Miss.\They dance that...\They're also adding points.\It would be nice if we could look up some information about universities for Yao Zhe Tian.\Tian Tian, the magazine that you like to read, I already ordered it for the whole year.\Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!! response:	It shows everything that will be in the exam!
context: They dance that...\They're also adding points.\It would be nice if we could look up some information about universities for Yao Zhe Tian.\Tian Tian, the magazine that you like to read, I already ordered it for the whole year.\Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam! response:	Wow, that's soo good.
context: They're also adding points.\It would be nice if we could look up some information about universities for Yao Zhe Tian.\Tian Tian, the magazine that you like to read, I already ordered it for the whole year.\Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good. response:	Who drew it? They have talent.
context: It would be nice if we could look up some information about universities for Yao Zhe Tian.\Tian Tian, the magazine that you like to read, I already ordered it for the whole year.\Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent. response:	Really!
context: Tian Tian, the magazine that you like to read, I already ordered it for the whole year.\Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent.\Really! response:	This is more interesting than love stories and other things.
context: Tian Tian.\Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent.\Really!\This is more interesting than love stories and other things. response:	Hey, does it look like Slam Dunk?
context: Oh, I'm coming.\Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent.\Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk? response:	It's very good.
context: Get over yourself and don't give up!!\It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent.\Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good. response:	Yes Yes
context: It shows everything that will be in the exam!\Wow, that's soo good.\Who drew it? They have talent.\Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good.\Yes Yes response:	I really like Rukawa Kaede.
context: Wow, that's soo good.\Who drew it? They have talent.\Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good.\Yes Yes\I really like Rukawa Kaede. response:	Tsk, you're in love.
context: Who drew it? They have talent.\Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good.\Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love. response:	Oh, shit!
context: Really!\This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good.\Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit! response:	Did you draw that outside?
context: This is more interesting than love stories and other things.\Hey, does it look like Slam Dunk?\It's very good.\Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit!\Did you draw that outside? response:	It's Incredible!
context: Hey, does it look like Slam Dunk?\It's very good.\Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit!\Did you draw that outside?\It's Incredible! response:	Why did you draw the big gorilla?
context: It's very good.\Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit!\Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla? response:	That Tu Xiao Yi never study.
context: Yes Yes\I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit!\Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study. response:	He only knows how to draw these things.
context: I really like Rukawa Kaede.\Tsk, you're in love.\Oh, shit!\Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things. response:	The origin of everything, it's quite deep.
context: Tsk, you're in love.\Oh, shit!\Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep. response:	Master Chen, it seems that finally the board could get the first place.
context: Oh, shit!\Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place. response:	Students!
context: Did you draw that outside?\It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students! response:	They can't look only at the notes,
context: It's Incredible!\Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes, response:	I always wish they could also use their intellect and art.
context: Why did you draw the big gorilla?\That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes,\I always wish they could also use their intellect and art. response:	Well done!
context: That Tu Xiao Yi never study.\He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done! response:	That can encompass everything.
context: He only knows how to draw these things.\The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done!\That can encompass everything. response:	Who could mark Sakuragi and Rukawa?
context: The origin of everything, it's quite deep.\Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa? response:	Hey, yeah yeah.
context: Master Chen, it seems that finally the board could get the first place.\Students!\They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah. response:	Coff coff, silence.
context: Students!\They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence. response:	The blackboard report this time...
context: They can't look only at the notes,\I always wish they could also use their intellect and art.\Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence.\The blackboard report this time... response:	Yes.
context: I always wish they could also use their intellect and art.\Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence.\The blackboard report this time...\Yes. response:	It has something special.
context: Well done!\That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence.\The blackboard report this time...\Yes.\It has something special. response:	We'll keep it.
context: That can encompass everything.\Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence.\The blackboard report this time...\Yes.\It has something special.\We'll keep it. response:	But,
context: Who could mark Sakuragi and Rukawa?\Hey, yeah yeah.\Coff coff, silence.\The blackboard report this time...\Yes.\It has something special.\We'll keep it.\But, response:	also pay attention.
