context: /** TS by scol **/ response:	PHONE TEXT HERE
context: When he does come home, he shuts himself away in his room.\I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives. response:	You either need to have a big hit or a lot of smaller hits.
context: I wonder if he's pushing himself too hard.\Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits. response:	Beyond that, you're just a gambler.
context: Thanks for the meal.\Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler. response:	The drawings are good, but I don't know about my story.
context: Mangakas sure are cool!\You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story. response:	The story is good, but I don't know about my drawings.
context: You have books you wrote by yourself all lined up in a row.\I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings. response:	Our first manga.
context: I'm still a gambler though.\A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga. response:	You're early.
context: A gambler?\A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga.\You're early. response:	You're even earlier Shuujin, why is that?
context: A mangaka is someone who can make a living by drawing manga their whole lives.\You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga.\You're early.\You're even earlier Shuujin, why is that? response:	Why? Well...
context: You either need to have a big hit or a lot of smaller hits.\Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga.\You're early.\You're even earlier Shuujin, why is that?\Why? Well... response:	Even though we worked all last night, for some reason I woke up early.
context: Beyond that, you're just a gambler.\The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga.\You're early.\You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early. response:	Me too.
context: The drawings are good, but I don't know about my story.\The story is good, but I don't know about my drawings.\Our first manga.\You're early.\You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too. response:	I just, kind of, can't sit still about this.
context: The story is good, but I don't know about my drawings.\Our first manga.\You're early.\You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this. response:	My older brother asked me to return with next week's Jack for him.
context: Our first manga.\You're early.\You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him. response:	We can't ask for something like that.
context: You're early.\You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that. response:	By the way, your brother goes to a good college, doesn't he?
context: You're even earlier Shuujin, why is that?\Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he? response:	After he failed to get into the national university, he basically stopped trying.
context: Why? Well...\Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying. response:	Now he spends all his time with club activities and going on group dates every day.
context: Even though we worked all last night, for some reason I woke up early.\Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day. response:	Enjoying his youth, that sort of thing.
context: Me too.\I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing. response:	I guess he sees what's ahead of him.
context: I just, kind of, can't sit still about this.\My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him. response:	So that's why you thought of becoming a mangaka?
context: My older brother asked me to return with next week's Jack for him.\We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka? response:	No, the reason why I decided not to become a salaryman was because of my parents.
context: We can't ask for something like that.\By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents. response:	My dad used to work at Oute Bank...
context: By the way, your brother goes to a good college, doesn't he?\After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank... response:	Dad's going to be late today as well?
context: After he failed to get into the national university, he basically stopped trying.\Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank...\Dad's going to be late today as well? response:	Yes.
context: Now he spends all his time with club activities and going on group dates every day.\Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank...\Dad's going to be late today as well?\Yes. response:	What about big brother?
context: Enjoying his youth, that sort of thing.\I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank...\Dad's going to be late today as well?\Yes.\What about big brother? response:	He said that he has a cram school test, so he'll be late.
context: I guess he sees what's ahead of him.\So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank...\Dad's going to be late today as well?\Yes.\What about big brother?\He said that he has a cram school test, so he'll be late. response:	Acchan, so that you don't lose to your big brother,
context: So that's why you thought of becoming a mangaka?\No, the reason why I decided not to become a salaryman was because of my parents.\My dad used to work at Oute Bank...\Dad's going to be late today as well?\Yes.\What about big brother?\He said that he has a cram school test, so he'll be late.\Acchan, so that you don't lose to your big brother, response:	you must study hard, okay?
