context: That's because I was too silly. response:	I thought that I shouldn't be too concerned about his past.
context: Could it be that there's some sort of a problem?\I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue. response:	The Crown Prince shouldn't keep it from anyone.
context: I reckon that since His Highness's wedding is coming up soon\he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone. response:	If Ye Hua kept it to himself he must have his reasons.
context: he's worried about any disturbances in the Ghost Tribe.\After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons. response:	Come with me to Ruoshui.
context: After all, Ruoshui River is the border of the Celestial Tribe and the Ghost Tribe.\It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui. response:	Yes.
context: It's best to keep it guarded.\It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes. response:	This is really annoying!
context: It can't be that simple.\Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes.\This is really annoying! response:	How could the both of you not know who I am?
context: Your Lordship suspects that it concerns the Bell of East Emperor?\If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes.\This is really annoying!\How could the both of you not know who I am? response:	I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!
context: If you're right, then it is a huge issue.\The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes.\This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu! response:	If you don't believe me you can bring them here.
context: The Crown Prince shouldn't keep it from anyone.\If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes.\This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here. response:	I'm Bai Feng Qiu of Qing Qiu!
context: If Ye Hua kept it to himself he must have his reasons.\Come with me to Ruoshui.\Yes.\This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu! response:	The Little Princess of Qing Qiu!
context: Come with me to Ruoshui.\Yes.\This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu! response:	That seems to be the Little Princess?
context: Yes.\This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess? response:	You can't barge into the Nine Heavens.
context: This is really annoying!\How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens. response:	Miss, stop insisting.
context: How could the both of you not know who I am?\I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting. response:	Go and take a look.
context: I'm such good friends with Star Lord of Destiny and Lady Cheng Yu!\If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look. response:	Yes.
context: If you don't believe me you can bring them here.\I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look.\Yes. response:	Little Princess.
context: I'm Bai Feng Qiu of Qing Qiu!\The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look.\Yes.\Little Princess. response:	What brings you to the Nine Heavens today?
context: The Little Princess of Qing Qiu!\That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look.\Yes.\Little Princess.\What brings you to the Nine Heavens today? response:	Star Lord, tell them who I am.
context: That seems to be the Little Princess?\You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look.\Yes.\Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am. response:	The Little Princess of Qing Qiu.
context: You can't barge into the Nine Heavens.\Miss, stop insisting.\Go and take a look.\Yes.\Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu. response:	Gentlemen, do let her through.
context: Miss, stop insisting.\Go and take a look.\Yes.\Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through. response:	Lord Dong Hua is waiting for Her Highness in Taichen Palace.
context: Go and take a look.\Yes.\Little Princess.\What brings you to the Nine Heavens today?\Star Lord, tell them who I am.\The Little Princess of Qing Qiu.\Gentlemen, do let her through.\Lord Dong Hua is waiting for Her Highness in Taichen Palace. response:	Don't try anything silly.
